corr_sample	corr_time	pvalue_sample	pvalue_time
MEbrown2	0.0133864412421896	-0.0896899082970092	0.940103863443257	0.613956022213188
MEdarkslateblue	-0.0264192575304406	0.00408728991862318	0.882095754110857	0.981697018311735
MElightsteelblue1	-0.0315180013935689	0.0333415367614799	0.859548014740755	0.851509415797839
MEmediumpurple4	0.315845029661913	-0.0545532031955167	0.0688064271395755	0.759279435471508
MEplum2	-0.454901080171196	0.0458747953981214	0.00687081423649189	0.796697226969271
MEskyblue1	-0.388836381568879	-0.0336948408208148	0.0230413587761168	0.849953635102582
MEskyblue3	-0.326176417477628	0.103984893875969	0.0597498646901941	0.558385172621499
MEviolet	-0.193716447458459	0.22612846427395	0.27231790593918	0.198457728824807
MEmediumpurple3	-0.0173467534959306	0.285371455693659	0.922431070059622	0.101846138467739
MEorangered4	-0.285216862261118	0.160969985164329	0.102039897393393	0.363112230882188
MEdarkturquoise	-0.260630472423197	0.186252069716206	0.136554013883609	0.291577092268694
MEplum4	-0.193734856659971	0.181088477709414	0.272271457816337	0.305397458342004
MEthistle	-0.449782344528649	-0.0121259409930619	0.00761054455221333	0.945735111244923
MEfirebrick3	-0.364449501916247	-0.0902992893630697	0.034082510235638	0.611540359950226
MEmediumpurple1	-0.620817412548407	0.00907669851499262	8.95013520980602e-05	0.959367671384364
MEpalevioletred2	-0.245428043685221	0.0159554007180087	0.161796394961279	0.928636222652954
MEpink	-0.440047366784489	-0.146446987814849	0.00920592594072325	0.408546360336198
MEturquoise	-0.362614032366594	-0.117234132372874	0.0350631435170684	0.509061135709208
MEorange	0.21696629141348	-0.120794938402772	0.217745409890037	0.496186531615137
MEdarkolivegreen	0.213124170522859	-0.123019351788424	0.226203121455725	0.488228659426405
MEsalmon2	0.371506488192881	-0.0299288753921533	0.0305178556924434	0.866564629274171
MEthistle1	0.354128565323814	-0.162293219653243	0.0398989930193049	0.359128325534334
MElightpink4	0.155255103942652	-0.15293045588833	0.380618629742955	0.38787853189384
MEorangered3	0.0326423489602414	-0.126492496302901	0.854589918989744	0.475935773213776
MEblueviolet	-0.126629691389942	0.521697249282966	0.475453525190124	0.001554782453727
MEfloralwhite	0.0340042264175253	0.33176915963727	0.848591706696656	0.0552558298040798
MEyellowgreen	-0.0403584107754086	0.307085231714337	0.820720915349205	0.0772972482350865
MEdarkseagreen4	-0.0633660503015833	0.190159712151812	0.721823933482141	0.28138879316707
MEdarkolivegreen4	-0.376452011413182	0.200797853694559	0.0282061991943448	0.254831351384358
MEmagenta	-0.301210269877136	0.363326476181918	0.083432374251059	0.0346798198144288
MEthistle2	-0.294402585092367	0.397301739019464	0.0910036888039554	0.0199819591821968
MEcoral3	0.00158753725691029	0.367131354759501	0.992890466086955	0.0326899132070095
MEbrown4	-0.101160428644629	0.136336395686516	0.569178455637009	0.44199064319975
MEsalmon	-0.280587325978765	0.320160981522438	0.107972672040796	0.064900659745212
MEdarkgreen	-0.496537418480519	0.189186724478232	0.00281779043264175	0.283903852325531
MEplum3	-0.367312250901635	0.0539192578151477	0.0325976753331472	0.761995771362586
MEhoneydew	-0.0545941121639639	0.0304585198664294	0.759104245004851	0.864224901473297
MEhoneydew1	-0.282516250591693	0.0494476420921981	0.105469933610059	0.781233448276844
MEgrey	0.0765503615919751	-0.123960544551415	0.666978869531824	0.484881376974423
