corr_sample	corr_time	pvalue_sample	pvalue_time
MEdarkviolet	0.047253238665264	0.435508595591815	0.784341031676073	0.00793519952440352
MEpurple	0.14384404073888	0.0983483080995862	0.402609080727989	0.568236298767494
MElightcyan1	-0.299571953075214	-0.354163127651787	0.0758953283806731	0.0340722551887042
MEdarkred	-0.0361903904847115	-0.365082351307189	0.834020859830429	0.0285689766718611
MEpink	0.139233574608641	-0.603324148542977	0.418012182214198	9.82079130410458e-05
MEdarkolivegreen	0.208609339433915	-0.525696939738036	0.222097151981217	0.000992565552504352
MEthistle2	0.439411814933537	-0.512670799098346	0.007332693445318	0.00138892144073747
MEskyblue	-0.147916372139204	-0.493985920423545	0.389278336235817	0.00219881492768552
MEpaleturquoise	-0.0626474616541603	-0.0967900920540748	0.716622797287341	0.574411433415487
MEskyblue2	-0.243946436705943	-0.327876845496705	0.151632718911711	0.0509171200351699
MEviolet	-0.330765285220367	-0.324946672090601	0.048791541542685	0.053148430844969
MEsalmon	0.0475007448517186	-0.321529595097538	0.783238329584472	0.0558482985205857
MEblack	0.0494274365412343	-0.144888550790114	0.774668804577402	0.399165215890635
MEdarkseagreen4	0.165207160015724	-0.291353625141149	0.335598453395532	0.0846979544819331
MElightgreen	-0.0399725518418052	-0.296739720605632	0.816954754075467	0.0788445385712334
MEmediumpurple4	-0.0649794686556888	-0.385746979843089	0.70653352856355	0.0201502137320777
MEdarkorange2	-0.00860978224832583	-0.371392192782216	0.960252745974554	0.0257372548116466
MEgreen	0.0460722782963788	-0.353972569786138	0.789608167209082	0.0341754720979982
MEgrey	-0.00383354664332017	-0.103102024331196	0.982296735780499	0.549587446423454
