Category	ID	Term	adj_pval	Orthogroups	Genes
MF	GO:0010333	terpene synthase activity	4.8e-15	OG0001031, OG0000803, OG0016099, OG0000311, OG0001737, OG0001155, OG0002678, OG0000621	Tfasc_v1.03529-RA, Tfasc_v1.03531-RA, Tfasc_v1.03532-RA, Tfasc_v1.03802-RA, Tfasc_v1.03805-RA, Tfasc_v1.03807-RA, Tfasc_v1.03810-RA, Tfasc_v1.14013-RA, Tfasc_v1.14017-RA, Tfasc_v1.14019-RA, Tfasc_v1.18911-RA, Tfasc_v1.18915-RA, Tfasc_v1.19020-RA, Tfasc_v1.19021-RA, Tfasc_v1.19023-RA, Tfasc_v1.19024-RA, Tfasc_v1.30113-RA, Tfasc_v1.30114-RA, Tlei_v1.09169-RA, Tlei_v1.09172-RA, Tlei_v1.09174-RA, Tlei_v1.09175-RA, Tlei_v1.09488-RA, Tlei_v1.09489-RA, Tlei_v1.09492-RA, Tlei_v1.16589-RA, Tlei_v1.16600-RA, Tlei_v1.16608-RA, Tlei_v1.16609-RA, Tlei_v1.16619-RA, Tlei_v1.16620-RA, Tlei_v1.16623-RA, Tlei_v1.19275-RA, Tlei_v1.19277-RA, Tlei_v1.19280-RA, Tlei_v1.19283-RA, Tlei_v1.19287-RA, Tlei_v1.19288-RA, Tlei_v1.20803-RA, Tlei_v1.20805-RA, Tlei_v1.20806-RA, Tlei_v1.20807-RA, Tlei_v1.20808-RB, Tlei_v1.30562-RA
MF	GO:0009885	transmembrane histidine kinase cytokinin receptor activity	1.6e-14	OG0000876, OG0000288, OG0000283, OG0001052	Tfasc_v1.00777-RA, Tfasc_v1.06052-RA, Tfasc_v1.13662-RA, Tfasc_v1.16608-RA, Tfasc_v1.17844-RA, Tfasc_v1.17845-RA, Tfasc_v1.19486-RA, Tlei_v1.01438-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.04029-RA, Tlei_v1.04030-RA, Tlei_v1.05983-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.11580-RA, Tlei_v1.12538-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.15181-RA, Tlei_v1.18560-RA, Tlei_v1.22804-RA
MF	GO:0003924	GTPase activity	1.3e-13	OG0000290, OG0000327, OG0000317, OG0000741, OG0000782, OG0003888, OG0000213, OG0000999, OG0000924, OG0001273, OG0000654, OG0001093, OG0000538, OG0001714, OG0000981, OG0001426, OG0002084, OG0000322, OG0000848, OG0000481, OG0000711, OG0001389, OG0000984, OG0001987, OG0001071, OG0000990, OG0000228, OG0001753, OG0001980, OG0000629	Tfasc_v1.00193-RA, Tfasc_v1.00717-RA, Tfasc_v1.01573-RA, Tfasc_v1.01985-RA, Tfasc_v1.02143-RA, Tfasc_v1.03778-RA, Tfasc_v1.04114-RA, Tfasc_v1.04141-RA, Tfasc_v1.04534-RA, Tfasc_v1.04738-RA, Tfasc_v1.06148-RA, Tfasc_v1.06340-RA, Tfasc_v1.06588-RA, Tfasc_v1.06592-RA, Tfasc_v1.06606-RA, Tfasc_v1.06650-RA, Tfasc_v1.06799-RA, Tfasc_v1.08828-RA, Tfasc_v1.08865-RA, Tfasc_v1.08961-RA, Tfasc_v1.09112-RA, Tfasc_v1.09374-RA, Tfasc_v1.09461-RA, Tfasc_v1.09645-RA, Tfasc_v1.10560-RA, Tfasc_v1.10562-RA, Tfasc_v1.10563-RA, Tfasc_v1.11037-RA, Tfasc_v1.11279-RA, Tfasc_v1.11407-RA, Tfasc_v1.11411-RA, Tfasc_v1.11412-RA, Tfasc_v1.11934-RA, Tfasc_v1.11971-RA, Tfasc_v1.12107-RA, Tfasc_v1.12571-RA, Tfasc_v1.12572-RA, Tfasc_v1.12574-RA, Tfasc_v1.12587-RA, Tfasc_v1.12589-RA, Tfasc_v1.12592-RA, Tfasc_v1.12672-RA, Tfasc_v1.13068-RA, Tfasc_v1.14022-RA, Tfasc_v1.14108-RA, Tfasc_v1.14845-RA, Tfasc_v1.14847-RA, Tfasc_v1.14959-RA, Tfasc_v1.15149-RA, Tfasc_v1.15460-RA, Tfasc_v1.15476-RA, Tfasc_v1.16062-RA, Tfasc_v1.17380-RA, Tfasc_v1.17630-RA, Tfasc_v1.18340-RA, Tfasc_v1.18572-RA, Tfasc_v1.18675-RA, Tfasc_v1.18676-RA, Tfasc_v1.20077-RA, Tfasc_v1.20296-RA, Tfasc_v1.20489-RA, Tfasc_v1.20638-RA, Tfasc_v1.23188-RA, Tfasc_v1.23396-RA, Tfasc_v1.24100-RA, Tfasc_v1.24784-RA, Tfasc_v1.25056-RA, Tfasc_v1.25812-RA, Tfasc_v1.27180-RA, Tfasc_v1.27254-RA, Tfasc_v1.27258-RA, Tfasc_v1.27387-RA, Tfasc_v1.27391-RA, Tfasc_v1.27483-RA, Tfasc_v1.27623-RA, Tfasc_v1.27630-RA, Tfasc_v1.27897-RA, Tfasc_v1.28841-RA, Tfasc_v1.29084-RA, Tlei_v1.00422-RA, Tlei_v1.01455-RA, Tlei_v1.01624-RA, Tlei_v1.01885-RA, Tlei_v1.02999-RA, Tlei_v1.04861-RA, Tlei_v1.04984-RA, Tlei_v1.05200-RA, Tlei_v1.05371-RA, Tlei_v1.05565-RA, Tlei_v1.06619-RA, Tlei_v1.08146-RA, Tlei_v1.08363-RA, Tlei_v1.08717-RA, Tlei_v1.09214-RA, Tlei_v1.10155-RA, Tlei_v1.10905-RA, Tlei_v1.11031-RA, Tlei_v1.11181-RA, Tlei_v1.11215-RA, Tlei_v1.11742-RA, Tlei_v1.12204-RA, Tlei_v1.12932-RA, Tlei_v1.13073-RA, Tlei_v1.13156-RA, Tlei_v1.13770-RA, Tlei_v1.14466-RA, Tlei_v1.14659-RA, Tlei_v1.16388-RA, Tlei_v1.16860-RA, Tlei_v1.16861-RA, Tlei_v1.16973-RA, Tlei_v1.18252-RA, Tlei_v1.19274-RA, Tlei_v1.19373-RA, Tlei_v1.19383-RA, Tlei_v1.21689-RA, Tlei_v1.21902-RA, Tlei_v1.22165-RA, Tlei_v1.24091-RA, Tlei_v1.24435-RA, Tlei_v1.25136-RB, Tlei_v1.25137-RA, Tlei_v1.25138-RA, Tlei_v1.25139-RA, Tlei_v1.25458-RA, Tlei_v1.25521-RA, Tlei_v1.26293-RA, Tlei_v1.27057-RA, Tlei_v1.27200-RA, Tlei_v1.28843-RA, Tlei_v1.29054-RA, Tlei_v1.29641-RA, Tlei_v1.29724-RA, Tlei_v1.29811-RA, Tlei_v1.29929-RA, Tlei_v1.30187-RA, Tlei_v1.31376-RA, Tlei_v1.31911-RA, Tlei_v1.31913-RA
MF	GO:0020037	heme binding	3.8e-13	OG0000728, OG0001930, OG0001061, OG0000821, OG0000628, OG0016311, OG0001027, OG0000539, OG0004427, OG0001770, OG0002287, OG0005525, OG0001055, OG0000541, OG0004726, OG0001666, OG0001542, OG0001044, OG0000518, OG0002005, OG0002623, OG0001575, OG0001117, OG0001440, OG0000786, OG0002707, OG0002717, OG0002192, OG0002057, OG0001398, OG0002671, OG0003438, OG0000952, OG0002127, OG0005598, OG0000230, OG0004903, OG0002321, OG0002324, OG0000166, OG0002022, OG0000837, OG0005175, OG0002562, OG0002170, OG0002117, OG0000433, OG0000777, OG0002732, OG0000866	Tfasc_v1.00182-RA, Tfasc_v1.01049-RA, Tfasc_v1.01637-RA, Tfasc_v1.01638-RA, Tfasc_v1.01714-RA, Tfasc_v1.01880-RA, Tfasc_v1.02304-RA, Tfasc_v1.03080-RA, Tfasc_v1.03081-RA, Tfasc_v1.03082-RA, Tfasc_v1.03385-RA, Tfasc_v1.03615-RA, Tfasc_v1.04003-RA, Tfasc_v1.04004-RA, Tfasc_v1.04022-RA, Tfasc_v1.05450-RA, Tfasc_v1.06232-RA, Tfasc_v1.06234-RA, Tfasc_v1.07000-RA, Tfasc_v1.07003-RA, Tfasc_v1.07007-RA, Tfasc_v1.07558-RA, Tfasc_v1.07560-RA, Tfasc_v1.07562-RA, Tfasc_v1.07564-RA, Tfasc_v1.07573-RA, Tfasc_v1.07605-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.07797-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.07809-RA, Tfasc_v1.08194-RA, Tfasc_v1.09171-RA, Tfasc_v1.09175-RA, Tfasc_v1.09877-RB, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.10624-RA, Tfasc_v1.10960-RA, Tfasc_v1.11717-RA, Tfasc_v1.12070-RA, Tfasc_v1.14645-RA, Tfasc_v1.14646-RA, Tfasc_v1.14722-RA, Tfasc_v1.14723-RA, Tfasc_v1.14740-RA, Tfasc_v1.14741-RA, Tfasc_v1.14855-RA, Tfasc_v1.15087-RA, Tfasc_v1.15484-RA, Tfasc_v1.15495-RA, Tfasc_v1.15572-RA, Tfasc_v1.16209-RA, Tfasc_v1.16291-RA, Tfasc_v1.16292-RA, Tfasc_v1.16293-RA, Tfasc_v1.16472-RA, Tfasc_v1.17157-RA, Tfasc_v1.17158-RB, Tfasc_v1.17159-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17167-RA, Tfasc_v1.17170-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17174-RA, Tfasc_v1.17175-RA, Tfasc_v1.18352-RA, Tfasc_v1.18354-RA, Tfasc_v1.18473-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.19450-RA, Tfasc_v1.19742-RA, Tfasc_v1.19749-RA, Tfasc_v1.20747-RA, Tfasc_v1.20749-RA, Tfasc_v1.20750-RA, Tfasc_v1.20752-RA, Tfasc_v1.20754-RA, Tfasc_v1.20755-RA, Tfasc_v1.20759-RA, Tfasc_v1.20760-RA, Tfasc_v1.20761-RA, Tfasc_v1.20762-RA, Tfasc_v1.20763-RA, Tfasc_v1.21339-RA, Tfasc_v1.21650-RA, Tfasc_v1.22355-RA, Tfasc_v1.23628-RA, Tfasc_v1.23629-RA, Tfasc_v1.23631-RA, Tfasc_v1.23636-RA, Tfasc_v1.23637-RA, Tfasc_v1.23675-RA, Tfasc_v1.23679-RA, Tfasc_v1.23918-RA, Tfasc_v1.23920-RA, Tfasc_v1.24056-RA, Tfasc_v1.24347-RA, Tfasc_v1.24351-RA, Tfasc_v1.24352-RA, Tfasc_v1.24703-RA, Tfasc_v1.24704-RA, Tfasc_v1.24885-RA, Tfasc_v1.26619-RA, Tfasc_v1.27051-RA, Tfasc_v1.27052-RA, Tfasc_v1.27909-RA, Tfasc_v1.28260-RA, Tfasc_v1.28261-RA, Tfasc_v1.29656-RA, Tlei_v1.00622-RA, Tlei_v1.00874-RA, Tlei_v1.00876-RA, Tlei_v1.00878-RA, Tlei_v1.00879-RA, Tlei_v1.01541-RA, Tlei_v1.01542-RA, Tlei_v1.01543-RA, Tlei_v1.01817-RA, Tlei_v1.01818-RA, Tlei_v1.02420-RA, Tlei_v1.03867-RA, Tlei_v1.03868-RA, Tlei_v1.04971-RA, Tlei_v1.04972-RA, Tlei_v1.04973-RA, Tlei_v1.06508-RA, Tlei_v1.06509-RA, Tlei_v1.06582-RA, Tlei_v1.06763-RA, Tlei_v1.06861-RA, Tlei_v1.06863-RA, Tlei_v1.07037-RA, Tlei_v1.07038-RA, Tlei_v1.07039-RA, Tlei_v1.08709-RA, Tlei_v1.08884-RA, Tlei_v1.09356-RA, Tlei_v1.11069-RA, Tlei_v1.11071-RA, Tlei_v1.11072-RA, Tlei_v1.11073-RA, Tlei_v1.11074-RA, Tlei_v1.11078-RA, Tlei_v1.11401-RA, Tlei_v1.12556-RA, Tlei_v1.12860-RA, Tlei_v1.13990-RA, Tlei_v1.14834-RA, Tlei_v1.14842-RA, Tlei_v1.15543-RA, Tlei_v1.15550-RA, Tlei_v1.15557-RA, Tlei_v1.15601-RA, Tlei_v1.15602-RA, Tlei_v1.15604-RA, Tlei_v1.15611-RA, Tlei_v1.15612-RA, Tlei_v1.15793-RA, Tlei_v1.15794-RA, Tlei_v1.15801-RA, Tlei_v1.15803-RA, Tlei_v1.16676-RA, Tlei_v1.17098-RA, Tlei_v1.17388-RA, Tlei_v1.18161-RA, Tlei_v1.18163-RA, Tlei_v1.18164-RA, Tlei_v1.18165-RA, Tlei_v1.18166-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.21047-RA, Tlei_v1.21050-RA, Tlei_v1.21406-RA, Tlei_v1.21408-RA, Tlei_v1.21471-RA, Tlei_v1.21473-RA, Tlei_v1.21592-RA, Tlei_v1.21822-RA, Tlei_v1.22185-RA, Tlei_v1.22192-RA, Tlei_v1.22235-RA, Tlei_v1.22933-RA, Tlei_v1.22941-RA, Tlei_v1.22983-RA, Tlei_v1.22988-RA, Tlei_v1.22994-RA, Tlei_v1.23186-RA, Tlei_v1.23192-RA, Tlei_v1.24196-RA, Tlei_v1.24546-RA, Tlei_v1.25210-RA, Tlei_v1.25213-RA, Tlei_v1.25414-RB, Tlei_v1.25417-RA, Tlei_v1.25418-RA, Tlei_v1.25692-RA, Tlei_v1.25693-RA, Tlei_v1.25694-RA, Tlei_v1.25695-RA, Tlei_v1.25699-RA, Tlei_v1.25701-RA, Tlei_v1.25702-RA, Tlei_v1.26166-RA, Tlei_v1.26921-RA, Tlei_v1.27306-RA, Tlei_v1.27474-RA, Tlei_v1.27475-RA, Tlei_v1.27476-RA, Tlei_v1.27477-RA, Tlei_v1.28263-RA, Tlei_v1.29328-RA, Tlei_v1.29370-RA, Tlei_v1.29542-RA, Tlei_v1.30198-RA, Tlei_v1.31184-RA
MF	GO:0005200	structural constituent of cytoskeleton	8e-13	OG0000327, OG0000213, OG0001987, OG0000228	Tfasc_v1.00717-RA, Tfasc_v1.01985-RA, Tfasc_v1.04141-RA, Tfasc_v1.04534-RA, Tfasc_v1.08865-RA, Tfasc_v1.11407-RA, Tfasc_v1.11411-RA, Tfasc_v1.11412-RA, Tfasc_v1.11934-RA, Tfasc_v1.11971-RA, Tfasc_v1.12672-RA, Tfasc_v1.15460-RA, Tfasc_v1.24784-RA, Tfasc_v1.25056-RA, Tfasc_v1.27180-RA, Tfasc_v1.28841-RA, Tlei_v1.02999-RA, Tlei_v1.08363-RA, Tlei_v1.08717-RA, Tlei_v1.11181-RA, Tlei_v1.11215-RA, Tlei_v1.11742-RA, Tlei_v1.13156-RA, Tlei_v1.22165-RA, Tlei_v1.27200-RA, Tlei_v1.28843-RA, Tlei_v1.29641-RA, Tlei_v1.31376-RA
MF	GO:0015276	ligand-gated ion channel activity	3.4e-11	OG0002763, OG0016237, OG0001640, OG0000650, OG0002319, OG0002430, OG0001566	Tfasc_v1.04315-RA, Tfasc_v1.04994-RA, Tfasc_v1.04995-RA, Tfasc_v1.04996-RA, Tfasc_v1.04998-RA, Tfasc_v1.04999-RA, Tfasc_v1.05001-RA, Tfasc_v1.05002-RA, Tfasc_v1.05003-RA, Tfasc_v1.07942-RA, Tfasc_v1.07943-RA, Tfasc_v1.21364-RA, Tfasc_v1.21365-RA, Tfasc_v1.25867-RA, Tfasc_v1.25876-RA, Tfasc_v1.25881-RA, Tlei_v1.00125-RA, Tlei_v1.00127-RA, Tlei_v1.00128-RA, Tlei_v1.00130-RA, Tlei_v1.00133-RA, Tlei_v1.00134-RA, Tlei_v1.00135-RA, Tlei_v1.00137-RA, Tlei_v1.06592-RA, Tlei_v1.08544-RA, Tlei_v1.11022-RA, Tlei_v1.14310-RA, Tlei_v1.14311-RA, Tlei_v1.17361-RA, Tlei_v1.17362-RA
MF	GO:0019955	cytokine binding	9.4e-11	OG0000876, OG0000288, OG0001052	Tfasc_v1.00777-RA, Tfasc_v1.06052-RA, Tfasc_v1.13662-RA, Tfasc_v1.16608-RA, Tfasc_v1.17845-RA, Tfasc_v1.19486-RA, Tlei_v1.01438-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.11580-RA, Tlei_v1.12538-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.22804-RA
MF	GO:0000287	magnesium ion binding	1e-10	OG0000469, OG0001414, OG0001563, OG0001031, OG0000803, OG0016099, OG0001107, OG0000555, OG0004902, OG0001350, OG0000507, OG0005281, OG0001330, OG0001156, OG0000311, OG0001501, OG0001737, OG0001155, OG0002678, OG0005172, OG0001553, OG0001011, OG0001980, OG0003137, OG0000621	Tfasc_v1.00625-RA, Tfasc_v1.01277-RA, Tfasc_v1.02619-RA, Tfasc_v1.03529-RA, Tfasc_v1.03531-RA, Tfasc_v1.03532-RA, Tfasc_v1.03802-RA, Tfasc_v1.03805-RA, Tfasc_v1.03807-RA, Tfasc_v1.03810-RA, Tfasc_v1.05290-RA, Tfasc_v1.06581-RA, Tfasc_v1.07209-RA, Tfasc_v1.07372-RA, Tfasc_v1.07537-RA, Tfasc_v1.09008-RA, Tfasc_v1.09620-RA, Tfasc_v1.11204-RA, Tfasc_v1.11207-RA, Tfasc_v1.12348-RA, Tfasc_v1.13004-RA, Tfasc_v1.14013-RA, Tfasc_v1.14017-RA, Tfasc_v1.14019-RA, Tfasc_v1.14736-RA, Tfasc_v1.15060-RA, Tfasc_v1.16203-RA, Tfasc_v1.17129-RA, Tfasc_v1.18183-RA, Tfasc_v1.18472-RA, Tfasc_v1.18880-RA, Tfasc_v1.18911-RA, Tfasc_v1.18915-RA, Tfasc_v1.19020-RA, Tfasc_v1.19021-RA, Tfasc_v1.19023-RA, Tfasc_v1.19024-RA, Tfasc_v1.19308-RA, Tfasc_v1.19446-RA, Tfasc_v1.20624-RA, Tfasc_v1.20631-RA, Tfasc_v1.21461-RA, Tfasc_v1.22858-RA, Tfasc_v1.27387-RA, Tfasc_v1.27391-RA, Tfasc_v1.27483-RA, Tfasc_v1.27863-RA, Tfasc_v1.27913-RA, Tfasc_v1.27914-RA, Tfasc_v1.28813-RA, Tfasc_v1.29137-RA, Tfasc_v1.29272-RA, Tfasc_v1.29273-RA, Tfasc_v1.29913-RA, Tfasc_v1.30113-RA, Tfasc_v1.30114-RA, Tfasc_v1.30443-RA, Tfasc_v1.30445-RA, Tfasc_v1.30467-RA, Tlei_v1.02179-RA, Tlei_v1.05142-RA, Tlei_v1.06513-RA, Tlei_v1.06755-RA, Tlei_v1.06932-RA, Tlei_v1.08005-RA, Tlei_v1.09169-RA, Tlei_v1.09172-RA, Tlei_v1.09174-RA, Tlei_v1.09175-RA, Tlei_v1.09488-RA, Tlei_v1.09489-RA, Tlei_v1.09492-RA, Tlei_v1.09940-RA, Tlei_v1.10845-RA, Tlei_v1.12283-RA, Tlei_v1.13018-RA, Tlei_v1.14458-RA, Tlei_v1.15940-RA, Tlei_v1.16078-RA, Tlei_v1.16589-RA, Tlei_v1.16600-RA, Tlei_v1.16608-RA, Tlei_v1.16609-RA, Tlei_v1.16619-RA, Tlei_v1.16620-RA, Tlei_v1.16623-RA, Tlei_v1.17263-RA, Tlei_v1.18038-RA, Tlei_v1.18257-RA, Tlei_v1.19275-RA, Tlei_v1.19277-RA, Tlei_v1.19280-RA, Tlei_v1.19283-RA, Tlei_v1.19287-RA, Tlei_v1.19288-RA, Tlei_v1.19443-RA, Tlei_v1.20803-RA, Tlei_v1.20805-RA, Tlei_v1.20806-RA, Tlei_v1.20807-RA, Tlei_v1.20808-RB, Tlei_v1.20976-RA, Tlei_v1.21488-RA, Tlei_v1.21798-RA, Tlei_v1.24247-RA, Tlei_v1.26656-RA, Tlei_v1.28874-RA, Tlei_v1.29811-RA, Tlei_v1.30143-RA, Tlei_v1.30202-RA, Tlei_v1.30562-RA
MF	GO:0031072	heat shock protein binding	1.2e-10	OG0000493, OG0000429, OG0000424, OG0001354, OG0001367, OG0001017, OG0000209, OG0002650, OG0005571, OG0004998	Tfasc_v1.01245-RA, Tfasc_v1.03383-RA, Tfasc_v1.04386-RA, Tfasc_v1.07733-RA, Tfasc_v1.07820-RA, Tfasc_v1.11863-RA, Tfasc_v1.18519-RA, Tfasc_v1.19286-RA, Tfasc_v1.22376-RA, Tfasc_v1.22699-RA, Tfasc_v1.23906-RA, Tfasc_v1.23908-RA, Tfasc_v1.23916-RA, Tfasc_v1.27979-RA, Tfasc_v1.27981-RA, Tfasc_v1.28102-RA, Tfasc_v1.28105-RA, Tfasc_v1.28108-RA, Tfasc_v1.28831-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA, Tfasc_v1.30290-RA, Tlei_v1.02212-RA, Tlei_v1.08225-RA, Tlei_v1.09354-RA, Tlei_v1.11298-RA, Tlei_v1.15740-RA, Tlei_v1.15813-RA, Tlei_v1.16101-RA, Tlei_v1.19610-RA, Tlei_v1.21025-RA, Tlei_v1.21034-RA, Tlei_v1.21048-RA, Tlei_v1.22817-RA, Tlei_v1.26183-RA, Tlei_v1.26604-RA, Tlei_v1.28855-RA, Tlei_v1.29495-RA, Tlei_v1.30259-RA, Tlei_v1.30261-RA, Tlei_v1.30505-RA, Tlei_v1.31221-RA, Tlei_v1.31224-RA
MF	GO:0005506	iron ion binding	1.4e-09	OG0000821, OG0001027, OG0000551, OG0004830, OG0001770, OG0002287, OG0005525, OG0002442, OG0001055, OG0000541, OG0004726, OG0001666, OG0001542, OG0001044, OG0004404, OG0003248, OG0002005, OG0002623, OG0001575, OG0000639, OG0001440, OG0004079, OG0000786, OG0000594, OG0001253, OG0002717, OG0002192, OG0002671, OG0002127, OG0005598, OG0000230, OG0004903, OG0002321, OG0000166, OG0002022, OG0002562, OG0002170, OG0002117, OG0000433, OG0000777, OG0002732, OG0000866	Tfasc_v1.01714-RA, Tfasc_v1.03080-RA, Tfasc_v1.03081-RA, Tfasc_v1.03082-RA, Tfasc_v1.04270-RA, Tfasc_v1.05233-RA, Tfasc_v1.05234-RA, Tfasc_v1.05450-RA, Tfasc_v1.06232-RA, Tfasc_v1.06234-RA, Tfasc_v1.06756-RA, Tfasc_v1.07000-RA, Tfasc_v1.07003-RA, Tfasc_v1.07007-RA, Tfasc_v1.07558-RA, Tfasc_v1.07560-RA, Tfasc_v1.07562-RA, Tfasc_v1.07564-RA, Tfasc_v1.07573-RA, Tfasc_v1.07605-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.07797-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.07809-RA, Tfasc_v1.08653-RA, Tfasc_v1.09104-RA, Tfasc_v1.09106-RA, Tfasc_v1.09171-RA, Tfasc_v1.09175-RA, Tfasc_v1.09877-RB, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.10960-RA, Tfasc_v1.11483-RA, Tfasc_v1.11717-RA, Tfasc_v1.11846-RA, Tfasc_v1.12070-RA, Tfasc_v1.12365-RA, Tfasc_v1.12563-RA, Tfasc_v1.12566-RA, Tfasc_v1.13972-RA, Tfasc_v1.14722-RA, Tfasc_v1.14723-RA, Tfasc_v1.14740-RA, Tfasc_v1.14741-RA, Tfasc_v1.15484-RA, Tfasc_v1.15495-RA, Tfasc_v1.16209-RA, Tfasc_v1.16472-RA, Tfasc_v1.17157-RA, Tfasc_v1.17158-RB, Tfasc_v1.17159-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17167-RA, Tfasc_v1.17170-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17174-RA, Tfasc_v1.17175-RA, Tfasc_v1.18352-RA, Tfasc_v1.18354-RA, Tfasc_v1.18473-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.19492-RA, Tfasc_v1.20747-RA, Tfasc_v1.20749-RA, Tfasc_v1.20750-RA, Tfasc_v1.20752-RA, Tfasc_v1.20754-RA, Tfasc_v1.20755-RA, Tfasc_v1.20759-RA, Tfasc_v1.20760-RA, Tfasc_v1.20761-RA, Tfasc_v1.20762-RA, Tfasc_v1.20763-RA, Tfasc_v1.21655-RA, Tfasc_v1.22355-RA, Tfasc_v1.23675-RA, Tfasc_v1.23679-RA, Tfasc_v1.23918-RA, Tfasc_v1.23920-RA, Tfasc_v1.24056-RA, Tfasc_v1.24347-RA, Tfasc_v1.24351-RA, Tfasc_v1.24352-RA, Tfasc_v1.24869-RA, Tfasc_v1.26619-RA, Tfasc_v1.27051-RA, Tfasc_v1.27052-RA, Tfasc_v1.27851-RA, Tfasc_v1.28260-RA, Tfasc_v1.28261-RA, Tfasc_v1.28572-RA, Tfasc_v1.28821-RA, Tfasc_v1.29705-RA, Tlei_v1.00631-RA, Tlei_v1.00874-RA, Tlei_v1.00876-RA, Tlei_v1.00878-RA, Tlei_v1.00879-RA, Tlei_v1.01541-RA, Tlei_v1.01542-RA, Tlei_v1.01543-RA, Tlei_v1.03867-RA, Tlei_v1.03868-RA, Tlei_v1.04971-RA, Tlei_v1.04972-RA, Tlei_v1.04973-RA, Tlei_v1.06480-RA, Tlei_v1.06582-RA, Tlei_v1.06763-RA, Tlei_v1.07037-RA, Tlei_v1.07038-RA, Tlei_v1.07039-RA, Tlei_v1.08709-RA, Tlei_v1.09952-RA, Tlei_v1.11069-RA, Tlei_v1.11071-RA, Tlei_v1.11072-RA, Tlei_v1.11073-RA, Tlei_v1.11074-RA, Tlei_v1.11078-RA, Tlei_v1.11315-RA, Tlei_v1.11401-RA, Tlei_v1.12325-RA, Tlei_v1.12556-RA, Tlei_v1.12860-RA, Tlei_v1.12938-RA, Tlei_v1.14619-RA, Tlei_v1.14834-RA, Tlei_v1.14842-RA, Tlei_v1.15543-RA, Tlei_v1.15550-RA, Tlei_v1.15557-RA, Tlei_v1.15601-RA, Tlei_v1.15602-RA, Tlei_v1.15604-RA, Tlei_v1.15611-RA, Tlei_v1.15612-RA, Tlei_v1.15793-RA, Tlei_v1.15794-RA, Tlei_v1.15801-RA, Tlei_v1.15803-RA, Tlei_v1.17093-RA, Tlei_v1.18161-RA, Tlei_v1.18163-RA, Tlei_v1.18164-RA, Tlei_v1.18165-RA, Tlei_v1.18166-RA, Tlei_v1.19321-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.21047-RA, Tlei_v1.21050-RA, Tlei_v1.21471-RA, Tlei_v1.21473-RA, Tlei_v1.22185-RA, Tlei_v1.22192-RA, Tlei_v1.22933-RA, Tlei_v1.22941-RA, Tlei_v1.24546-RA, Tlei_v1.25414-RB, Tlei_v1.25417-RA, Tlei_v1.25418-RA, Tlei_v1.25692-RA, Tlei_v1.25693-RA, Tlei_v1.25694-RA, Tlei_v1.25695-RA, Tlei_v1.25699-RA, Tlei_v1.25701-RA, Tlei_v1.25702-RA, Tlei_v1.26724-RA, Tlei_v1.27474-RA, Tlei_v1.27475-RA, Tlei_v1.27476-RA, Tlei_v1.27477-RA, Tlei_v1.28263-RA, Tlei_v1.28866-RA, Tlei_v1.29328-RA, Tlei_v1.29542-RA, Tlei_v1.30132-RA, Tlei_v1.31134-RA
