Category	ID	Term	adj_pval	Orthogroups	Genes
CC	GO:0000796	condensin complex	0.04427	OG0002282	Tlei_v1.07001-RA, Tlei_v1.11118-RA, Tlei_v1.11806-RA
CC	GO:0030140	trans-Golgi network transport vesicle	0.05052	OG0001902, OG0005074	Tfasc_v1.06208-RA, Tfasc_v1.06211-RA, Tlei_v1.01518-RA, Tlei_v1.26683-RA, Tlei_v1.29508-RA
CC	GO:0000333	telomerase catalytic core complex	0.05064	OG0016329	Tlei_v1.21007-RA
CC	GO:0000784	nuclear chromosome, telomeric region	0.05449	OG0001017	Tfasc_v1.23906-RA, Tfasc_v1.23908-RA, Tfasc_v1.23916-RA, Tlei_v1.21025-RA, Tlei_v1.21034-RA, Tlei_v1.21048-RA
CC	GO:0009509	chromoplast	0.0728	OG0004430	Tfasc_v1.00870-RA, Tlei_v1.02785-RA
CC	GO:0005741	mitochondrial outer membrane	0.07628	OG0002942, OG0002566, OG0005568, OG0001157	Tfasc_v1.14257-RA, Tfasc_v1.19161-RA, Tlei_v1.16284-RA, Tlei_v1.16407-RA, Tlei_v1.18688-RA, Tlei_v1.21916-RA, Tlei_v1.30596-RA
CC	GO:0090406	pollen tube	0.07771	OG0004479	Tfasc_v1.22977-RA, Tlei_v1.23786-RA, Tlei_v1.25982-RA
CC	GO:0005750	mitochondrial respiratory chain complex III	0.07771	OG0002741	Tfasc_v1.11705-RA, Tlei_v1.11412-RA, Tlei_v1.11664-RA
CC	GO:0005832	chaperonin-containing T-complex	0.07771	OG0001569	Tfasc_v1.11220-RA, Tlei_v1.12256-RA, Tlei_v1.12261-RA
CC	GO:0005769	early endosome	0.08793	OG0002316, OG0002831	Tfasc_v1.08015-RA, Tfasc_v1.17673-RB, Tlei_v1.02619-RA, Tlei_v1.14237-RA, Tlei_v1.15178-RA
CC	GO:0009654	photosystem II oxygen evolving complex	0.09429	OG0001269	Tfasc_v1.00232-RA, Tlei_v1.06558-RA, Tlei_v1.06761-RA, Tlei_v1.20994-RA, Tlei_v1.25416-RA
CC	GO:0000151	ubiquitin ligase complex	0.10083	OG0000651, OG0016408, OG0002831	Tfasc_v1.04958-RA, Tfasc_v1.04960-RA, Tfasc_v1.04961-RA, Tfasc_v1.11617-RB, Tlei_v1.00086-RA, Tlei_v1.00088-RA, Tlei_v1.00089-RA, Tlei_v1.00090-RA, Tlei_v1.02617-RA, Tlei_v1.02618-RA, Tlei_v1.15176-RA, Tlei_v1.15177-RA, Tlei_v1.29053-RA
CC	GO:0030686	90S preribosome	0.10767	OG0001571	Tfasc_v1.11209-RA, Tfasc_v1.11756-RA, Tfasc_v1.11760-RA, Tlei_v1.11371-RA, Tlei_v1.12276-RA
CC	GO:0033588	Elongator holoenzyme complex	0.11918	OG0003721	Tfasc_v1.30380-RA, Tlei_v1.21018-RA, Tlei_v1.21028-RA
CC	GO:0005736	RNA polymerase I complex	0.11918	OG0002462	Tfasc_v1.13426-RA, Tlei_v1.10852-RA, Tlei_v1.18642-RA
CC	GO:0035145	exon-exon junction complex	0.12086	OG0001756	Tfasc_v1.23853-RA, Tlei_v1.23196-RA
CC	GO:0031307	integral component of mitochondrial outer membrane	0.1561	OG0002566	Tfasc_v1.19161-RA, Tlei_v1.16284-RA
CC	GO:0005665	RNA polymerase II, core complex	0.17967	OG0002462	Tfasc_v1.13426-RA, Tlei_v1.10852-RA, Tlei_v1.18642-RA
CC	GO:0000015	phosphopyruvate hydratase complex	0.19263	OG0001563	Tfasc_v1.02619-RA, Tlei_v1.18038-RA, Tlei_v1.26656-RA
CC	GO:0022626	cytosolic ribosome	0.20582	OG0003269	Tfasc_v1.22611-RA, Tlei_v1.03968-RA, Tlei_v1.19694-RA
CC	GO:0000145	exocyst	0.21363	OG0005547, OG0004764, OG0005586	Tfasc_v1.16841-RA, Tfasc_v1.29190-RA, Tlei_v1.07094-RA, Tlei_v1.10300-RA, Tlei_v1.30762-RA
CC	GO:0016272	prefoldin complex	0.23077	OG0000538	Tfasc_v1.06799-RA, Tlei_v1.14659-RA
CC	GO:0000139	Golgi membrane	0.24363	OG0001045, OG0001632, OG0001780, OG0016252, OG0000776, OG0002849, OG0001824, OG0003989	Tfasc_v1.00127-RA, Tfasc_v1.03827-RA, Tfasc_v1.04191-RA, Tfasc_v1.05661-RA, Tfasc_v1.05953-RA, Tfasc_v1.10857-RA, Tfasc_v1.13207-RA, Tfasc_v1.20753-RA, Tfasc_v1.29622-RA, Tlei_v1.00826-RA, Tlei_v1.01084-RA, Tlei_v1.01087-RA, Tlei_v1.03558-RA, Tlei_v1.07508-RA, Tlei_v1.09158-RA, Tlei_v1.09482-RA, Tlei_v1.10704-RA, Tlei_v1.12672-RA, Tlei_v1.13327-RA, Tlei_v1.15618-RA, Tlei_v1.17534-RA, Tlei_v1.17675-RA, Tlei_v1.18377-RA, Tlei_v1.22779-RA, Tlei_v1.31209-RA
CC	GO:0005768	endosome	0.29471	OG0002316, OG0000711, OG0005003, OG0000914, OG0002831, OG0000471, OG0002849, OG0005074	Tfasc_v1.08015-RA, Tfasc_v1.14108-RA, Tfasc_v1.16738-RA, Tfasc_v1.16740-RA, Tfasc_v1.17673-RB, Tfasc_v1.20815-RA, Tfasc_v1.20817-RA, Tfasc_v1.20819-RA, Tlei_v1.00826-RA, Tlei_v1.02619-RA, Tlei_v1.07392-RA, Tlei_v1.07393-RA, Tlei_v1.10381-RA, Tlei_v1.14237-RA, Tlei_v1.15178-RA, Tlei_v1.18128-RA, Tlei_v1.18130-RA, Tlei_v1.18132-RA, Tlei_v1.18136-RA, Tlei_v1.18142-RA, Tlei_v1.19373-RA, Tlei_v1.24435-RA, Tlei_v1.29508-RA, Tlei_v1.30420-RA
CC	GO:0012505	endomembrane system	0.29941	OG0001045, OG0000884, OG0005074, OG0004892, OG0001632, OG0001780, OG0001734, OG0002459, OG0016252, OG0000927, OG0000288, OG0001902, OG0002442, OG0003989, OG0002316, OG0005568, OG0001824, OG0000776, OG0005104, OG0000711, OG0005003, OG0000914, OG0005547, OG0002831, OG0002710, OG0000283, OG0000217, OG0003329, OG0000740, OG0000471, OG0002661, OG0001353, OG0002366, OG0001562, OG0001051, OG0001157, OG0002849, OG0002811, OG0002805, OG0002127, OG0001442, OG0002022, OG0016431, OG0001052, OG0002406, OG0002576	Tfasc_v1.00127-RA, Tfasc_v1.01761-RB, Tfasc_v1.02325-RA, Tfasc_v1.03340-RA, Tfasc_v1.03827-RA, Tfasc_v1.04191-RA, Tfasc_v1.04223-RA, Tfasc_v1.04864-RA, Tfasc_v1.05661-RA, Tfasc_v1.05680-RA, Tfasc_v1.05953-RA, Tfasc_v1.06052-RA, Tfasc_v1.06208-RA, Tfasc_v1.06211-RA, Tfasc_v1.06756-RA, Tfasc_v1.07625-RA, Tfasc_v1.08015-RA, Tfasc_v1.08455-RA, Tfasc_v1.08692-RA, Tfasc_v1.10857-RA, Tfasc_v1.12878-RA, Tfasc_v1.13207-RA, Tfasc_v1.14108-RA, Tfasc_v1.16738-RA, Tfasc_v1.16740-RA, Tfasc_v1.16841-RA, Tfasc_v1.17673-RB, Tfasc_v1.17710-RA, Tfasc_v1.17844-RA, Tfasc_v1.19933-RA, Tfasc_v1.19951-RA, Tfasc_v1.20196-RA, Tfasc_v1.20203-RA, Tfasc_v1.20205-RA, Tfasc_v1.20214-RA, Tfasc_v1.20753-RA, Tfasc_v1.20815-RA, Tfasc_v1.20817-RA, Tfasc_v1.20819-RA, Tfasc_v1.20946-RA, Tfasc_v1.22711-RA, Tfasc_v1.23103-RA, Tfasc_v1.26998-RA, Tfasc_v1.28599-RA, Tfasc_v1.29490-RA, Tfasc_v1.29622-RA, Tlei_v1.00014-RA, Tlei_v1.00826-RA, Tlei_v1.01084-RA, Tlei_v1.01087-RA, Tlei_v1.01102-RA, Tlei_v1.01438-RA, Tlei_v1.01518-RA, Tlei_v1.02076-RA, Tlei_v1.02325-RA, Tlei_v1.02619-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.03558-RA, Tlei_v1.03679-RA, Tlei_v1.03680-RA, Tlei_v1.04029-RA, Tlei_v1.04788-RA, Tlei_v1.04865-RA, Tlei_v1.05452-RA, Tlei_v1.05455-RA, Tlei_v1.05456-RA, Tlei_v1.05788-RA, Tlei_v1.05983-RA, Tlei_v1.06473-RA, Tlei_v1.07037-RA, Tlei_v1.07195-RA, Tlei_v1.07392-RA, Tlei_v1.07393-RA, Tlei_v1.07508-RA, Tlei_v1.08559-RA, Tlei_v1.08637-RA, Tlei_v1.09158-RA, Tlei_v1.09186-RA, Tlei_v1.09482-RA, Tlei_v1.10260-RA, Tlei_v1.10381-RA, Tlei_v1.10698-RA, Tlei_v1.10699-RA, Tlei_v1.10704-RA, Tlei_v1.11561-RA, Tlei_v1.12260-RA, Tlei_v1.12263-RA, Tlei_v1.12325-RA, Tlei_v1.12538-RA, Tlei_v1.12672-RA, Tlei_v1.12782-RA, Tlei_v1.12783-RA, Tlei_v1.13327-RA, Tlei_v1.13329-RA, Tlei_v1.13330-RA, Tlei_v1.13331-RA, Tlei_v1.13514-RA, Tlei_v1.13735-RA, Tlei_v1.14237-RA, Tlei_v1.14619-RA, Tlei_v1.15064-RA, Tlei_v1.15131-RA, Tlei_v1.15178-RA, Tlei_v1.15181-RA, Tlei_v1.15618-RA, Tlei_v1.15631-RA, Tlei_v1.17534-RA, Tlei_v1.17675-RA, Tlei_v1.17952-RA, Tlei_v1.17968-RA, Tlei_v1.17984-RA, Tlei_v1.17985-RA, Tlei_v1.18128-RA, Tlei_v1.18130-RA, Tlei_v1.18132-RA, Tlei_v1.18133-RA, Tlei_v1.18136-RA, Tlei_v1.18142-RA, Tlei_v1.18144-RA, Tlei_v1.18377-RA, Tlei_v1.18560-RA, Tlei_v1.19373-RA, Tlei_v1.19587-RA, Tlei_v1.19589-RA, Tlei_v1.19592-RA, Tlei_v1.19595-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.21577-RA, Tlei_v1.21807-RA, Tlei_v1.21809-RA, Tlei_v1.21916-RA, Tlei_v1.22779-RA, Tlei_v1.22804-RA, Tlei_v1.23283-RA, Tlei_v1.23681-RA, Tlei_v1.23682-RA, Tlei_v1.23683-RA, Tlei_v1.24435-RA, Tlei_v1.26046-RA, Tlei_v1.26646-RB, Tlei_v1.26683-RA, Tlei_v1.26903-RA, Tlei_v1.27756-RA, Tlei_v1.29080-RA, Tlei_v1.29508-RA, Tlei_v1.30420-RA, Tlei_v1.31209-RA, Tlei_v1.31322-RA
CC	GO:0009368	endopeptidase Clp complex	0.33036	OG0005327	Tfasc_v1.28272-RA, Tlei_v1.29314-RA, Tlei_v1.29316-RA
CC	GO:0030658	transport vesicle membrane	0.3731	OG0001902, OG0002849, OG0002805, OG0003989	Tfasc_v1.06208-RA, Tfasc_v1.06211-RA, Tlei_v1.00826-RA, Tlei_v1.01518-RA, Tlei_v1.02325-RA, Tlei_v1.17675-RA, Tlei_v1.26683-RA
CC	GO:0055038	recycling endosome membrane	0.37361	OG0002849	Tlei_v1.00826-RA
CC	GO:0005667	transcription regulator complex	0.38448	OG0001506, OG0001103, OG0005063, OG0002007	Tfasc_v1.03054-RA, Tfasc_v1.08180-RA, Tfasc_v1.08181-RA, Tfasc_v1.13645-RA, Tfasc_v1.13784-RA, Tfasc_v1.29240-RA, Tlei_v1.03897-RA, Tlei_v1.07907-RA, Tlei_v1.14015-RA, Tlei_v1.14019-RA, Tlei_v1.14022-RA, Tlei_v1.15337-RA, Tlei_v1.18807-RA, Tlei_v1.25871-RA
CC	GO:0005840	ribosome	0.40599	OG0005283, OG0001596, OG0003269	Tfasc_v1.11227-RA, Tfasc_v1.17259-RA, Tfasc_v1.22611-RA, Tlei_v1.03968-RA, Tlei_v1.04889-RA, Tlei_v1.09306-RA, Tlei_v1.12248-RA, Tlei_v1.15437-RA, Tlei_v1.19694-RA, Tlei_v1.22126-RA, Tlei_v1.24567-RA
CC	GO:0031380	nuclear RNA-directed RNA polymerase complex	0.46406	OG0001442	Tlei_v1.24894-RA
CC	GO:0031984	organelle subcompartment	0.46545	OG0016311, OG0016252, OG0002316, OG0005003, OG0000914, OG0002831, OG0000217, OG0000471, OG0003269, OG0001353, OG0001600, OG0002849, OG0002805, OG0003349, OG0001824	Tfasc_v1.02304-RA, Tfasc_v1.05661-RA, Tfasc_v1.08015-RA, Tfasc_v1.16738-RA, Tfasc_v1.16740-RA, Tfasc_v1.17673-RB, Tfasc_v1.19933-RA, Tfasc_v1.20815-RA, Tfasc_v1.20817-RA, Tfasc_v1.20819-RA, Tfasc_v1.22611-RA, Tfasc_v1.22711-RA, Tfasc_v1.26178-RA, Tlei_v1.00826-RA, Tlei_v1.01084-RA, Tlei_v1.01087-RA, Tlei_v1.02325-RA, Tlei_v1.02619-RA, Tlei_v1.03968-RA, Tlei_v1.07213-RA, Tlei_v1.07392-RA, Tlei_v1.07393-RA, Tlei_v1.10381-RA, Tlei_v1.13327-RA, Tlei_v1.14237-RA, Tlei_v1.15178-RA, Tlei_v1.16676-RA, Tlei_v1.18128-RA, Tlei_v1.18130-RA, Tlei_v1.18132-RA, Tlei_v1.18136-RA, Tlei_v1.18142-RA, Tlei_v1.19587-RA, Tlei_v1.19589-RA, Tlei_v1.19592-RA, Tlei_v1.19595-RA, Tlei_v1.19694-RA, Tlei_v1.26921-RA, Tlei_v1.30420-RA
CC	GO:0031201	SNARE complex	0.47617	OG0005074, OG0001562	Tfasc_v1.02325-RA, Tfasc_v1.26998-RA, Tlei_v1.26903-RA, Tlei_v1.29508-RA
CC	GO:0032588	trans-Golgi network membrane	0.49122	OG0002849	Tlei_v1.00826-RA
