Category	ID	Term	adj_pval	Orthogroups	Genes
BP	GO:0007035	vacuolar acidification	0.00191	OG0002114	Tfasc_v1.23939-RA, Tlei_v1.25298-RA, Tlei_v1.25301-RA, Tlei_v1.25303-RA
BP	GO:0032784	regulation of DNA-templated transcription, elongation	0.00192	OG0002251, OG0004148	Tfasc_v1.07665-RA, Tfasc_v1.08070-RA, Tlei_v1.05770-RA, Tlei_v1.05922-RA, Tlei_v1.14169-RA, Tlei_v1.26625-RA
BP	GO:0005978	glycogen biosynthetic process	0.00201	OG0000813	Tfasc_v1.00421-RA, Tfasc_v1.13161-RA, Tlei_v1.03037-RA, Tlei_v1.03079-RA, Tlei_v1.03080-RA, Tlei_v1.10988-RA
BP	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	0.00236	OG0001045, OG0001780	Tfasc_v1.00127-RA, Tfasc_v1.04191-RA, Tfasc_v1.05953-RA, Tfasc_v1.20753-RA, Tfasc_v1.29622-RA, Tlei_v1.03558-RA, Tlei_v1.07508-RA, Tlei_v1.10704-RA, Tlei_v1.15618-RA, Tlei_v1.22779-RA, Tlei_v1.31209-RA
BP	GO:0043248	proteasome assembly	0.00247	OG0000706	Tfasc_v1.10009-RA, Tfasc_v1.24450-RA, Tfasc_v1.24456-RA, Tlei_v1.24666-RA, Tlei_v1.25799-RA, Tlei_v1.25801-RA
BP	GO:0009590	detection of gravity	0.00263	OG0003440	Tfasc_v1.15545-RA, Tlei_v1.22219-RA, Tlei_v1.22226-RA
BP	GO:0006425	glutaminyl-tRNA aminoacylation	0.00263	OG0002273	Tfasc_v1.21875-RA, Tlei_v1.20422-RA, Tlei_v1.31599-RA
BP	GO:1903862	positive regulation of oxidative phosphorylation	0.00263	OG0001933	Tfasc_v1.01133-RA, Tlei_v1.02332-RA, Tlei_v1.18419-RA
BP	GO:1900367	positive regulation of defense response to insect	0.00263	OG0003582	Tfasc_v1.24191-RA, Tlei_v1.25542-RA, Tlei_v1.25543-RA
BP	GO:0060919	auxin influx	0.0028	OG0000965	Tlei_v1.09760-RA, Tlei_v1.19605-RA
BP	GO:0043693	monoterpene biosynthetic process	0.0028	OG0001031	Tfasc_v1.03529-RA, Tlei_v1.09492-RA
BP	GO:0033383	geranyl diphosphate metabolic process	0.0028	OG0001031	Tfasc_v1.03529-RA, Tlei_v1.09492-RA
BP	GO:0048700	acquisition of desiccation tolerance in seed	0.0028	OG0004307	Tfasc_v1.27871-RA, Tlei_v1.30152-RA
BP	GO:0019252	starch biosynthetic process	0.00301	OG0000813, OG0001290	Tfasc_v1.00421-RA, Tfasc_v1.05762-RA, Tfasc_v1.13161-RA, Tlei_v1.01181-RA, Tlei_v1.03037-RA, Tlei_v1.03079-RA, Tlei_v1.03080-RA, Tlei_v1.10988-RA
BP	GO:0048579	negative regulation of long-day photoperiodism, flowering	0.00381	OG0002283	Tfasc_v1.12031-RA, Tlei_v1.05120-RA, Tlei_v1.11121-RA, Tlei_v1.20167-RA
BP	GO:0032515	negative regulation of phosphoprotein phosphatase activity	0.00398	OG0000495	Tfasc_v1.27451-RA, Tfasc_v1.27588-RA, Tfasc_v1.27589-RA, Tlei_v1.29895-RA, Tlei_v1.29896-RA, Tlei_v1.29897-RA, Tlei_v1.29898-RA
BP	GO:0008033	tRNA processing	0.00399	OG0002824, OG0000513, OG0005095, OG0004381, OG0003721, OG0001170	Tfasc_v1.05786-RA, Tfasc_v1.10459-RA, Tfasc_v1.20899-RA, Tfasc_v1.23221-RA, Tfasc_v1.30380-RA, Tlei_v1.01207-RA, Tlei_v1.01211-RA, Tlei_v1.01216-RA, Tlei_v1.09187-RA, Tlei_v1.09188-RA, Tlei_v1.17921-RB, Tlei_v1.18023-RA, Tlei_v1.18027-RB, Tlei_v1.20164-RA, Tlei_v1.21018-RA, Tlei_v1.21028-RA, Tlei_v1.23563-RA, Tlei_v1.23565-RA, Tlei_v1.25043-RA, Tlei_v1.25049-RA, Tlei_v1.25070-RA, Tlei_v1.25071-RA, Tlei_v1.25085-RA, Tlei_v1.25087-RA, Tlei_v1.25817-RA, Tlei_v1.31133-RA
BP	GO:0009625	response to insect	0.00441	OG0003582	Tfasc_v1.24191-RA, Tlei_v1.25542-RA, Tlei_v1.25543-RA
BP	GO:0009266	response to temperature stimulus	0.0052	OG0001585, OG0002508, OG0002283, OG0002001, OG0005571, OG0000210	Tfasc_v1.02852-RA, Tfasc_v1.04852-RA, Tfasc_v1.08011-RA, Tfasc_v1.12031-RA, Tlei_v1.04106-RA, Tlei_v1.04110-RA, Tlei_v1.05120-RA, Tlei_v1.11006-RA, Tlei_v1.11121-RA, Tlei_v1.12787-RA, Tlei_v1.12984-RA, Tlei_v1.14241-RA, Tlei_v1.20167-RA, Tlei_v1.22817-RA, Tlei_v1.26604-RA, Tlei_v1.26610-RA, Tlei_v1.27416-RA
BP	GO:0050821	protein stabilization	0.00603	OG0001017	Tfasc_v1.23906-RA, Tfasc_v1.23908-RA, Tfasc_v1.23916-RA, Tlei_v1.21025-RA, Tlei_v1.21034-RA, Tlei_v1.21048-RA
BP	GO:0007010	cytoskeleton organization	0.00608	OG0002570, OG0001242, OG0016301, OG0001705, OG0000490, OG0000399, OG0000382	Tfasc_v1.06134-RA, Tfasc_v1.13825-RA, Tfasc_v1.23702-RC, Tfasc_v1.24630-RA, Tfasc_v1.24631-RA, Tfasc_v1.25765-RA, Tlei_v1.01677-RA, Tlei_v1.01771-RA, Tlei_v1.01772-RA, Tlei_v1.03674-RA, Tlei_v1.09575-RA, Tlei_v1.11005-RA, Tlei_v1.11011-RA, Tlei_v1.13105-RA, Tlei_v1.16991-RA, Tlei_v1.19119-RA, Tlei_v1.22908-RA, Tlei_v1.22916-RA, Tlei_v1.22921-RA, Tlei_v1.22946-RA, Tlei_v1.22964-RA, Tlei_v1.25998-RA, Tlei_v1.25999-RA, Tlei_v1.31863-RA
MF	GO:0010333	terpene synthase activity	7.7e-22	OG0001031, OG0000311, OG0001737, OG0002678, OG0000621	Tfasc_v1.03529-RA, Tfasc_v1.03531-RA, Tfasc_v1.03532-RA, Tfasc_v1.14013-RA, Tfasc_v1.14017-RA, Tfasc_v1.14019-RA, Tfasc_v1.18911-RA, Tfasc_v1.18915-RA, Tfasc_v1.19024-RA, Tfasc_v1.30113-RA, Tfasc_v1.30114-RA, Tlei_v1.09488-RA, Tlei_v1.09489-RA, Tlei_v1.09492-RA, Tlei_v1.16589-RA, Tlei_v1.16600-RA, Tlei_v1.16608-RA, Tlei_v1.16619-RA, Tlei_v1.16620-RA, Tlei_v1.19275-RA, Tlei_v1.19277-RA, Tlei_v1.19280-RA, Tlei_v1.19283-RA, Tlei_v1.19287-RA, Tlei_v1.19288-RA, Tlei_v1.20803-RA, Tlei_v1.20805-RA, Tlei_v1.20806-RA, Tlei_v1.20807-RA, Tlei_v1.20808-RB, Tlei_v1.30562-RA
MF	GO:0009885	transmembrane histidine kinase cytokinin receptor activity	2.3e-14	OG0000288, OG0000283, OG0001052	Tfasc_v1.06052-RA, Tfasc_v1.17844-RA, Tlei_v1.01438-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.04029-RA, Tlei_v1.05983-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.12538-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.15181-RA, Tlei_v1.18560-RA, Tlei_v1.22804-RA
MF	GO:0043531	ADP binding	8.6e-14	OG0005509, OG0000875, OG0001933, OG0000428, OG0001688, OG0000221, OG0000303, OG0000674, OG0000165, OG0016383, OG0002700, OG0002480, OG0001750, OG0005550, OG0004758	Tfasc_v1.00648-RA, Tfasc_v1.00696-RA, Tfasc_v1.01133-RA, Tfasc_v1.03545-RA, Tfasc_v1.03550-RA, Tfasc_v1.03552-RA, Tfasc_v1.06101-RA, Tfasc_v1.10069-RA, Tfasc_v1.10116-RA, Tfasc_v1.10135-RA, Tfasc_v1.10139-RA, Tfasc_v1.10148-RA, Tfasc_v1.10151-RA, Tfasc_v1.10229-RA, Tfasc_v1.10244-RA, Tfasc_v1.10635-RA, Tfasc_v1.10637-RA, Tfasc_v1.10649-RB, Tfasc_v1.10652-RA, Tfasc_v1.10655-RA, Tfasc_v1.10688-RA, Tfasc_v1.10963-RA, Tfasc_v1.10965-RA, Tfasc_v1.10970-RA, Tfasc_v1.10971-RA, Tfasc_v1.10972-RA, Tfasc_v1.10975-RA, Tfasc_v1.13394-RA, Tfasc_v1.17095-RA, Tfasc_v1.25685-RA, Tlei_v1.02332-RA, Tlei_v1.03033-RA, Tlei_v1.03070-RB, Tlei_v1.03078-RA, Tlei_v1.03083-RB, Tlei_v1.03105-RA, Tlei_v1.03141-RA, Tlei_v1.03146-RA, Tlei_v1.03232-RA, Tlei_v1.03235-RA, Tlei_v1.07962-RA, Tlei_v1.07977-RA, Tlei_v1.07982-RA, Tlei_v1.09512-RA, Tlei_v1.09517-RA, Tlei_v1.09518-RA, Tlei_v1.09527-RA, Tlei_v1.09536-RA, Tlei_v1.09537-RA, Tlei_v1.09538-RA, Tlei_v1.09620-RA, Tlei_v1.11488-RB, Tlei_v1.12285-RA, Tlei_v1.12534-RA, Tlei_v1.12539-RA, Tlei_v1.12541-RB, Tlei_v1.12542-RA, Tlei_v1.12544-RA, Tlei_v1.12545-RA, Tlei_v1.12546-RA, Tlei_v1.12549-RA, Tlei_v1.16233-RA, Tlei_v1.18419-RA, Tlei_v1.18542-RA, Tlei_v1.18544-RA, Tlei_v1.18547-RA, Tlei_v1.24735-RA, Tlei_v1.24736-RA, Tlei_v1.24742-RA, Tlei_v1.24748-RA, Tlei_v1.24794-RA, Tlei_v1.24796-RA, Tlei_v1.24799-RA, Tlei_v1.24813-RA, Tlei_v1.24819-RA, Tlei_v1.24824-RA, Tlei_v1.24828-RA, Tlei_v1.24837-RA, Tlei_v1.24840-RA, Tlei_v1.24846-RA, Tlei_v1.24848-RA, Tlei_v1.24850-RA, Tlei_v1.24864-RA, Tlei_v1.24865-RA, Tlei_v1.24871-RA, Tlei_v1.24881-RA, Tlei_v1.24882-RA, Tlei_v1.24928-RA, Tlei_v1.25253-RA, Tlei_v1.25257-RA, Tlei_v1.25262-RA, Tlei_v1.25264-RA, Tlei_v1.25274-RA, Tlei_v1.25280-RA
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	2.5e-12	OG0000821, OG0001770, OG0005525, OG0002442, OG0001055, OG0004726, OG0001666, OG0000786, OG0002127, OG0004903, OG0002022, OG0002562, OG0002170, OG0002117, OG0000433	Tfasc_v1.01714-RA, Tfasc_v1.05450-RA, Tfasc_v1.06234-RA, Tfasc_v1.06756-RA, Tfasc_v1.07000-RA, Tfasc_v1.07003-RA, Tfasc_v1.07007-RA, Tfasc_v1.07605-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.12070-RA, Tfasc_v1.16472-RA, Tfasc_v1.18473-RA, Tfasc_v1.22355-RA, Tfasc_v1.23675-RA, Tfasc_v1.23679-RA, Tfasc_v1.23918-RA, Tfasc_v1.23920-RA, Tfasc_v1.24056-RA, Tfasc_v1.24347-RA, Tfasc_v1.24351-RA, Tfasc_v1.24352-RA, Tlei_v1.00874-RA, Tlei_v1.00876-RA, Tlei_v1.00878-RA, Tlei_v1.00879-RA, Tlei_v1.01541-RA, Tlei_v1.01542-RA, Tlei_v1.01543-RA, Tlei_v1.07037-RA, Tlei_v1.07038-RA, Tlei_v1.07039-RA, Tlei_v1.11069-RA, Tlei_v1.11071-RA, Tlei_v1.11072-RA, Tlei_v1.11073-RA, Tlei_v1.11074-RA, Tlei_v1.11078-RA, Tlei_v1.12325-RA, Tlei_v1.14619-RA, Tlei_v1.14834-RA, Tlei_v1.14842-RA, Tlei_v1.15601-RA, Tlei_v1.15602-RA, Tlei_v1.15604-RA, Tlei_v1.15611-RA, Tlei_v1.15612-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.21047-RA, Tlei_v1.21050-RA, Tlei_v1.22933-RA, Tlei_v1.22941-RA, Tlei_v1.25414-RB, Tlei_v1.25417-RA, Tlei_v1.25418-RA, Tlei_v1.25692-RA, Tlei_v1.25693-RA, Tlei_v1.25694-RA, Tlei_v1.25695-RA, Tlei_v1.25699-RA, Tlei_v1.25701-RA, Tlei_v1.25702-RA, Tlei_v1.27474-RA, Tlei_v1.27475-RA, Tlei_v1.27476-RA, Tlei_v1.27477-RA
MF	GO:0020037	heme binding	2.4e-11	OG0000821, OG0016311, OG0001770, OG0005525, OG0001055, OG0004726, OG0001666, OG0000518, OG0000786, OG0002057, OG0003438, OG0002127, OG0004903, OG0002324, OG0002022, OG0002562, OG0002170, OG0002117, OG0000433	Tfasc_v1.01714-RA, Tfasc_v1.02304-RA, Tfasc_v1.05450-RA, Tfasc_v1.06234-RA, Tfasc_v1.07000-RA, Tfasc_v1.07003-RA, Tfasc_v1.07007-RA, Tfasc_v1.07605-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.08194-RA, Tfasc_v1.12070-RA, Tfasc_v1.14855-RA, Tfasc_v1.15572-RA, Tfasc_v1.16472-RA, Tfasc_v1.18473-RA, Tfasc_v1.19450-RA, Tfasc_v1.22355-RA, Tfasc_v1.23675-RA, Tfasc_v1.23679-RA, Tfasc_v1.23918-RA, Tfasc_v1.23920-RA, Tfasc_v1.24056-RA, Tfasc_v1.24347-RA, Tfasc_v1.24351-RA, Tfasc_v1.24352-RA, Tlei_v1.00622-RA, Tlei_v1.00874-RA, Tlei_v1.00876-RA, Tlei_v1.00878-RA, Tlei_v1.00879-RA, Tlei_v1.01541-RA, Tlei_v1.01542-RA, Tlei_v1.01543-RA, Tlei_v1.06508-RA, Tlei_v1.06509-RA, Tlei_v1.07037-RA, Tlei_v1.07038-RA, Tlei_v1.07039-RA, Tlei_v1.11069-RA, Tlei_v1.11071-RA, Tlei_v1.11072-RA, Tlei_v1.11073-RA, Tlei_v1.11074-RA, Tlei_v1.11078-RA, Tlei_v1.13990-RA, Tlei_v1.14834-RA, Tlei_v1.14842-RA, Tlei_v1.15601-RA, Tlei_v1.15602-RA, Tlei_v1.15604-RA, Tlei_v1.15611-RA, Tlei_v1.15612-RA, Tlei_v1.16676-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.21047-RA, Tlei_v1.21050-RA, Tlei_v1.21592-RA, Tlei_v1.22235-RA, Tlei_v1.22933-RA, Tlei_v1.22941-RA, Tlei_v1.24196-RA, Tlei_v1.25414-RB, Tlei_v1.25417-RA, Tlei_v1.25418-RA, Tlei_v1.25692-RA, Tlei_v1.25693-RA, Tlei_v1.25694-RA, Tlei_v1.25695-RA, Tlei_v1.25699-RA, Tlei_v1.25701-RA, Tlei_v1.25702-RA, Tlei_v1.26921-RA, Tlei_v1.27474-RA, Tlei_v1.27475-RA, Tlei_v1.27476-RA, Tlei_v1.27477-RA, Tlei_v1.29370-RA
MF	GO:0005506	iron ion binding	1.2e-10	OG0000821, OG0001770, OG0005525, OG0002442, OG0001055, OG0004726, OG0001666, OG0004079, OG0000786, OG0002127, OG0004903, OG0002022, OG0002562, OG0002170, OG0002117, OG0000433	Tfasc_v1.01714-RA, Tfasc_v1.05450-RA, Tfasc_v1.06234-RA, Tfasc_v1.06756-RA, Tfasc_v1.07000-RA, Tfasc_v1.07003-RA, Tfasc_v1.07007-RA, Tfasc_v1.07605-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.11846-RA, Tfasc_v1.12070-RA, Tfasc_v1.16472-RA, Tfasc_v1.18473-RA, Tfasc_v1.22355-RA, Tfasc_v1.23675-RA, Tfasc_v1.23679-RA, Tfasc_v1.23918-RA, Tfasc_v1.23920-RA, Tfasc_v1.24056-RA, Tfasc_v1.24347-RA, Tfasc_v1.24351-RA, Tfasc_v1.24352-RA, Tlei_v1.00874-RA, Tlei_v1.00876-RA, Tlei_v1.00878-RA, Tlei_v1.00879-RA, Tlei_v1.01541-RA, Tlei_v1.01542-RA, Tlei_v1.01543-RA, Tlei_v1.07037-RA, Tlei_v1.07038-RA, Tlei_v1.07039-RA, Tlei_v1.11069-RA, Tlei_v1.11071-RA, Tlei_v1.11072-RA, Tlei_v1.11073-RA, Tlei_v1.11074-RA, Tlei_v1.11078-RA, Tlei_v1.11315-RA, Tlei_v1.12325-RA, Tlei_v1.14619-RA, Tlei_v1.14834-RA, Tlei_v1.14842-RA, Tlei_v1.15601-RA, Tlei_v1.15602-RA, Tlei_v1.15604-RA, Tlei_v1.15611-RA, Tlei_v1.15612-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.21047-RA, Tlei_v1.21050-RA, Tlei_v1.22933-RA, Tlei_v1.22941-RA, Tlei_v1.25414-RB, Tlei_v1.25417-RA, Tlei_v1.25418-RA, Tlei_v1.25692-RA, Tlei_v1.25693-RA, Tlei_v1.25694-RA, Tlei_v1.25695-RA, Tlei_v1.25699-RA, Tlei_v1.25701-RA, Tlei_v1.25702-RA, Tlei_v1.27474-RA, Tlei_v1.27475-RA, Tlei_v1.27476-RA, Tlei_v1.27477-RA
MF	GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism	5.7e-10	OG0000193	Tfasc_v1.01163-RA, Tfasc_v1.04839-RA, Tfasc_v1.05323-RA, Tfasc_v1.08203-RA, Tfasc_v1.18908-RA, Tfasc_v1.25293-RA, Tfasc_v1.25296-RA, Tfasc_v1.26778-RA, Tlei_v1.02300-RA, Tlei_v1.08032-RA, Tlei_v1.13979-RA, Tlei_v1.14521-RA, Tlei_v1.16674-RA, Tlei_v1.28419-RA, Tlei_v1.31586-RA
MF	GO:0043424	protein histidine kinase binding	8.9e-10	OG0000288, OG0000283, OG0001052	Tfasc_v1.06052-RA, Tfasc_v1.17844-RA, Tlei_v1.01438-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.04029-RA, Tlei_v1.05983-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.12538-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.15181-RA, Tlei_v1.18560-RA, Tlei_v1.22804-RA
MF	GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	1.2e-09	OG0000320	Tfasc_v1.13263-RA, Tfasc_v1.15241-RA, Tfasc_v1.15247-RA, Tfasc_v1.17763-RA, Tfasc_v1.22374-RA, Tlei_v1.04745-RA, Tlei_v1.18427-RA, Tlei_v1.19912-RA, Tlei_v1.21987-RA
MF	GO:0019955	cytokine binding	2e-09	OG0000288, OG0001052	Tfasc_v1.06052-RA, Tlei_v1.01438-RA, Tlei_v1.02623-RA, Tlei_v1.02849-RA, Tlei_v1.06473-RA, Tlei_v1.07195-RA, Tlei_v1.12538-RA, Tlei_v1.13514-RA, Tlei_v1.15064-RA, Tlei_v1.22804-RA
MF	GO:0004497	monooxygenase activity	4.7e-09	OG0001770, OG0005525, OG0002442, OG0004726, OG0001666, OG0000786, OG0002127, OG0002022, OG0002562, OG0002170, OG0002117, OG0000433	Tfasc_v1.05450-RA, Tfasc_v1.06234-RA, Tfasc_v1.06756-RA, Tfasc_v1.07605-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.12070-RA, Tfasc_v1.16472-RA, Tfasc_v1.22355-RA, Tfasc_v1.23675-RA, Tfasc_v1.23679-RA, Tfasc_v1.23918-RA, Tfasc_v1.23920-RA, Tfasc_v1.24056-RA, Tfasc_v1.24347-RA, Tfasc_v1.24351-RA, Tfasc_v1.24352-RA, Tlei_v1.00874-RA, Tlei_v1.00876-RA, Tlei_v1.00878-RA, Tlei_v1.00879-RA, Tlei_v1.01541-RA, Tlei_v1.01542-RA, Tlei_v1.01543-RA, Tlei_v1.07037-RA, Tlei_v1.07038-RA, Tlei_v1.07039-RA, Tlei_v1.11072-RA, Tlei_v1.12325-RA, Tlei_v1.14619-RA, Tlei_v1.15601-RA, Tlei_v1.15602-RA, Tlei_v1.15604-RA, Tlei_v1.15611-RA, Tlei_v1.15612-RA, Tlei_v1.19929-RA, Tlei_v1.19930-RA, Tlei_v1.22933-RA, Tlei_v1.22941-RA, Tlei_v1.25414-RB, Tlei_v1.25417-RA, Tlei_v1.25418-RA, Tlei_v1.25692-RA, Tlei_v1.25693-RA, Tlei_v1.25694-RA, Tlei_v1.25695-RA, Tlei_v1.25699-RA, Tlei_v1.25701-RA, Tlei_v1.25702-RA
MF	GO:0004190	aspartic-type endopeptidase activity	8.3e-09	OG0000725, OG0016254, OG0001287, OG0005569, OG0000961, OG0002659, OG0005533, OG0002556, OG0002282	Tfasc_v1.01465-RA, Tfasc_v1.01466-RA, Tfasc_v1.05769-RA, Tfasc_v1.05874-RA, Tfasc_v1.05882-RA, Tfasc_v1.08615-RA, Tfasc_v1.08616-RA, Tfasc_v1.09061-RA, Tfasc_v1.10018-RA, Tfasc_v1.10019-RA, Tfasc_v1.26080-RA, Tfasc_v1.30565-RA, Tfasc_v1.30566-RA, Tlei_v1.01064-RA, Tlei_v1.01183-RA, Tlei_v1.01279-RA, Tlei_v1.01998-RA, Tlei_v1.01999-RA, Tlei_v1.02000-RA, Tlei_v1.02002-RA, Tlei_v1.11806-RA, Tlei_v1.12971-RA, Tlei_v1.12972-RA, Tlei_v1.13401-RA, Tlei_v1.13402-RA, Tlei_v1.14018-RA, Tlei_v1.18092-RA, Tlei_v1.21161-RA, Tlei_v1.21162-RA, Tlei_v1.24688-RA, Tlei_v1.27801-RA, Tlei_v1.27802-RA, Tlei_v1.27803-RA
