Category	ID	Term	adj_pval	Orthogroups	Genes
BP	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.02149	OG0019275, OG0003427, OG0011865, OG0011859, OG0008946, OG0009117	Tfasc_v1.11464, Tfasc_v1.15239, Tfasc_v1.15245, Tfasc_v1.23360, Tfasc_v1.23374, Tfasc_v1.24329, Tfasc_v1.29678
BP	GO:1900865	chloroplast RNA modification	0.02276	OG0011419, OG0007402, OG0009635, OG0009569	Tfasc_v1.17257, Tfasc_v1.22526, Tfasc_v1.24960, Tfasc_v1.25081
BP	GO:0015689	molybdate ion transport	0.02276	OG0018940, OG0018941, OG0004419	Tfasc_v1.08232, Tfasc_v1.08233, Tfasc_v1.21495, Tfasc_v1.21503
BP	GO:0031119	tRNA pseudouridine synthesis	0.02276	OG0012616, OG0012378, OG0007387, OG0009545	Tfasc_v1.01907, Tfasc_v1.06798, Tfasc_v1.22567, Tfasc_v1.25136
BP	GO:0009116	nucleoside metabolic process	0.0243	OG0001158, OG0001107, OG0003987, OG0018009, OG0008071, OG0003422, OG0014913, OG0003618, OG0002446, OG0011592, OG0008954, OG0000826	Tfasc_v1.05229, Tfasc_v1.06581, Tfasc_v1.07641, Tfasc_v1.09349, Tfasc_v1.15150, Tfasc_v1.15189, Tfasc_v1.15743, Tfasc_v1.16491, Tfasc_v1.18838, Tfasc_v1.22900, Tfasc_v1.24346, Tfasc_v1.29548, Tfasc_v1.29555, Tfasc_v1.29567
BP	GO:0071712	ER-associated misfolded protein catabolic process	0.02669	OG0015193, OG0001167, OG0002253, OG0002661	Tfasc_v1.07365, Tfasc_v1.07366, Tfasc_v1.07367, Tfasc_v1.07607, Tfasc_v1.07612, Tfasc_v1.20946
BP	GO:0051252	regulation of RNA metabolic process	0.02716	OG0017226, OG0011614, OG0018348, OG0001606, OG0016221, OG0016220, OG0003151, OG0006456, OG0003065, OG0006540, OG0016748, OG0018411, OG0016235, OG0011024, OG0014715, OG0000210, OG0001132, OG0012566, OG0012572, OG0013279, OG0013295, OG0015399, OG0013363, OG0015877, OG0009832, OG0001506, OG0003818, OG0014014, OG0004885, OG0013654, OG0013671, OG0017025, OG0009900, OG0009513, OG0014647, OG0000463, OG0013905, OG0016118, OG0008613, OG0008513, OG0008668, OG0001446, OG0008710, OG0008723, OG0002109, OG0008728, OG0012512, OG0012496, OG0018434, OG0012428, OG0018439, OG0016239, OG0018471, OG0006390, OG0006322, OG0003005, OG0006248, OG0006224, OG0018514, OG0017478, OG0004818, OG0012294, OG0012818, OG0013155, OG0010472, OG0010414, OG0010369, OG0019126, OG0015488, OG0004149, OG0011051, OG0003199, OG0002580, OG0007086, OG0007114, OG0007189, OG0007234, OG0019000, OG0012890, OG0008410, OG0008405, OG0008279, OG0008241, OG0008174, OG0018085, OG0001498, OG0010989, OG0010962, OG0010862, OG0005179, OG0019283, OG0015975, OG0013481, OG0019293, OG0003641, OG0011775, OG0011815, OG0002688, OG0002670, OG0013031, OG0005708, OG0005819, OG0005769, OG0005750, OG0005897, OG0006050, OG0004743, OG0014996, OG0008023, OG0008095, OG0008112, OG0008115, OG0014658, OG0001412, OG0012150, OG0009669, OG0009685, OG0009768, OG0009766, OG0002764, OG0017571, OG0014477, OG0010155, OG0010162, OG0014194, OG0014872, OG0015865, OG0014346, OG0002644, OG0019366, OG0011316, OG0011359, OG0013733, OG0004158, OG0005121, OG0014555, OG0014559, OG0014601, OG0014790, OG0011153, OG0011164, OG0011222, OG0019511, OG0015242, OG0014102, OG0019521, OG0016438, OG0007675, OG0007694, OG0016812, OG0007888, OG0015644, OG0012081, OG0005531, OG0014653, OG0012799, OG0007541, OG0007450, OG0005486, OG0007416, OG0007318, OG0018723, OG0002368, OG0018731, OG0011452, OG0000602, OG0002396, OG0011865, OG0012987, OG0005065, OG0008757, OG0016893, OG0008809, OG0008851, OG0008878, OG0018115, OG0018127, OG0003762, OG0009547, OG0009465, OG0018257, OG0002637, OG0018270, OG0014243, OG0015431, OG0015436, OG0015420, OG0015633, OG0009995, OG0010024, OG0010026, OG0010082, OG0018638, OG0015729, OG0014324, OG0012750, OG0007002, OG0001982, OG0006943, OG0006939, OG0006913, OG0006867, OG0006759, OG0004834, OG0013188, OG0010567, OG0013221, OG0005503, OG0009216, OG0009317, OG0002161, OG0009383, OG0018883, OG0018887, OG0002510, OG0013448, OG0016026	Tfasc_v1.00120, Tfasc_v1.00121, Tfasc_v1.00160, Tfasc_v1.00248, Tfasc_v1.00562, Tfasc_v1.00563, Tfasc_v1.00567, Tfasc_v1.01160, Tfasc_v1.01174, Tfasc_v1.01333, Tfasc_v1.01338, Tfasc_v1.01431, Tfasc_v1.01521, Tfasc_v1.01633, Tfasc_v1.01670, Tfasc_v1.01780, Tfasc_v1.01781, Tfasc_v1.01804, Tfasc_v1.01822, Tfasc_v1.02095, Tfasc_v1.02162, Tfasc_v1.02221, Tfasc_v1.02532, Tfasc_v1.02611, Tfasc_v1.02998, Tfasc_v1.03054, Tfasc_v1.03055, Tfasc_v1.03095, Tfasc_v1.03242, Tfasc_v1.03293, Tfasc_v1.03324, Tfasc_v1.03416, Tfasc_v1.03423, Tfasc_v1.03496, Tfasc_v1.03880, Tfasc_v1.03889, Tfasc_v1.04134, Tfasc_v1.04429, Tfasc_v1.04443, Tfasc_v1.04631, Tfasc_v1.04716, Tfasc_v1.04768, Tfasc_v1.04787, Tfasc_v1.04804, Tfasc_v1.04805, Tfasc_v1.04813, Tfasc_v1.04921, Tfasc_v1.04959, Tfasc_v1.05055, Tfasc_v1.05123, Tfasc_v1.05136, Tfasc_v1.05137, Tfasc_v1.05606, Tfasc_v1.05647, Tfasc_v1.05889, Tfasc_v1.05991, Tfasc_v1.06023, Tfasc_v1.06147, Tfasc_v1.06276, Tfasc_v1.06460, Tfasc_v1.06536, Tfasc_v1.06644, Tfasc_v1.06953, Tfasc_v1.07544, Tfasc_v1.07636, Tfasc_v1.07723, Tfasc_v1.07846, Tfasc_v1.07897, Tfasc_v1.07898, Tfasc_v1.08060, Tfasc_v1.08107, Tfasc_v1.08675, Tfasc_v1.08737, Tfasc_v1.08766, Tfasc_v1.08834, Tfasc_v1.08970, Tfasc_v1.09060, Tfasc_v1.09160, Tfasc_v1.09257, Tfasc_v1.09333, Tfasc_v1.09340, Tfasc_v1.09606, Tfasc_v1.09658, Tfasc_v1.09806, Tfasc_v1.10167, Tfasc_v1.10617, Tfasc_v1.10797, Tfasc_v1.10801, Tfasc_v1.10868, Tfasc_v1.11053, Tfasc_v1.11240, Tfasc_v1.11246, Tfasc_v1.11589, Tfasc_v1.11596, Tfasc_v1.11681, Tfasc_v1.11853, Tfasc_v1.12326, Tfasc_v1.12384, Tfasc_v1.12498, Tfasc_v1.13062, Tfasc_v1.13102, Tfasc_v1.13168, Tfasc_v1.13802, Tfasc_v1.13942, Tfasc_v1.14053, Tfasc_v1.14099, Tfasc_v1.14211, Tfasc_v1.14487, Tfasc_v1.14681, Tfasc_v1.14787, Tfasc_v1.15062, Tfasc_v1.15193, Tfasc_v1.15225, Tfasc_v1.15235, Tfasc_v1.15500, Tfasc_v1.15577, Tfasc_v1.15939, Tfasc_v1.16104, Tfasc_v1.16136, Tfasc_v1.16271, Tfasc_v1.16277, Tfasc_v1.17110, Tfasc_v1.17365, Tfasc_v1.17422, Tfasc_v1.17549, Tfasc_v1.17559, Tfasc_v1.17753, Tfasc_v1.17818, Tfasc_v1.17934, Tfasc_v1.18166, Tfasc_v1.18211, Tfasc_v1.18214, Tfasc_v1.18235, Tfasc_v1.18319, Tfasc_v1.18507, Tfasc_v1.18593, Tfasc_v1.18639, Tfasc_v1.18644, Tfasc_v1.18646, Tfasc_v1.18788, Tfasc_v1.18798, Tfasc_v1.19370, Tfasc_v1.19388, Tfasc_v1.19527, Tfasc_v1.19587, Tfasc_v1.19681, Tfasc_v1.19725, Tfasc_v1.19726, Tfasc_v1.19729, Tfasc_v1.20067, Tfasc_v1.20105, Tfasc_v1.20396, Tfasc_v1.20517, Tfasc_v1.20980, Tfasc_v1.21467, Tfasc_v1.21518, Tfasc_v1.21903, Tfasc_v1.21919, Tfasc_v1.22243, Tfasc_v1.22432, Tfasc_v1.22490, Tfasc_v1.22491, Tfasc_v1.22676, Tfasc_v1.22964, Tfasc_v1.23001, Tfasc_v1.23015, Tfasc_v1.23115, Tfasc_v1.23165, Tfasc_v1.23200, Tfasc_v1.23335, Tfasc_v1.23360, Tfasc_v1.23595, Tfasc_v1.23793, Tfasc_v1.23857, Tfasc_v1.23974, Tfasc_v1.24001, Tfasc_v1.24082, Tfasc_v1.24167, Tfasc_v1.24218, Tfasc_v1.24317, Tfasc_v1.24522, Tfasc_v1.24964, Tfasc_v1.25011, Tfasc_v1.25128, Tfasc_v1.25375, Tfasc_v1.25402, Tfasc_v1.25559, Tfasc_v1.25607, Tfasc_v1.25796, Tfasc_v1.25928, Tfasc_v1.25934, Tfasc_v1.25950, Tfasc_v1.26097, Tfasc_v1.26595, Tfasc_v1.26654, Tfasc_v1.26656, Tfasc_v1.26791, Tfasc_v1.26823, Tfasc_v1.26910, Tfasc_v1.27105, Tfasc_v1.27117, Tfasc_v1.27174, Tfasc_v1.27377, Tfasc_v1.27553, Tfasc_v1.27579, Tfasc_v1.27637, Tfasc_v1.27753, Tfasc_v1.27932, Tfasc_v1.28152, Tfasc_v1.28155, Tfasc_v1.28405, Tfasc_v1.28825, Tfasc_v1.29182, Tfasc_v1.29342, Tfasc_v1.29416, Tfasc_v1.29977, Tfasc_v1.30017, Tfasc_v1.30136, Tfasc_v1.30164, Tfasc_v1.30235, Tfasc_v1.30517, Tfasc_v1.30558, Tfasc_v1.30699
BP	GO:0009086	methionine biosynthetic process	0.02973	OG0000589, OG0004902, OG0001751, OG0015434, OG0009382	Tfasc_v1.04346, Tfasc_v1.07537, Tfasc_v1.11836, Tfasc_v1.13365, Tfasc_v1.13368, Tfasc_v1.13369, Tfasc_v1.13370, Tfasc_v1.18472, Tfasc_v1.25936, Tfasc_v1.30134
BP	GO:0045292	mRNA cis splicing, via spliceosome	0.03119	OG0018348, OG0015370, OG0001115, OG0001686, OG0004158, OG0006967, OG0006759, OG0016026	Tfasc_v1.00160, Tfasc_v1.02310, Tfasc_v1.07551, Tfasc_v1.07572, Tfasc_v1.11647, Tfasc_v1.11649, Tfasc_v1.18593, Tfasc_v1.27498, Tfasc_v1.27932, Tfasc_v1.30699
BP	GO:0030968	endoplasmic reticulum unfolded protein response	0.03165	OG0000429, OG0001376, OG0009745, OG0003329, OG0002397, OG0000765, OG0016020	Tfasc_v1.03383, Tfasc_v1.11052, Tfasc_v1.16242, Tfasc_v1.19951, Tfasc_v1.23327, Tfasc_v1.28831, Tfasc_v1.29087, Tfasc_v1.29089, Tfasc_v1.29892
BP	GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	0.03207	OG0015370, OG0005769, OG0004745, OG0005095, OG0006967	Tfasc_v1.02310, Tfasc_v1.14053, Tfasc_v1.14686, Tfasc_v1.20899, Tfasc_v1.27498
BP	GO:2000030	regulation of response to red or far red light	0.03209	OG0005044, OG0008613, OG0003031, OG0005273, OG0011173	Tfasc_v1.03787, Tfasc_v1.04443, Tfasc_v1.05814, Tfasc_v1.13386, Tfasc_v1.13389, Tfasc_v1.19408
BP	GO:0009648	photoperiodism	0.0321	OG0010414, OG0008174, OG0013481, OG0004964, OG0004843, OG0018270, OG0006967	Tfasc_v1.07723, Tfasc_v1.09806, Tfasc_v1.11681, Tfasc_v1.12192, Tfasc_v1.12202, Tfasc_v1.25589, Tfasc_v1.25591, Tfasc_v1.25607, Tfasc_v1.27498
BP	GO:0071446	cellular response to salicylic acid stimulus	0.0321	OG0013630, OG0008241, OG0014115, OG0016052, OG0014770	Tfasc_v1.03211, Tfasc_v1.09658, Tfasc_v1.09833, Tfasc_v1.13158, Tfasc_v1.21890
BP	GO:0006850	mitochondrial pyruvate transmembrane transport	0.03212	OG0001160	Tfasc_v1.00982, Tfasc_v1.06616
BP	GO:0006808	regulation of nitrogen utilization	0.03212	OG0006694, OG0008745	Tfasc_v1.01627, Tfasc_v1.23945
BP	GO:1903259	exon-exon junction complex disassembly	0.03212	OG0015416, OG0001756	Tfasc_v1.23852, Tfasc_v1.23853
BP	GO:0062055	photosynthetic state transition	0.03212	OG0002354	Tfasc_v1.26057, Tfasc_v1.26059
BP	GO:0009854	oxidative photosynthetic carbon pathway	0.03212	OG0001460, OG0011477	Tfasc_v1.12870, Tfasc_v1.23127
BP	GO:0006024	glycosaminoglycan biosynthetic process	0.03212	OG0000976	Tfasc_v1.04684, Tfasc_v1.23212
BP	GO:0000738	DNA catabolic process, exonucleolytic	0.03212	OG0008005, OG0006935	Tfasc_v1.15027, Tfasc_v1.27595
BP	GO:0045604	regulation of epidermal cell differentiation	0.03212	OG0012822, OG0002510	Tfasc_v1.06933, Tfasc_v1.30517
BP	GO:0044211	CTP salvage	0.03212	OG0008071, OG0003422	Tfasc_v1.15150, Tfasc_v1.15189
BP	GO:0044206	UMP salvage	0.03212	OG0008071, OG0003422	Tfasc_v1.15150, Tfasc_v1.15189
BP	GO:0016124	xanthophyll catabolic process	0.03212	OG0015238, OG0019528	Tfasc_v1.19808, Tfasc_v1.19810
BP	GO:0006428	isoleucyl-tRNA aminoacylation	0.03212	OG0014787, OG0013703	Tfasc_v1.18802, Tfasc_v1.26277
BP	GO:0010028	xanthophyll cycle	0.03212	OG0012057, OG0013427	Tfasc_v1.21543, Tfasc_v1.30597
BP	GO:0000050	urea cycle	0.03212	OG0013674, OG0003290	Tfasc_v1.03319, Tfasc_v1.22396
BP	GO:1901000	regulation of response to salt stress	0.03212	OG0003543, OG0017487, OG0011505, OG0011502, OG0015590	Tfasc_v1.00158, Tfasc_v1.06128, Tfasc_v1.23082, Tfasc_v1.23088, Tfasc_v1.28328
BP	GO:0010496	intercellular transport	0.03213	OG0018829, OG0007325, OG0006757	Tfasc_v1.02588, Tfasc_v1.22664, Tfasc_v1.27936
BP	GO:0006825	copper ion transport	0.03214	OG0002317, OG0014234, OG0010021	Tfasc_v1.07987, Tfasc_v1.25776, Tfasc_v1.26644
BP	GO:0009056	catabolic process	0.03216	OG0001293, OG0011632, OG0011719, OG0011282, OG0011967, OG0006448, OG0001933, OG0006456, OG0000265, OG0006489, OG0001414, OG0006573, OG0006595, OG0000316, OG0014720, OG0013782, OG0004920, OG0012563, OG0012660, OG0013294, OG0004645, OG0013333, OG0001563, OG0015607, OG0014706, OG0003818, OG0009799, OG0014018, OG0013674, OG0000429, OG0001513, OG0013585, OG0002423, OG0003533, OG0003531, OG0008625, OG0008574, OG0008694, OG0008704, OG0008702, OG0008711, OG0008716, OG0003549, OG0014110, OG0013817, OG0000491, OG0006284, OG0006291, OG0006256, OG0006227, OG0006188, OG0006156, OG0015561, OG0015538, OG0014093, OG0004484, OG0012292, OG0019070, OG0012382, OG0000555, OG0014264, OG0015193, OG0001167, OG0014903, OG0002521, OG0002522, OG0002253, OG0010418, OG0011129, OG0011088, OG0011069, OG0000518, OG0005569, OG0018968, OG0018971, OG0007092, OG0007109, OG0003233, OG0018009, OG0008265, OG0005111, OG0001132, OG0004098, OG0001376, OG0016398, OG0016408, OG0010800, OG0010694, OG0013922, OG0001325, OG0004333, OG0011748, OG0004337, OG0019417, OG0000063, OG0001104, OG0013100, OG0013097, OG0000107, OG0010335, OG0000320, OG0009075, OG0005724, OG0005798, OG0005749, OG0002945, OG0005960, OG0004459, OG0005985, OG0006007, OG0001499, OG0007971, OG0008005, OG0008046, OG0008070, OG0008088, OG0003422, OG0008132, OG0003438, OG0014913, OG0017289, OG0013875, OG0004331, OG0012126, OG0009685, OG0009745, OG0018675, OG0015341, OG0005347, OG0011732, OG0001147, OG0014279, OG0005234, OG0000200, OG0011400, OG0019353, OG0014339, OG0011342, OG0014573, OG0014577, OG0014582, OG0014587, OG0004182, OG0011229, OG0015239, OG0015238, OG0019528, OG0007594, OG0019562, OG0007775, OG0007811, OG0007824, OG0007866, OG0007888, OG0002275, OG0002661, OG0012265, OG0000801, OG0001553, OG0012006, OG0014757, OG0007417, OG0007396, OG0007318, OG0007311, OG0011518, OG0011493, OG0011462, OG0018772, OG0008954, OG0000769, OG0009547, OG0001493, OG0009488, OG0009931, OG0014258, OG0014914, OG0012196, OG0014226, OG0000766, OG0015630, OG0013705, OG0013701, OG0009976, OG0009992, OG0010025, OG0010029, OG0003614, OG0015717, OG0001496, OG0015743, OG0010641, OG0016722, OG0006998, OG0000463, OG0019024, OG0006967, OG0006935, OG0006911, OG0006817, OG0006783, OG0001956, OG0014386, OG0016307, OG0004834, OG0002262, OG0004032, OG0010503, OG0010494, OG0010280, OG0018289, OG0014805, OG0003656, OG0009278, OG0002160, OG0009372, OG0009381, OG0005172, OG0004809, OG0016033	Tfasc_v1.00020, Tfasc_v1.00145, Tfasc_v1.00379, Tfasc_v1.00742, Tfasc_v1.00857, Tfasc_v1.01132, Tfasc_v1.01133, Tfasc_v1.01160, Tfasc_v1.01223, Tfasc_v1.01249, Tfasc_v1.01277, Tfasc_v1.01385, Tfasc_v1.01432, Tfasc_v1.01477, Tfasc_v1.01669, Tfasc_v1.01718, Tfasc_v1.01724, Tfasc_v1.01796, Tfasc_v1.01974, Tfasc_v1.02154, Tfasc_v1.02224, Tfasc_v1.02415, Tfasc_v1.02619, Tfasc_v1.02653, Tfasc_v1.02660, Tfasc_v1.03055, Tfasc_v1.03079, Tfasc_v1.03116, Tfasc_v1.03319, Tfasc_v1.03383, Tfasc_v1.03384, Tfasc_v1.03588, Tfasc_v1.03974, Tfasc_v1.04356, Tfasc_v1.04359, Tfasc_v1.04427, Tfasc_v1.04509, Tfasc_v1.04760, Tfasc_v1.04769, Tfasc_v1.04770, Tfasc_v1.04784, Tfasc_v1.04792, Tfasc_v1.04812, Tfasc_v1.05253, Tfasc_v1.05306, Tfasc_v1.05825, Tfasc_v1.05958, Tfasc_v1.05961, Tfasc_v1.06010, Tfasc_v1.06150, Tfasc_v1.06259, Tfasc_v1.06353, Tfasc_v1.06494, Tfasc_v1.06542, Tfasc_v1.06578, Tfasc_v1.06622, Tfasc_v1.06653, Tfasc_v1.06690, Tfasc_v1.06809, Tfasc_v1.06871, Tfasc_v1.07209, Tfasc_v1.07317, Tfasc_v1.07365, Tfasc_v1.07366, Tfasc_v1.07367, Tfasc_v1.07479, Tfasc_v1.07495, Tfasc_v1.07497, Tfasc_v1.07498, Tfasc_v1.07499, Tfasc_v1.07607, Tfasc_v1.07612, Tfasc_v1.07712, Tfasc_v1.07967, Tfasc_v1.08038, Tfasc_v1.08079, Tfasc_v1.08194, Tfasc_v1.08616, Tfasc_v1.08669, Tfasc_v1.08721, Tfasc_v1.08780, Tfasc_v1.08830, Tfasc_v1.08997, Tfasc_v1.09349, Tfasc_v1.09616, Tfasc_v1.10092, Tfasc_v1.10167, Tfasc_v1.11023, Tfasc_v1.11052, Tfasc_v1.11283, Tfasc_v1.11617, Tfasc_v1.11870, Tfasc_v1.12084, Tfasc_v1.12131, Tfasc_v1.12259, Tfasc_v1.12319, Tfasc_v1.12327, Tfasc_v1.12357, Tfasc_v1.12980, Tfasc_v1.13001, Tfasc_v1.13012, Tfasc_v1.13017, Tfasc_v1.13033, Tfasc_v1.13036, Tfasc_v1.13041, Tfasc_v1.13253, Tfasc_v1.13263, Tfasc_v1.13613, Tfasc_v1.13848, Tfasc_v1.13985, Tfasc_v1.14100, Tfasc_v1.14298, Tfasc_v1.14337, Tfasc_v1.14387, Tfasc_v1.14399, Tfasc_v1.14424, Tfasc_v1.14561, Tfasc_v1.14975, Tfasc_v1.15027, Tfasc_v1.15109, Tfasc_v1.15153, Tfasc_v1.15183, Tfasc_v1.15189, Tfasc_v1.15289, Tfasc_v1.15572, Tfasc_v1.15743, Tfasc_v1.15863, Tfasc_v1.15868, Tfasc_v1.15930, Tfasc_v1.15977, Tfasc_v1.16006, Tfasc_v1.16020, Tfasc_v1.16136, Tfasc_v1.16242, Tfasc_v1.16471, Tfasc_v1.16699, Tfasc_v1.16885, Tfasc_v1.16929, Tfasc_v1.17034, Tfasc_v1.17066, Tfasc_v1.17116, Tfasc_v1.17141, Tfasc_v1.17195, Tfasc_v1.17924, Tfasc_v1.18178, Tfasc_v1.18282, Tfasc_v1.18670, Tfasc_v1.18697, Tfasc_v1.18721, Tfasc_v1.18750, Tfasc_v1.19496, Tfasc_v1.19550, Tfasc_v1.19675, Tfasc_v1.19808, Tfasc_v1.19810, Tfasc_v1.19952, Tfasc_v1.20189, Tfasc_v1.20271, Tfasc_v1.20370, Tfasc_v1.20393, Tfasc_v1.20485, Tfasc_v1.20517, Tfasc_v1.20532, Tfasc_v1.20946, Tfasc_v1.21233, Tfasc_v1.21288, Tfasc_v1.21366, Tfasc_v1.21461, Tfasc_v1.21640, Tfasc_v1.21774, Tfasc_v1.22374, Tfasc_v1.22499, Tfasc_v1.22539, Tfasc_v1.22676, Tfasc_v1.22679, Tfasc_v1.23062, Tfasc_v1.23094, Tfasc_v1.23160, Tfasc_v1.23919, Tfasc_v1.24346, Tfasc_v1.25115, Tfasc_v1.25128, Tfasc_v1.25171, Tfasc_v1.25244, Tfasc_v1.25482, Tfasc_v1.25561, Tfasc_v1.25568, Tfasc_v1.25574, Tfasc_v1.25761, Tfasc_v1.25977, Tfasc_v1.26101, Tfasc_v1.26269, Tfasc_v1.26280, Tfasc_v1.26559, Tfasc_v1.26592, Tfasc_v1.26655, Tfasc_v1.26676, Tfasc_v1.26865, Tfasc_v1.26908, Tfasc_v1.26921, Tfasc_v1.26938, Tfasc_v1.26995, Tfasc_v1.27004, Tfasc_v1.27215, Tfasc_v1.27226, Tfasc_v1.27256, Tfasc_v1.27397, Tfasc_v1.27401, Tfasc_v1.27498, Tfasc_v1.27595, Tfasc_v1.27638, Tfasc_v1.27818, Tfasc_v1.27882, Tfasc_v1.27977, Tfasc_v1.28063, Tfasc_v1.28066, Tfasc_v1.28118, Tfasc_v1.28129, Tfasc_v1.28152, Tfasc_v1.28155, Tfasc_v1.28556, Tfasc_v1.28625, Tfasc_v1.28680, Tfasc_v1.28831, Tfasc_v1.28872, Tfasc_v1.28976, Tfasc_v1.29142, Tfasc_v1.29202, Tfasc_v1.29518, Tfasc_v1.29777, Tfasc_v1.29917, Tfasc_v1.30019, Tfasc_v1.30108, Tfasc_v1.30131, Tfasc_v1.30467, Tfasc_v1.30653, Tfasc_v1.30694
BP	GO:0071395	cellular response to jasmonic acid stimulus	0.03217	OG0010414, OG0008241, OG0016052, OG0009006, OG0014770	Tfasc_v1.07723, Tfasc_v1.09658, Tfasc_v1.13158, Tfasc_v1.16394, Tfasc_v1.21890
BP	GO:1901259	chloroplast rRNA processing	0.03277	OG0007052, OG0014307, OG0014194, OG0005326	Tfasc_v1.08667, Tfasc_v1.17017, Tfasc_v1.17753, Tfasc_v1.25675, Tfasc_v1.25677
BP	GO:0030050	vesicle transport along actin filament	0.03277	OG0015891, OG0000523, OG0019559	Tfasc_v1.05505, Tfasc_v1.10990, Tfasc_v1.20143, Tfasc_v1.21614, Tfasc_v1.28930
BP	GO:0018026	peptidyl-lysine monomethylation	0.03277	OG0006273, OG0015821, OG0013508, OG0010121, OG0015411	Tfasc_v1.05981, Tfasc_v1.18580, Tfasc_v1.24566, Tfasc_v1.26838, Tfasc_v1.28471
BP	GO:0042254	ribosome biogenesis	0.03744	OG0015276, OG0004430, OG0006487, OG0006495, OG0006550, OG0009857, OG0005963, OG0012317, OG0000538, OG0005370, OG0015232, OG0010416, OG0002559, OG0005106, OG0013107, OG0007052, OG0007231, OG0007249, OG0008395, OG0001132, OG0000391, OG0010984, OG0019239, OG0019275, OG0013473, OG0004337, OG0011815, OG0002594, OG0002159, OG0010323, OG0000773, OG0005790, OG0005845, OG0002967, OG0019234, OG0007900, OG0008005, OG0003427, OG0012160, OG0012135, OG0018688, OG0014307, OG0010148, OG0014194, OG0000666, OG0011869, OG0019526, OG0007624, OG0007798, OG0002275, OG0001307, OG0001618, OG0007318, OG0011865, OG0011859, OG0013013, OG0018099, OG0016893, OG0008946, OG0001669, OG0003730, OG0005326, OG0014446, OG0007002, OG0001980, OG0006950, OG0006944, OG0001956, OG0005032, OG0010242, OG0009117, OG0016039	Tfasc_v1.00084, Tfasc_v1.00870, Tfasc_v1.01231, Tfasc_v1.01256, Tfasc_v1.01345, Tfasc_v1.03515, Tfasc_v1.06130, Tfasc_v1.06702, Tfasc_v1.06799, Tfasc_v1.07109, Tfasc_v1.07348, Tfasc_v1.07713, Tfasc_v1.07889, Tfasc_v1.08261, Tfasc_v1.08275, Tfasc_v1.08667, Tfasc_v1.09053, Tfasc_v1.09095, Tfasc_v1.09366, Tfasc_v1.10167, Tfasc_v1.10397, Tfasc_v1.10425, Tfasc_v1.10560, Tfasc_v1.10819, Tfasc_v1.10846, Tfasc_v1.11464, Tfasc_v1.11704, Tfasc_v1.12357, Tfasc_v1.12498, Tfasc_v1.12843, Tfasc_v1.12913, Tfasc_v1.13187, Tfasc_v1.13200, Tfasc_v1.14003, Tfasc_v1.14116, Tfasc_v1.14504, Tfasc_v1.14533, Tfasc_v1.14852, Tfasc_v1.15027, Tfasc_v1.15239, Tfasc_v1.15245, Tfasc_v1.15927, Tfasc_v1.15960, Tfasc_v1.16661, Tfasc_v1.17017, Tfasc_v1.17535, Tfasc_v1.17753, Tfasc_v1.17833, Tfasc_v1.18546, Tfasc_v1.19784, Tfasc_v1.19883, Tfasc_v1.20312, Tfasc_v1.20532, Tfasc_v1.21184, Tfasc_v1.21514, Tfasc_v1.22676, Tfasc_v1.23360, Tfasc_v1.23374, Tfasc_v1.23626, Tfasc_v1.23725, Tfasc_v1.23986, Tfasc_v1.24001, Tfasc_v1.24329, Tfasc_v1.24478, Tfasc_v1.25327, Tfasc_v1.25675, Tfasc_v1.25677, Tfasc_v1.26489, Tfasc_v1.27058, Tfasc_v1.27174, Tfasc_v1.27387, Tfasc_v1.27391, Tfasc_v1.27483, Tfasc_v1.27539, Tfasc_v1.27546, Tfasc_v1.28063, Tfasc_v1.28235, Tfasc_v1.28241, Tfasc_v1.28887, Tfasc_v1.29678, Tfasc_v1.30512, Tfasc_v1.30679
BP	GO:0010027	thylakoid membrane organization	0.03752	OG0017230, OG0008661, OG0006284, OG0013490, OG0013697, OG0010121, OG0001980, OG0006733, OG0010503	Tfasc_v1.00170, Tfasc_v1.04337, Tfasc_v1.05958, Tfasc_v1.11639, Tfasc_v1.12978, Tfasc_v1.26838, Tfasc_v1.27387, Tfasc_v1.27391, Tfasc_v1.27483, Tfasc_v1.27978, Tfasc_v1.28680
