Category	ID	Term	adj_pval	Orthogroups	Genes
CC	GO:0033290	eukaryotic 48S preinitiation complex	0.00121	OG0008186, OG0009037, OG0001003, OG0014007, OG0003364, OG0009607, OG0014799, OG0013439	Tfasc_v1.09773, Tfasc_v1.16483, Tfasc_v1.16733, Tfasc_v1.18830, Tfasc_v1.20298, Tfasc_v1.24984, Tfasc_v1.29501, Tfasc_v1.30579
CC	GO:0005788	endoplasmic reticulum lumen	0.00164	OG0000429, OG0001292, OG0016398, OG0013075, OG0011425, OG0002325, OG0006792, OG0009271, OG0000765	Tfasc_v1.03383, Tfasc_v1.08587, Tfasc_v1.11283, Tfasc_v1.13058, Tfasc_v1.17254, Tfasc_v1.19479, Tfasc_v1.27866, Tfasc_v1.28831, Tfasc_v1.29062, Tfasc_v1.29087, Tfasc_v1.29089
CC	GO:0032040	small-subunit processome	0.00239	OG0006495, OG0009857, OG0017842, OG0005375, OG0013107, OG0005845, OG0005871, OG0010148, OG0013013, OG0003730, OG0009968, OG0005572, OG0006944, OG0005032, OG0016039	Tfasc_v1.01256, Tfasc_v1.03515, Tfasc_v1.04174, Tfasc_v1.04175, Tfasc_v1.08275, Tfasc_v1.14116, Tfasc_v1.14170, Tfasc_v1.17535, Tfasc_v1.23725, Tfasc_v1.25327, Tfasc_v1.26549, Tfasc_v1.27378, Tfasc_v1.27546, Tfasc_v1.28235, Tfasc_v1.28241, Tfasc_v1.30679
CC	GO:0009536	plastid	0.00294	OG0015299, OG0017792, OG0015283, OG0017230, OG0011647, OG0006113, OG0011666, OG0004430, OG0016010, OG0017835, OG0003054, OG0006447, OG0006458, OG0003076, OG0006540, OG0006562, OG0006573, OG0006581, OG0006638, OG0006694, OG0012578, OG0012580, OG0013288, OG0013294, OG0003938, OG0015402, OG0015370, OG0015371, OG0004087, OG0015365, OG0013334, OG0013350, OG0000456, OG0001585, OG0015187, OG0014014, OG0013618, OG0013630, OG0013648, OG0013660, OG0004888, OG0017922, OG0009917, OG0013576, OG0013383, OG0014217, OG0003581, OG0012759, OG0002517, OG0014606, OG0008661, OG0003532, OG0008634, OG0008613, OG0008599, OG0008573, OG0008537, OG0008460, OG0008704, OG0008702, OG0008712, OG0002109, OG0018431, OG0012420, OG0013886, OG0004830, OG0018449, OG0009792, OG0005421, OG0006373, OG0006347, OG0000719, OG0003016, OG0006317, OG0006284, OG0006273, OG0003006, OG0003000, OG0004856, OG0006211, OG0006126, OG0015561, OG0001041, OG0015982, OG0004484, OG0002436, OG0002440, OG0001638, OG0001984, OG0012405, OG0012837, OG0012824, OG0004056, OG0012540, OG0015232, OG0015799, OG0014903, OG0013138, OG0019115, OG0010429, OG0010403, OG0010406, OG0010378, OG0003960, OG0010369, OG0003859, OG0004144, OG0005189, OG0007048, OG0007052, OG0003201, OG0007060, OG0007109, OG0007146, OG0018985, OG0003227, OG0007257, OG0007270, OG0012867, OG0008388, OG0008373, OG0008272, OG0001421, OG0008227, OG0008183, OG0001504, OG0002623, OG0013214, OG0004126, OG0010999, OG0010969, OG0017152, OG0017148, OG0010890, OG0010893, OG0004098, OG0005178, OG0005179, OG0004640, OG0001145, OG0014507, OG0013490, OG0013483, OG0010829, OG0010812, OG0010806, OG0019296, OG0010788, OG0010694, OG0004964, OG0011740, OG0001264, OG0004343, OG0004352, OG0012860, OG0019384, OG0015927, OG0019407, OG0015923, OG0013908, OG0013909, OG0014518, OG0013697, OG0013695, OG0004712, OG0013031, OG0010345, OG0005261, OG0015256, OG0015259, OG0015249, OG0002236, OG0009075, OG0016051, OG0003624, OG0005694, OG0005735, OG0005734, OG0005769, OG0002916, OG0005954, OG0005975, OG0002429, OG0006044, OG0006071, OG0019234, OG0014953, OG0016429, OG0019449, OG0007947, OG0007971, OG0003405, OG0011972, OG0008071, OG0014673, OG0001413, OG0002685, OG0014278, OG0015245, OG0002669, OG0019487, OG0017289, OG0012180, OG0012152, OG0009649, OG0008988, OG0009035, OG0009045, OG0009065, OG0009067, OG0004090, OG0001604, OG0005548, OG0014307, OG0001771, OG0000200, OG0015907, OG0011384, OG0004233, OG0011412, OG0011419, OG0014021, OG0016405, OG0014469, OG0010128, OG0003912, OG0010189, OG0010205, OG0010230, OG0014193, OG0014194, OG0005215, OG0014881, OG0015865, OG0015761, OG0002353, OG0012952, OG0019127, OG0012915, OG0013723, OG0015829, OG0000919, OG0015821, OG0014558, OG0014568, OG0016372, OG0001153, OG0014586, OG0001354, OG0019506, OG0015238, OG0019528, OG0007617, OG0007691, OG0003348, OG0007708, OG0019562, OG0007805, OG0016812, OG0007843, OG0019581, OG0002472, OG0012739, OG0016066, OG0004721, OG0014069, OG0012265, OG0012103, OG0012057, OG0001006, OG0012011, OG0014756, OG0018171, OG0012805, OG0014977, OG0018187, OG0005700, OG0015616, OG0007509, OG0007482, OG0003281, OG0003280, OG0007400, OG0007402, OG0007382, OG0007384, OG0007337, OG0000263, OG0015059, OG0011593, OG0004271, OG0017210, OG0011461, OG0011960, OG0002396, OG0011872, OG0004769, OG0012996, OG0012988, OG0014859, OG0008755, OG0018112, OG0008910, OG0008925, OG0008954, OG0005087, OG0018139, OG0014088, OG0009626, OG0009635, OG0009612, OG0009606, OG0009609, OG0009569, OG0009546, OG0009509, OG0009491, OG0009471, OG0005326, OG0014267, OG0014232, OG0004587, OG0015435, OG0015434, OG0015424, OG0015423, OG0002354, OG0015633, OG0001600, OG0015896, OG0013706, OG0018623, OG0009995, OG0010005, OG0002220, OG0010121, OG0003614, OG0015703, OG0015725, OG0000772, OG0019011, OG0015672, OG0001980, OG0019024, OG0006971, OG0006935, OG0006924, OG0006922, OG0006797, OG0006783, OG0006754, OG0006733, OG0005328, OG0004037, OG0002262, OG0010608, OG0010607, OG0010503, OG0010517, OG0010521, OG0001557, OG0012060, OG0019630, OG0010269, OG0010268, OG0011309, OG0013747, OG0009234, OG0018320, OG0014805, OG0004048, OG0000826, OG0014840, OG0014847, OG0009278, OG0009292, OG0009300, OG0009314, OG0009392, OG0009408, OG0003712, OG0014682, OG0002518, OG0017847, OG0013427	Tfasc_v1.00028, Tfasc_v1.00061, Tfasc_v1.00076, Tfasc_v1.00170, Tfasc_v1.00173, Tfasc_v1.00219, Tfasc_v1.00261, Tfasc_v1.00870, Tfasc_v1.00898, Tfasc_v1.00936, Tfasc_v1.01077, Tfasc_v1.01129, Tfasc_v1.01177, Tfasc_v1.01250, Tfasc_v1.01333, Tfasc_v1.01367, Tfasc_v1.01385, Tfasc_v1.01403, Tfasc_v1.01523, Tfasc_v1.01627, Tfasc_v1.01824, Tfasc_v1.01830, Tfasc_v1.02145, Tfasc_v1.02154, Tfasc_v1.02176, Tfasc_v1.02230, Tfasc_v1.02310, Tfasc_v1.02314, Tfasc_v1.02320, Tfasc_v1.02330, Tfasc_v1.02411, Tfasc_v1.02430, Tfasc_v1.02541, Tfasc_v1.02852, Tfasc_v1.02927, Tfasc_v1.03095, Tfasc_v1.03149, Tfasc_v1.03211, Tfasc_v1.03278, Tfasc_v1.03279, Tfasc_v1.03321, Tfasc_v1.03323, Tfasc_v1.03356, Tfasc_v1.03396, Tfasc_v1.03604, Tfasc_v1.03717, Tfasc_v1.03761, Tfasc_v1.03843, Tfasc_v1.04039, Tfasc_v1.04081, Tfasc_v1.04102, Tfasc_v1.04337, Tfasc_v1.04351, Tfasc_v1.04352, Tfasc_v1.04400, Tfasc_v1.04443, Tfasc_v1.04473, Tfasc_v1.04499, Tfasc_v1.04589, Tfasc_v1.04701, Tfasc_v1.04769, Tfasc_v1.04770, Tfasc_v1.04785, Tfasc_v1.04805, Tfasc_v1.04972, Tfasc_v1.05174, Tfasc_v1.05223, Tfasc_v1.05234, Tfasc_v1.05263, Tfasc_v1.05410, Tfasc_v1.05495, Tfasc_v1.05497, Tfasc_v1.05697, Tfasc_v1.05775, Tfasc_v1.05794, Tfasc_v1.05902, Tfasc_v1.05903, Tfasc_v1.05905, Tfasc_v1.05958, Tfasc_v1.05981, Tfasc_v1.05985, Tfasc_v1.06047, Tfasc_v1.06061, Tfasc_v1.06178, Tfasc_v1.06405, Tfasc_v1.06494, Tfasc_v1.06569, Tfasc_v1.06615, Tfasc_v1.06622, Tfasc_v1.06631, Tfasc_v1.06726, Tfasc_v1.06737, Tfasc_v1.06738, Tfasc_v1.06856, Tfasc_v1.06882, Tfasc_v1.06923, Tfasc_v1.07045, Tfasc_v1.07257, Tfasc_v1.07348, Tfasc_v1.07432, Tfasc_v1.07479, Tfasc_v1.07582, Tfasc_v1.07583, Tfasc_v1.07585, Tfasc_v1.07701, Tfasc_v1.07764, Tfasc_v1.07771, Tfasc_v1.07818, Tfasc_v1.07836, Tfasc_v1.07839, Tfasc_v1.07846, Tfasc_v1.07975, Tfasc_v1.08011, Tfasc_v1.08134, Tfasc_v1.08444, Tfasc_v1.08650, Tfasc_v1.08667, Tfasc_v1.08687, Tfasc_v1.08712, Tfasc_v1.08830, Tfasc_v1.08892, Tfasc_v1.08894, Tfasc_v1.08947, Tfasc_v1.09113, Tfasc_v1.09146, Tfasc_v1.09197, Tfasc_v1.09380, Tfasc_v1.09392, Tfasc_v1.09610, Tfasc_v1.09629, Tfasc_v1.09690, Tfasc_v1.09775, Tfasc_v1.09872, Tfasc_v1.09877, Tfasc_v1.10691, Tfasc_v1.10761, Tfasc_v1.10792, Tfasc_v1.10837, Tfasc_v1.10855, Tfasc_v1.10944, Tfasc_v1.10980, Tfasc_v1.10984, Tfasc_v1.11023, Tfasc_v1.11239, Tfasc_v1.11240, Tfasc_v1.11246, Tfasc_v1.11247, Tfasc_v1.11328, Tfasc_v1.11330, Tfasc_v1.11563, Tfasc_v1.11576, Tfasc_v1.11639, Tfasc_v1.11676, Tfasc_v1.11772, Tfasc_v1.11845, Tfasc_v1.11850, Tfasc_v1.11885, Tfasc_v1.11890, Tfasc_v1.12084, Tfasc_v1.12192, Tfasc_v1.12202, Tfasc_v1.12312, Tfasc_v1.12346, Tfasc_v1.12437, Tfasc_v1.12468, Tfasc_v1.12551, Tfasc_v1.12552, Tfasc_v1.12773, Tfasc_v1.12850, Tfasc_v1.12851, Tfasc_v1.12864, Tfasc_v1.12866, Tfasc_v1.12925, Tfasc_v1.12978, Tfasc_v1.12992, Tfasc_v1.13081, Tfasc_v1.13089, Tfasc_v1.13168, Tfasc_v1.13288, Tfasc_v1.13320, Tfasc_v1.13339, Tfasc_v1.13345, Tfasc_v1.13354, Tfasc_v1.13425, Tfasc_v1.13613, Tfasc_v1.13637, Tfasc_v1.13695, Tfasc_v1.13760, Tfasc_v1.13903, Tfasc_v1.13909, Tfasc_v1.14053, Tfasc_v1.14105, Tfasc_v1.14326, Tfasc_v1.14372, Tfasc_v1.14385, Tfasc_v1.14474, Tfasc_v1.14515, Tfasc_v1.14533, Tfasc_v1.14624, Tfasc_v1.14631, Tfasc_v1.14918, Tfasc_v1.14936, Tfasc_v1.14975, Tfasc_v1.15039, Tfasc_v1.15061, Tfasc_v1.15150, Tfasc_v1.15456, Tfasc_v1.15570, Tfasc_v1.15614, Tfasc_v1.15630, Tfasc_v1.15696, Tfasc_v1.15731, Tfasc_v1.15735, Tfasc_v1.15856, Tfasc_v1.15863, Tfasc_v1.15891, Tfasc_v1.15933, Tfasc_v1.16064, Tfasc_v1.16355, Tfasc_v1.16473, Tfasc_v1.16492, Tfasc_v1.16573, Tfasc_v1.16595, Tfasc_v1.16851, Tfasc_v1.16852, Tfasc_v1.16907, Tfasc_v1.16908, Tfasc_v1.16910, Tfasc_v1.17017, Tfasc_v1.17140, Tfasc_v1.17141, Tfasc_v1.17149, Tfasc_v1.17187, Tfasc_v1.17200, Tfasc_v1.17235, Tfasc_v1.17257, Tfasc_v1.17287, Tfasc_v1.17388, Tfasc_v1.17446, Tfasc_v1.17477, Tfasc_v1.17522, Tfasc_v1.17523, Tfasc_v1.17602, Tfasc_v1.17618, Tfasc_v1.17707, Tfasc_v1.17737, Tfasc_v1.17753, Tfasc_v1.17814, Tfasc_v1.17819, Tfasc_v1.17887, Tfasc_v1.17934, Tfasc_v1.17972, Tfasc_v1.18192, Tfasc_v1.18362, Tfasc_v1.18388, Tfasc_v1.18443, Tfasc_v1.18488, Tfasc_v1.18561, Tfasc_v1.18563, Tfasc_v1.18580, Tfasc_v1.18642, Tfasc_v1.18654, Tfasc_v1.18668, Tfasc_v1.18713, Tfasc_v1.18740, Tfasc_v1.19286, Tfasc_v1.19478, Tfasc_v1.19808, Tfasc_v1.19810, Tfasc_v1.19894, Tfasc_v1.20100, Tfasc_v1.20121, Tfasc_v1.20138, Tfasc_v1.20189, Tfasc_v1.20328, Tfasc_v1.20396, Tfasc_v1.20422, Tfasc_v1.20533, Tfasc_v1.20559, Tfasc_v1.20768, Tfasc_v1.21005, Tfasc_v1.21006, Tfasc_v1.21181, Tfasc_v1.21233, Tfasc_v1.21368, Tfasc_v1.21445, Tfasc_v1.21543, Tfasc_v1.21612, Tfasc_v1.21626, Tfasc_v1.21780, Tfasc_v1.21909, Tfasc_v1.21911, Tfasc_v1.22089, Tfasc_v1.22090, Tfasc_v1.22094, Tfasc_v1.22184, Tfasc_v1.22310, Tfasc_v1.22358, Tfasc_v1.22465, Tfasc_v1.22522, Tfasc_v1.22525, Tfasc_v1.22526, Tfasc_v1.22571, Tfasc_v1.22573, Tfasc_v1.22651, Tfasc_v1.22737, Tfasc_v1.22844, Tfasc_v1.22894, Tfasc_v1.22970, Tfasc_v1.23131, Tfasc_v1.23149, Tfasc_v1.23178, Tfasc_v1.23335, Tfasc_v1.23338, Tfasc_v1.23349, Tfasc_v1.23524, Tfasc_v1.23747, Tfasc_v1.23794, Tfasc_v1.23869, Tfasc_v1.23969, Tfasc_v1.24224, Tfasc_v1.24275, Tfasc_v1.24303, Tfasc_v1.24346, Tfasc_v1.24492, Tfasc_v1.24495, Tfasc_v1.24653, Tfasc_v1.24857, Tfasc_v1.24937, Tfasc_v1.24960, Tfasc_v1.24965, Tfasc_v1.24981, Tfasc_v1.24991, Tfasc_v1.25081, Tfasc_v1.25122, Tfasc_v1.25189, Tfasc_v1.25253, Tfasc_v1.25343, Tfasc_v1.25675, Tfasc_v1.25677, Tfasc_v1.25716, Tfasc_v1.25764, Tfasc_v1.25826, Tfasc_v1.25931, Tfasc_v1.25936, Tfasc_v1.25943, Tfasc_v1.25949, Tfasc_v1.26057, Tfasc_v1.26059, Tfasc_v1.26097, Tfasc_v1.26178, Tfasc_v1.26191, Tfasc_v1.26260, Tfasc_v1.26530, Tfasc_v1.26595, Tfasc_v1.26614, Tfasc_v1.26827, Tfasc_v1.26838, Tfasc_v1.26865, Tfasc_v1.26878, Tfasc_v1.26916, Tfasc_v1.26930, Tfasc_v1.27091, Tfasc_v1.27201, Tfasc_v1.27387, Tfasc_v1.27391, Tfasc_v1.27397, Tfasc_v1.27401, Tfasc_v1.27483, Tfasc_v1.27494, Tfasc_v1.27595, Tfasc_v1.27601, Tfasc_v1.27635, Tfasc_v1.27856, Tfasc_v1.27882, Tfasc_v1.27934, Tfasc_v1.27978, Tfasc_v1.28265, Tfasc_v1.28381, Tfasc_v1.28556, Tfasc_v1.28584, Tfasc_v1.28586, Tfasc_v1.28680, Tfasc_v1.28731, Tfasc_v1.28733, Tfasc_v1.28736, Tfasc_v1.28837, Tfasc_v1.28873, Tfasc_v1.28922, Tfasc_v1.28934, Tfasc_v1.28941, Tfasc_v1.29226, Tfasc_v1.29236, Tfasc_v1.29366, Tfasc_v1.29515, Tfasc_v1.29518, Tfasc_v1.29525, Tfasc_v1.29548, Tfasc_v1.29567, Tfasc_v1.29600, Tfasc_v1.29628, Tfasc_v1.29917, Tfasc_v1.29942, Tfasc_v1.29948, Tfasc_v1.29956, Tfasc_v1.30145, Tfasc_v1.30163, Tfasc_v1.30213, Tfasc_v1.30276, Tfasc_v1.30485, Tfasc_v1.30486, Tfasc_v1.30597
CC	GO:0000427	plastid-encoded plastid RNA polymerase complex	0.00294	OG0006540, OG0014014, OG0008613, OG0001145, OG0010121	Tfasc_v1.01333, Tfasc_v1.03095, Tfasc_v1.04443, Tfasc_v1.11563, Tfasc_v1.26838
CC	GO:0030687	preribosome, large subunit precursor	0.00356	OG0000538, OG0010416, OG0002559, OG0005106, OG0004337, OG0002159, OG0011865, OG0011859, OG0008946, OG0006950	Tfasc_v1.06799, Tfasc_v1.07713, Tfasc_v1.07889, Tfasc_v1.08261, Tfasc_v1.10560, Tfasc_v1.12357, Tfasc_v1.12913, Tfasc_v1.23360, Tfasc_v1.23374, Tfasc_v1.23626, Tfasc_v1.24329, Tfasc_v1.27539
CC	GO:0016282	eukaryotic 43S preinitiation complex	0.00391	OG0008186, OG0009037, OG0014007, OG0003364, OG0009607, OG0014799, OG0013439	Tfasc_v1.09773, Tfasc_v1.16483, Tfasc_v1.18830, Tfasc_v1.20298, Tfasc_v1.24984, Tfasc_v1.29501, Tfasc_v1.30579
CC	GO:0010319	stromule	0.00586	OG0015299, OG0001585, OG0013576, OG0008460, OG0007971, OG0012739, OG0009509	Tfasc_v1.00028, Tfasc_v1.02852, Tfasc_v1.03604, Tfasc_v1.04701, Tfasc_v1.08011, Tfasc_v1.14975, Tfasc_v1.20768, Tfasc_v1.25189
CC	GO:0005850	eukaryotic translation initiation factor 2 complex	0.00593	OG0001003, OG0016087, OG0001968	Tfasc_v1.16733, Tfasc_v1.27463, Tfasc_v1.27786
CC	GO:0009706	chloroplast inner membrane	0.00652	OG0003938, OG0012405, OG0004964, OG0005261, OG0005975, OG0016429, OG0009035, OG0016405, OG0014069, OG0012103, OG0012057, OG0012011, OG0015616, OG0003281, OG0001980, OG0010517	Tfasc_v1.02176, Tfasc_v1.06856, Tfasc_v1.12192, Tfasc_v1.12202, Tfasc_v1.13320, Tfasc_v1.14372, Tfasc_v1.14631, Tfasc_v1.16473, Tfasc_v1.17388, Tfasc_v1.21181, Tfasc_v1.21445, Tfasc_v1.21543, Tfasc_v1.21626, Tfasc_v1.22184, Tfasc_v1.22465, Tfasc_v1.27387, Tfasc_v1.27391, Tfasc_v1.27483, Tfasc_v1.28731
CC	GO:0031977	thylakoid lumen	0.01039	OG0016010, OG0003076, OG0017922, OG0010403, OG0004126, OG0007971, OG0010205, OG0013723, OG0011593, OG0017210, OG0009606, OG0009546	Tfasc_v1.00898, Tfasc_v1.01250, Tfasc_v1.03356, Tfasc_v1.07764, Tfasc_v1.10761, Tfasc_v1.14975, Tfasc_v1.17618, Tfasc_v1.18488, Tfasc_v1.22894, Tfasc_v1.23131, Tfasc_v1.24981, Tfasc_v1.25122
CC	GO:0042644	chloroplast nucleoid	0.01176	OG0004430, OG0006540, OG0014014, OG0008613, OG0001984, OG0010189, OG0016812, OG0015633, OG0010121, OG0004048	Tfasc_v1.00870, Tfasc_v1.01333, Tfasc_v1.03095, Tfasc_v1.04443, Tfasc_v1.06738, Tfasc_v1.17602, Tfasc_v1.20396, Tfasc_v1.26097, Tfasc_v1.26838, Tfasc_v1.29525
CC	GO:0005845	mRNA cap binding complex	0.01179	OG0018943, OG0004363, OG0006967	Tfasc_v1.08242, Tfasc_v1.08243, Tfasc_v1.08251, Tfasc_v1.27498
CC	GO:0009543	chloroplast thylakoid lumen	0.01279	OG0003076, OG0017922, OG0010403, OG0011593, OG0017210	Tfasc_v1.01250, Tfasc_v1.03356, Tfasc_v1.07764, Tfasc_v1.22894, Tfasc_v1.23131
CC	GO:0005740	mitochondrial envelope	0.02018	OG0017792, OG0001160, OG0006467, OG0006557, OG0013782, OG0004783, OG0013375, OG0008531, OG0006253, OG0018516, OG0012357, OG0002443, OG0010386, OG0002317, OG0000586, OG0002077, OG0001428, OG0017152, OG0002741, OG0001440, OG0013938, OG0013908, OG0014776, OG0010345, OG0002236, OG0019091, OG0005742, OG0005951, OG0001884, OG0000449, OG0008096, OG0008151, OG0008148, OG0015244, OG0012152, OG0016998, OG0009649, OG0010230, OG0004227, OG0012920, OG0001013, OG0003337, OG0011985, OG0011872, OG0008907, OG0000418, OG0010021, OG0010074, OG0006998, OG0001332, OG0010520, OG0004018, OG0002140, OG0015650	Tfasc_v1.00061, Tfasc_v1.00982, Tfasc_v1.01194, Tfasc_v1.01375, Tfasc_v1.01718, Tfasc_v1.02220, Tfasc_v1.02563, Tfasc_v1.04579, Tfasc_v1.06027, Tfasc_v1.06345, Tfasc_v1.06616, Tfasc_v1.06760, Tfasc_v1.06847, Tfasc_v1.07811, Tfasc_v1.07987, Tfasc_v1.08651, Tfasc_v1.09774, Tfasc_v1.10566, Tfasc_v1.10855, Tfasc_v1.11705, Tfasc_v1.11717, Tfasc_v1.12165, Tfasc_v1.12864, Tfasc_v1.13008, Tfasc_v1.13288, Tfasc_v1.13425, Tfasc_v1.13520, Tfasc_v1.14106, Tfasc_v1.14308, Tfasc_v1.14418, Tfasc_v1.14600, Tfasc_v1.15199, Tfasc_v1.15604, Tfasc_v1.15606, Tfasc_v1.15691, Tfasc_v1.15933, Tfasc_v1.16059, Tfasc_v1.16064, Tfasc_v1.17707, Tfasc_v1.18313, Tfasc_v1.18445, Tfasc_v1.19270, Tfasc_v1.20044, Tfasc_v1.21665, Tfasc_v1.23349, Tfasc_v1.24060, Tfasc_v1.24259, Tfasc_v1.24637, Tfasc_v1.26644, Tfasc_v1.26756, Tfasc_v1.27226, Tfasc_v1.27738, Tfasc_v1.28730, Tfasc_v1.28773, Tfasc_v1.29769, Tfasc_v1.30419
CC	GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	0.02048	OG0005963, OG0000391, OG0010349, OG0010148, OG0009968, OG0014446, OG0005572	Tfasc_v1.06130, Tfasc_v1.10397, Tfasc_v1.10425, Tfasc_v1.13305, Tfasc_v1.17535, Tfasc_v1.26549, Tfasc_v1.27058, Tfasc_v1.27378
CC	GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	0.02051	OG0003364, OG0009607, OG0014799	Tfasc_v1.20298, Tfasc_v1.24984, Tfasc_v1.29501
CC	GO:0005854	nascent polypeptide-associated complex	0.02051	OG0001518, OG0003425	Tfasc_v1.01795, Tfasc_v1.07657, Tfasc_v1.26552
CC	GO:0005832	chaperonin-containing T-complex	0.02181	OG0004065, OG0011735, OG0003389, OG0007505, OG0011311	Tfasc_v1.12072, Tfasc_v1.16928, Tfasc_v1.20523, Tfasc_v1.22334, Tfasc_v1.29224
CC	GO:0009508	plastid chromosome	0.02181	OG0014014, OG0008613, OG0016812, OG0015633, OG0010121	Tfasc_v1.03095, Tfasc_v1.04443, Tfasc_v1.20396, Tfasc_v1.26097, Tfasc_v1.26838
CC	GO:0005778	peroxisomal membrane	0.02252	OG0011967, OG0013344, OG0010789, OG0000917, OG0002278, OG0015193, OG0018064, OG0009075, OG0009076, OG0011462, OG0006998, OG0002262	Tfasc_v1.00857, Tfasc_v1.02429, Tfasc_v1.04416, Tfasc_v1.06443, Tfasc_v1.07042, Tfasc_v1.07365, Tfasc_v1.10185, Tfasc_v1.13613, Tfasc_v1.13634, Tfasc_v1.23160, Tfasc_v1.27226, Tfasc_v1.28556
CC	GO:0005801	cis-Golgi network	0.02266	OG0012857, OG0000014, OG0011104, OG0001665, OG0004223, OG0001051	Tfasc_v1.02395, Tfasc_v1.03790, Tfasc_v1.08022, Tfasc_v1.08304, Tfasc_v1.15985, Tfasc_v1.18252, Tfasc_v1.28599
CC	GO:0000275	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	0.02358	OG0017152, OG0002236, OG0000418, OG0010074	Tfasc_v1.10855, Tfasc_v1.13425, Tfasc_v1.24637, Tfasc_v1.26756
CC	GO:0016459	myosin complex	0.02798	OG0015891, OG0000523, OG0019559, OG0019560	Tfasc_v1.05505, Tfasc_v1.10990, Tfasc_v1.20143, Tfasc_v1.20145, Tfasc_v1.21614, Tfasc_v1.28930
CC	GO:0005846	nuclear cap binding complex	0.03278	OG0012512, OG0006967	Tfasc_v1.04921, Tfasc_v1.27498
CC	GO:0005951	carbamoyl-phosphate synthase complex	0.03278	OG0001006, OG0008755	Tfasc_v1.21612, Tfasc_v1.23969
CC	GO:0031357	integral component of chloroplast inner membrane	0.03278	OG0014069, OG0012103	Tfasc_v1.21181, Tfasc_v1.21445
CC	GO:0036396	RNA N6-methyladenosine methyltransferase complex	0.03278	OG0003960	Tfasc_v1.07836, Tfasc_v1.07839
CC	GO:0043614	multi-eIF complex	0.03278	OG0001003, OG0009607	Tfasc_v1.16733, Tfasc_v1.24984
CC	GO:0034456	UTP-C complex	0.03278	OG0007231, OG0013013	Tfasc_v1.09053, Tfasc_v1.23725
CC	GO:0032545	CURI complex	0.03278	OG0007231, OG0013013	Tfasc_v1.09053, Tfasc_v1.23725
CC	GO:0009534	chloroplast thylakoid	0.03334	OG0017230, OG0016010, OG0006447, OG0003076, OG0006694, OG0003938, OG0014014, OG0017922, OG0003581, OG0008634, OG0008599, OG0008537, OG0012420, OG0009792, OG0003016, OG0006284, OG0015561, OG0002436, OG0012405, OG0012837, OG0014903, OG0010403, OG0003201, OG0007146, OG0012867, OG0004126, OG0017152, OG0010890, OG0005178, OG0004352, OG0015927, OG0019407, OG0015923, OG0005261, OG0005735, OG0005734, OG0005954, OG0003405, OG0011972, OG0001413, OG0019487, OG0009045, OG0004233, OG0011412, OG0010205, OG0014193, OG0014194, OG0005215, OG0015761, OG0013723, OG0014558, OG0018171, OG0007482, OG0007400, OG0011593, OG0017210, OG0012988, OG0008925, OG0009612, OG0009606, OG0009509, OG0009491, OG0014232, OG0015435, OG0001600, OG0010121, OG0006783, OG0006754, OG0006733, OG0010503, OG0010517	Tfasc_v1.00170, Tfasc_v1.00898, Tfasc_v1.01129, Tfasc_v1.01250, Tfasc_v1.01627, Tfasc_v1.02176, Tfasc_v1.03095, Tfasc_v1.03356, Tfasc_v1.03843, Tfasc_v1.04400, Tfasc_v1.04473, Tfasc_v1.04589, Tfasc_v1.05174, Tfasc_v1.05410, Tfasc_v1.05902, Tfasc_v1.05905, Tfasc_v1.05958, Tfasc_v1.06494, Tfasc_v1.06631, Tfasc_v1.06856, Tfasc_v1.06882, Tfasc_v1.07479, Tfasc_v1.07764, Tfasc_v1.08687, Tfasc_v1.08892, Tfasc_v1.09197, Tfasc_v1.10761, Tfasc_v1.10855, Tfasc_v1.10980, Tfasc_v1.11239, Tfasc_v1.11247, Tfasc_v1.12468, Tfasc_v1.12773, Tfasc_v1.12850, Tfasc_v1.12851, Tfasc_v1.13320, Tfasc_v1.13903, Tfasc_v1.13909, Tfasc_v1.14326, Tfasc_v1.15039, Tfasc_v1.15061, Tfasc_v1.15570, Tfasc_v1.15856, Tfasc_v1.16492, Tfasc_v1.17200, Tfasc_v1.17235, Tfasc_v1.17618, Tfasc_v1.17737, Tfasc_v1.17753, Tfasc_v1.17814, Tfasc_v1.17819, Tfasc_v1.17972, Tfasc_v1.18488, Tfasc_v1.18642, Tfasc_v1.21909, Tfasc_v1.22358, Tfasc_v1.22525, Tfasc_v1.22894, Tfasc_v1.23131, Tfasc_v1.23794, Tfasc_v1.24303, Tfasc_v1.24965, Tfasc_v1.24981, Tfasc_v1.25189, Tfasc_v1.25253, Tfasc_v1.25764, Tfasc_v1.25931, Tfasc_v1.26178, Tfasc_v1.26838, Tfasc_v1.27882, Tfasc_v1.27934, Tfasc_v1.27978, Tfasc_v1.28680, Tfasc_v1.28731
CC	GO:0005839	proteasome core complex	0.04032	OG0011088, OG0001104, OG0005749, OG0008070, OG0008132, OG0014279, OG0011518	Tfasc_v1.08038, Tfasc_v1.13012, Tfasc_v1.13017, Tfasc_v1.14100, Tfasc_v1.15153, Tfasc_v1.15289, Tfasc_v1.17066, Tfasc_v1.23062, Tfasc_v1.29202
