"og_id" "correction_factor" "corr_Tfas_count" "old_Tfas_count" "total_mean_cov" "expected_mean_cov"
"1" "OG0000302" "0.686736278542312" "7" "10" "294.739656651296" "429.189"
"2" "OG0000303" "0.719944911058367" "3" "4" "123.596974572892" "171.6756"
"3" "OG0016184" "1.1714761702924" "2" "2" "100.556937210325" "85.8378"
"4" "OG0008876" "0.392451630856563" "1" "2" "33.6871845991395" "85.8378"
"5" "OG0004167" "0.468931484437542" "1" "2" "40.2520469748529" "85.8378"
"6" "OG0014027" "1.19604625679413" "2" "2" "102.665979381443" "85.8378"
"7" "OG0001496" "1.00372030674666" "2" "2" "86.1571429464584" "85.8378"
"8" "OG0001494" "0.673105217329462" "2" "3" "86.6668065361244" "128.7567"
"9" "OG0007632" "0.670911071027927" "1" "2" "57.589530332681" "85.8378"
"10" "OG0005169" "0.368258232216233" "1" "2" "31.6104764853306" "85.8378"
"11" "OG0005167" "0.397015043880733" "1" "2" "34.0788979336255" "85.8378"
"12" "OG0005166" "0.457071718065948" "1" "2" "39.2340307210013" "85.8378"
"13" "OG0005165" "0.791876854269517" "2" "2" "67.972967041416" "85.8378"
"14" "OG0005162" "0.505838882027361" "1" "2" "43.4200967876883" "85.8378"
"15" "OG0005161" "1.27555970460582" "3" "2" "109.491238812013" "85.8378"
"16" "OG0004785" "0.350311929117989" "1" "2" "30.0700053092442" "85.8378"
"17" "OG0004786" "0.385358489454613" "1" "2" "33.0783249461072" "85.8378"
"18" "OG0004787" "0.347859331687827" "1" "2" "29.8594797415534" "85.8378"
"19" "OG0004781" "1.04818466962003" "2" "2" "89.9738660339104" "85.8378"
"20" "OG0004788" "0.5058286361562" "1" "2" "43.4192173046487" "85.8378"
"21" "OG0004789" "0.519027032805641" "1" "2" "44.5521386365641" "85.8378"
"22" "OG0003646" "0.283971272990114" "1" "2" "24.3754693366708" "85.8378"
"23" "OG0003647" "0.587696864517506" "1" "2" "50.4466059170808" "85.8378"
"24" "OG0016409" "0.823991179401459" "2" "2" "70.7295900592266" "85.8378"
"25" "OG0004975" "1.12710942875176" "2" "2" "96.7485937233082" "85.8378"
"26" "OG0000690" "0.463567406412954" "3" "6" "119.374818954582" "257.5134"
"27" "OG0002122" "0.986767085574652" "2" "2" "84.7019157381399" "85.8378"
"28" "OG0002120" "0.561338104705507" "1" "2" "48.1840279640904" "85.8378"
"29" "OG0002126" "0.535570151940088" "1" "2" "45.9721635882029" "85.8378"
"30" "OG0005318" "0.610931607297396" "1" "2" "52.4410251208725" "85.8378"
"31" "OG0005312" "0.510680857056313" "1" "2" "43.8357212718284" "85.8378"
"32" "OG0005314" "0.506118914787541" "1" "2" "43.44413418375" "85.8378"
"33" "OG0005315" "0.516947866745493" "1" "2" "44.3736675961263" "85.8378"
"34" "OG0005317" "0.410540995035624" "1" "2" "35.2399358236689" "85.8378"
"35" "OG0003417" "0.45625878708928" "1" "2" "39.1642505144122" "85.8378"
"36" "OG0003416" "0.579664501310898" "1" "2" "49.7571255306246" "85.8378"
"37" "OG0004370" "0.524472704827762" "1" "2" "45.0195831424645" "85.8378"
"38" "OG0003413" "0.589041356526483" "1" "2" "50.562014153249" "85.8378"
"39" "OG0003412" "0.411222564253762" "1" "2" "35.2984402259016" "85.8378"
"40" "OG0004190" "0.41700978303463" "1" "2" "35.79520235417" "85.8378"
"41" "OG0004192" "0.547157467567016" "1" "2" "46.966793269524" "85.8378"
"42" "OG0004703" "0.475625083773307" "1" "2" "40.8266108159163" "85.8378"
"43" "OG0000508" "0.822528655235815" "4" "5" "176.510125506002" "214.5945"
"44" "OG0000509" "1.04892720500185" "3" "3" "135.056405456262" "128.7567"
"45" "OG0000502" "0.557917256955564" "3" "6" "143.671169757301" "257.5134"
"46" "OG0000506" "0.959973814366177" "3" "3" "123.603060424202" "128.7567"
"47" "OG0000504" "0.537228911716343" "2" "3" "69.1718218171876" "128.7567"
"48" "OG0000505" "0.955282877131902" "2" "2" "81.9993805506728" "85.8378"
"49" "OG0001112" "0.762240741361209" "2" "2" "65.4290683088151" "85.8378"
"50" "OG0001110" "1.37373960373833" "5" "4" "235.83757071554" "171.6756"
"51" "OG0001116" "1.04114097101848" "3" "3" "134.053875663135" "128.7567"
"52" "OG0001117" "0.95647968250295" "2" "2" "82.1021116907517" "85.8378"
"53" "OG0001114" "0.563447800585693" "2" "3" "72.5476794256719" "128.7567"
"54" "OG0001115" "1.18633408361873" "4" "3" "152.748461704272" "128.7567"
"55" "OG0004884" "0.4422190773361" "1" "2" "37.9591127165607" "85.8378"
"56" "OG0004889" "0.482206629476341" "1" "2" "41.3915562196642" "85.8378"
"57" "OG0000449" "0.509694013889399" "2" "3" "65.6265192381532" "128.7567"
"58" "OG0000448" "0.619357286080336" "1" "2" "53.1642668511066" "85.8378"
"59" "OG0000999" "0.979040624126664" "2" "2" "84.0386932856598" "85.8378"
"60" "OG0000998" "0.518315691445762" "2" "3" "66.7366179887745" "128.7567"
"61" "OG0000995" "0.758404351623762" "2" "3" "97.6496415807152" "128.7567"
"62" "OG0000994" "0.906425538014177" "2" "2" "77.8055740469534" "85.8378"
"63" "OG0000997" "0.944108311540679" "2" "2" "81.0401804243665" "85.8378"
"64" "OG0000996" "0.95522558369221" "2" "2" "81.9944626078552" "85.8378"
"65" "OG0000991" "0.622138945964614" "1" "2" "53.4030384159213" "85.8378"
"66" "OG0000990" "1.05799805951221" "2" "2" "90.8162258327974" "85.8378"
"67" "OG0000993" "0.96899530451917" "2" "2" "83.1764251502556" "85.8378"
"68" "OG0000992" "0.888466380935599" "4" "4" "152.527999026948" "171.6756"
"69" "OG0006697" "0.806731793377211" "2" "2" "69.2480823335544" "85.8378"
"70" "OG0014593" "0.246026833599237" "1" "2" "21.1184021371246" "85.8378"
"71" "OG0005105" "0.681607892155156" "1" "2" "58.5077219252359" "85.8378"
"72" "OG0005107" "0.705008044213538" "1" "2" "60.5163394975928" "85.8378"
"73" "OG0005106" "0.944483869903174" "2" "2" "81.0724175279747" "85.8378"
"74" "OG0005101" "0.515757257507132" "1" "2" "44.2714683184457" "85.8378"
"75" "OG0005100" "1.07646686239215" "2" "2" "92.4015472406448" "85.8378"
"76" "OG0005103" "0.417051247933977" "1" "2" "35.7987616099071" "85.8378"
"77" "OG0005109" "0.68550766621121" "1" "2" "58.8424699507046" "85.8378"
"78" "OG0003626" "0.421831692324162" "1" "2" "36.2091044393829" "85.8378"
"79" "OG0003627" "0.571321666962898" "1" "2" "49.0409949844278" "85.8378"
"80" "OG0003622" "1.00769289804039" "2" "2" "86.4981414434112" "85.8378"
"81" "OG0003620" "0.533822914722081" "1" "2" "45.8221845893311" "85.8378"
"82" "OG0003621" "1.27915740972261" "3" "2" "109.800057904288" "85.8378"
"83" "OG0003628" "0.460009318101161" "1" "2" "39.4861878453039" "85.8378"
"84" "OG0003629" "0.486923829462367" "1" "2" "41.7964702886248" "85.8378"
"85" "OG0004300" "0.689270957965936" "1" "2" "59.1655026356884" "85.8378"
"86" "OG0004301" "0.432538249464242" "1" "2" "37.1281317498618" "85.8378"
"87" "OG0004302" "0.468682377103156" "1" "2" "40.2306641493053" "85.8378"
"88" "OG0004305" "0.642231284779869" "1" "2" "55.1277205766774" "85.8378"
"89" "OG0002579" "0.902858619845035" "2" "2" "77.4993976385341" "85.8378"
"90" "OG0002572" "0.938509291230486" "2" "2" "80.5595728387842" "85.8378"
"91" "OG0001900" "0.918241500891345" "2" "2" "78.8198303052111" "85.8378"
"92" "OG0001902" "1.0237438446154" "2" "2" "87.8759193853279" "85.8378"
