ID	adj_pval
GO:0031416	0.01871
GO:0033179	0.01904
GO:0005739	0.02017
GO:0009523	0.02591
GO:0010319	0.02764
GO:0000127	0.02803
GO:0005685	0.02983
GO:0030692	0.03019
GO:0035339	0.03019
GO:0030141	0.03019
GO:0012505	0.03019
GO:0010287	0.03158
GO:0030915	0.03992
GO:0032580	0.04312
GO:0043541	0.04455
GO:0009519	0.05851
GO:0030891	0.05851
GO:0009317	0.06166
GO:0000799	0.06166
GO:0009330	0.06166
GO:0009331	0.06166
GO:0005687	0.06681
GO:0005618	0.07154
GO:0042406	0.08132
GO:0000421	0.08132
GO:0005662	0.08186
GO:0048046	0.08674
GO:0009341	0.09074
GO:0009898	0.09213
GO:0008540	0.10449
GO:0071021	0.10625
GO:0030424	0.10625
GO:0071513	0.10625
GO:0005771	0.11414
GO:0005758	0.11641
GO:0005743	0.12304
GO:0031464	0.1273
GO:0005682	0.13538
GO:0000148	0.15304
