ID	adj_pval
GO:0030906	0.01195
GO:0071458	0.01263
GO:0042406	0.01263
GO:0071556	0.01263
GO:0034663	0.01263
GO:0005618	0.01561
GO:0031461	0.01642
GO:0005788	0.01729
GO:0032040	0.01838
GO:0005719	0.01865
GO:0000786	0.01903
GO:0000815	0.02148
GO:0005802	0.02379
GO:0000502	0.02404
GO:0005764	0.02648
GO:0032039	0.02743
GO:0030122	0.02743
GO:0033588	0.03113
GO:0005655	0.03413
GO:0008352	0.03413
GO:0001673	0.03413
GO:0016020	0.03757
GO:0010319	0.04016
GO:0000139	0.04413
GO:0017119	0.04511
GO:0005786	0.04513
GO:0005789	0.04919
GO:0005838	0.05223
GO:0090395	0.05229
GO:0001650	0.05229
GO:0009513	0.05229
GO:0009537	0.05229
GO:0000276	0.05245
