og_id	correction_factor	corr_Tlei_count	old_Tlei_count	total_mean_cov	expected_mean_cov
OG0016404	0.418559023449671	1	2	42.4403614229513	101.39636
OG0016406	0.540227919293538	1	2	54.7771445867385	101.39636
OG0002556	0.872218011791136	2	2	88.4397315220583	101.39636
OG0002553	1.00530002472927	2	2	101.933763215458	101.39636
OG0002552	0.526690292821657	1	2	53.4044785394501	101.39636
OG0012201	1.09845073580551	2	2	111.37890625	101.39636
OG0001922	0.700172614575811	1	2	70.9949544896701	101.39636
OG0001921	1.06402166074791	2	2	107.887923360993	101.39636
OG0001920	0.85097922588173	2	2	86.2861959400252	101.39636
OG0002169	1.0550949637888	2	2	106.982788782516	101.39636
OG0002165	1.15094466209525	2	2	116.701599297889	101.39636
OG0005352	1.12917988339243	2	2	114.494729961217	101.39636
OG0004403	1.72319046194238	3	2	174.725240427675	101.39636
OG0002838	0.866491622105372	2	2	87.8590964519802	101.39636
OG0004409	0.855141133687188	2	2	86.7081982421542	101.39636
OG0000091	0.958987062628678	6	6	291.71339231292	304.18908
OG0000094	0.551239791814663	2	4	111.787416754329	202.79272
OG0000095	1.19661952274438	10	8	485.331455644871	405.58544
OG0002768	0.913712444274647	2	2	92.647115936152	101.39636
OG0005550	1.01365683109603	2	2	102.781112962273	101.39636
OG0002760	1.08937934472649	2	2	110.459100214451	101.39636
OG0002761	0.845541277588231	2	2	85.7348077771963	101.39636
OG0002762	1.04235938844264	2	2	105.69144779991	101.39636
OG0002763	0.976090560275954	2	2	98.9720298423423	101.39636
OG0002765	0.82095652652106	2	2	83.242003507479	101.39636
OG0002767	1.08129639510435	2	2	109.639518544703	101.39636
OG0000546	1.20469788896736	5	4	244.30396168195	202.79272
OG0000547	0.70361451457783	1	2	71.3439506213589	101.39636
OG0000542	0.854775176584992	2	2	86.6710915240754	101.39636
OG0000543	0.773046788697207	2	2	78.3841304835859	101.39636
OG0000541	0.798031992909071	2	3	121.376308866788	152.09454
OG0016229	1.04373754526159	2	2	105.83118788486	101.39636
OG0000548	1.04483120020055	4	4	211.884161029533	202.79272
OG0000549	1.03355352116907	4	4	209.597129823453	202.79272
OG0001156	1.01820684471574	2	2	103.242467781261	101.39636
OG0001157	1.23961234459727	6	5	314.230448883072	253.4909
OG0001155	0.87163432101367	2	2	88.3805474018577	101.39636
OG0002496	0.75928962193879	2	2	76.9892038503695	101.39636
OG0002493	0.892386767097899	2	2	90.4847698958947	101.39636
OG0000409	0.724699549998008	1	2	73.481896463436	101.39636
OG0003018	1.01903727130177	2	2	103.326670014332	101.39636
OG0016254	1.02007702367657	2	2	103.432097120438	101.39636
OG0001712	1.5314136406624	5	3	232.919653226274	152.09454
OG0001718	0.695772878273341	1	2	70.5488372436399	101.39636
OG0001432	1.06711943713641	2	2	108.202026610881	101.39636
OG0000397	1.1625435787529	3	3	176.816530840376	152.09454
OG0000394	0.748201648794347	8	11	417.257080535598	557.67998
OG0000399	0.812687689910032	9	11	453.219654655273	557.67998
OG0000398	0.544372600133427	3	5	137.993500343162	253.4909
OG0005604	0.966097472898193	3	3	146.938150735613	152.09454
OG0000021	0.890781300258962	2	2	90.3219814023258	101.39636
OG0005505	0.655870093424831	1	2	66.5028401061378	101.39636
OG0010310	7.35028764369754	15	2	745.292412023907	101.39636
OG0002534	1.04567383801382	2	2	106.027520921831	101.39636
OG0002144	0.765469791852495	2	2	77.6158505838006	101.39636
OG0002145	1.13366806540937	2	2	114.949815280752	101.39636
OG0002146	0.957778484885683	2	2	97.1152520537233	101.39636
OG0002143	1.02337898863787	2	2	103.766904348362	101.39636
OG0002148	0.891444679120048	2	2	90.3892456041409	101.39636
OG0002856	0.90647410350301	3	3	137.869761794203	152.09454
OG0002854	1.59025250677383	6	4	322.491631335483	202.79272
OG0002852	0.760236132490306	3	4	154.17035314999	202.79272
OG0002853	1.26970632212141	4	3	193.115398998147	152.09454
OG0002851	0.738691109189613	2	3	112.350884454284	152.09454
OG0011867	1.1323363176444	2	2	114.814780904946	101.39636
OG0004469	0.919748224088197	2	2	93.2591220390075	101.39636
OG0002706	0.628936997256593	1	2	63.7719221911485	101.39636
OG0002707	1.02037187634332	2	2	103.461994107583	101.39636
OG0002704	1.03042209375233	2	2	104.481049570065	101.39636
OG0002705	0.868063834730205	2	2	88.0185130892843	101.39636
OG0002703	0.730691447797616	2	3	111.134179634712	152.09454
OG0002700	0.908831634312589	3	3	138.228329358221	152.09454
OG0002701	0.776921336827109	2	2	78.7769955606028	101.39636
OG0000566	0.730690109490189	7	9	333.40192825638	456.28362
OG0000562	1.01004671225402	4	4	204.830120105049	202.79272
OG0000563	0.982038376325426	7	7	348.512908588979	354.88726
OG0001179	0.752993919735981	2	2	76.3508425633607	101.39636
OG0001175	0.855108491470663	2	2	86.7048884402163	101.39636
OG0001176	0.710590803378792	3	4	144.10264182417	202.79272
OG0001170	0.925140483166656	5	5	234.514693704351	253.4909
OG0001172	0.869781199938234	3	4	176.385295340338	202.79272
OG0004892	1.15027304427581	2	2	116.633499695686	101.39636
OG0003034	0.934806528476948	2	2	94.7859792917988	101.39636
OG0003033	0.32088920831876	1	2	32.536997686804	101.39636
OG0003594	0.955120032209214	2	2	96.845694629097	101.39636
OG0001881	0.986993199618302	2	2	100.077517786049	101.39636
OG0001882	0.983288547872542	2	2	99.7018795839616	101.39636
OG0001883	1.00957672103132	2	2	102.367404653312	101.39636
OG0001888	0.994552958450538	2	2	100.844049814116	101.39636
OG0001773	0.5658567437261	2	4	114.751628190559	202.79272
OG0001770	0.995418800108644	4	4	201.863686013168	202.79272
OG0002283	0.89574986479382	3	3	136.238663640878	152.09454
OG0002282	1.00660081109784	3	3	153.098487327552	152.09454
OG0000829	0.91965813858263	2	2	93.2499876966542	101.39636
OG0000821	0.907180213829611	4	4	183.969543092688	202.79272
OG0000823	0.841778001705593	3	3	128.029837951531	152.09454
OG0000822	0.752353182388785	2	3	114.428811192958	152.09454
OG0000825	0.945467385444256	3	3	143.800427074147	152.09454
OG0000824	0.418655404513703	1	3	63.6752011680255	152.09454
OG0005251	0.939620006636061	2	2	95.2740484560724	101.39636
OG0005253	1.05767813348799	2	2	107.244712787276	101.39636
OG0005254	0.594349713521468	1	2	60.2648975181197	101.39636
OG0004072	0.423775265339277	1	2	42.9692693634368	101.39636
OG0004074	0.631889228148055	1	2	64.0712676574223	101.39636
OG0004079	0.794612715452438	2	2	80.570836956593	101.39636
OG0004618	0.610260683202201	1	2	61.8782119278164	101.39636
OG0002519	0.803385663819293	2	2	81.46038198746	101.39636
OG0002513	2.16720797300869	4	2	219.74699982606	101.39636
OG0002514	0.487821824220688	1	2	49.4633573045376	101.39636
OG0001963	1.00461121077886	2	2	101.863919988169	101.39636
OG0001960	0.993683886162181	2	2	100.7559290475	101.39636
OG0001967	1.02906948081361	2	2	104.34389954159	101.39636
OG0000612	0.739253532472633	1	2	74.9576173098668	101.39636
OG0000610	1.00819077081628	2	2	102.226874346365	101.39636
OG0000611	0.785003344254885	5	6	238.789445085817	304.18908
OG0000615	0.719774844667358	1	2	72.9825492688356	101.39636
OG0000619	0.876896871127792	2	2	88.9141508277472	101.39636
OG0000633	0.661975288522262	1	2	67.1218846661072	101.39636
OG0005063	0.950025084360768	2	2	96.3290854628748	101.39636
OG0002725	1.05076887952576	2	2	106.544139585191	101.39636
OG0002727	1.08350787986629	2	2	109.863755049759	101.39636
OG0002728	0.895539037407344	3	3	136.206597946513	152.09454
OG0000580	0.931164816783034	2	2	94.4167229818665	101.39636
OG0000584	0.982849979066207	4	4	199.314820606779	202.79272
OG0001192	0.811437260728284	4	5	205.691961515547	253.4909
OG0001193	0.745257435714271	4	5	188.915978110903	253.4909
OG0001196	0.740270596833417	4	6	225.182231801808	304.18908
OG0001195	1.38427502979813	4	3	210.540673890633	152.09454
OG0001198	0.854556311161067	3	3	129.973349050139	152.09454
OG0003582	0.817227013634605	2	2	82.8638444762194	101.39636
OG0001758	0.809470928155165	4	5	205.193514101888	253.4909
OG0001759	1.11800397752712	2	2	113.361533786771	101.39636
OG0001756	0.869152945945273	3	4	176.257890004255	202.79272
OG0001750	0.539761365283142	2	4	109.459675416682	202.79272
OG0001753	0.894196123056305	3	3	136.002348006032	152.09454
OG0002268	1.05663194230173	2	2	107.138632809125	101.39636
OG0000809	1.05669438166187	2	2	107.144963932965	101.39636
OG0000808	0.902604161807137	2	2	91.5207765280947	101.39636
OG0000806	0.97703274366484	2	2	99.0675638084278	101.39636
OG0000805	1.08796299930119	3	3	165.473231915735	152.09454
OG0000803	0.502280044033317	2	3	76.3940522484271	152.09454
OG0000802	0.863126806764054	2	2	87.5179164242984	101.39636
OG0000801	1.04569300856762	2	2	106.029464746206	101.39636
OG0005270	0.690142686611489	1	2	69.9779563030258	101.39636
OG0005431	0.427578825959935	1	2	43.3549365654109	101.39636
OG0016330	0.771155727976924	2	2	78.1923838100102	101.39636
OG0004583	0.789126944623448	2	2	80.0145997627392	101.39636
OG0004581	0.466143620952735	1	2	47.2652664018271	101.39636
OG0015218	0.77906186299847	2	2	78.9940371228636	101.39636
OG0000249	0.630577377631346	3	4	127.876501580328	202.79272
OG0000240	0.961513738451688	2	2	97.4939931689932	101.39636
OG0000247	0.927666616807186	3	3	141.093027356645	152.09454
OG0004529	0.677165859540694	1	2	68.6621532736977	101.39636
OG0001031	0.901941608664301	3	3	137.180394076657	152.09454
OG0001033	1.13987133834749	2	2	115.578804576764	101.39636
OG0001032	1.05426651954976	2	2	106.898787552215	101.39636
OG0001037	0.945684567075856	2	2	95.8889728096677	101.39636
OG0001036	1.04272876633129	2	2	105.728901373283	101.39636
OG0000639	1.071116536521	2	2	108.607317939036	101.39636
OG0000636	0.965595546519219	3	3	146.861810473889	152.09454
OG0004805	0.783310203644432	2	2	79.4248034004042	101.39636
OG0002097	0.798134350213025	2	2	80.927917902566	101.39636
OG0005511	0.827054232656303	2	3	125.790433070913	152.09454
OG0005516	1.12663254929856	2	2	114.236439556395	101.39636
OG0005046	0.931251676318575	3	3	141.638295333903	152.09454
OG0005047	0.932219127257736	2	2	94.5236262263113	101.39636
OG0005049	0.53890101315823	1	2	54.6426011345566	101.39636
OG0001202	0.901440026762009	5	6	274.208212415911	304.18908
OG0001203	0.509796979126867	1	2	51.6915580224603	101.39636
OG0001206	0.48224196283619	1	3	73.3463695062674	152.09454
OG0001205	1.07938524899475	2	2	109.445735285761	101.39636
OG0001208	0.803159953163886	3	4	162.874991497177	202.79272
OG0001209	1.13118643435629	2	2	114.698186925107	101.39636
OG0002306	20.1424129134687	40	2	2042.36735104272	101.39636
OG0002304	0.639261610582898	1	2	64.8188004008433	101.39636
OG0000795	0.737049761307033	5	7	261.569570273907	354.88726
OG0000794	1.02208319633982	3	3	155.453273589034	152.09454
OG0000791	0.938994535178705	2	2	95.2106279270126	101.39636
OG0000790	0.993249747394949	2	2	100.711908956767	101.39636
OG0002244	0.634311982675755	1	2	64.3169261477046	101.39636
OG0002243	0.388550819879902	1	2	39.3976388108377	101.39636
OG0000865	0.812580325296116	3	4	164.785374385284	202.79272
OG0000864	0.655752102417212	4	6	199.472628742357	304.18908
OG0000860	1.0357895668787	2	2	105.025291807477	101.39636
OG0000869	0.70053339870185	5	7	248.610378403787	354.88726
OG0000868	1.51273552593117	3	2	153.385875972106	101.39636
OG0016210	0.912471257014447	2	2	92.5212640658894	101.39636
OG0002093	1.07513245633234	2	2	109.014517589958	101.39636
OG0016215	0.820108672494932	2	2	83.1560341954183	101.39636
OG0016361	0.834296167974813	2	2	84.5945945945946	101.39636
OG0005216	1.03290919756292	2	2	104.733232843401	101.39636
OG0005513	0.41522449000595	1	2	42.1022518694597	101.39636
OG0000038	1.00382576080916	5	5	254.460695550699	253.4909
OG0016359	0.84538157325181	2	2	85.7186143388069	101.39636
OG0000267	0.970612331939633	4	4	196.833114859581	202.79272
OG0000266	0.705628721525882	2	3	107.322275811267	152.09454
OG0000265	1.00897262862027	4	4	204.612303763455	202.79272
OG0000264	1.11502810521473	2	2	113.059791166471	101.39636
OG0000263	0.935799422307972	2	2	94.8866551121312	101.39636
OG0000260	0.971056807002649	3	3	147.692438374937	152.09454
OG0001019	0.784503738513638	2	3	119.318735237512	152.09454
OG0001018	1.0610654668181	2	2	107.588176057056	101.39636
OG0001017	2.15791891914409	6	3	328.207685364518	152.09454
OG0001016	0.935010689825276	2	2	94.806680509372	101.39636
OG0001015	1.12646314180089	2	2	114.219262252774	101.39636
OG0001014	0.972581693775472	3	3	147.924365327201	152.09454
OG0001013	0.946788686784425	2	2	96.0009265291208	101.39636
OG0001012	1.03629127538842	2	2	105.076163224144	101.39636
OG0001011	0.991413599183123	2	2	100.525730211668	101.39636
OG0001010	0.992812110990864	2	2	100.66753421839	101.39636
OG0000656	0.750279539173451	2	2	76.0756142546653	101.39636
OG0000654	0.987997406209385	2	2	100.179340679073	101.39636
OG0000655	1.05473553554821	4	4	213.892688134479	202.79272
OG0000652	0.878145464728284	2	2	89.0407536739563	101.39636
OG0000653	0.993073229039496	2	2	100.694010638051	101.39636
OG0000650	1.08351257045668	5	5	274.660576646376	253.4909
OG0000651	0.946118690069738	4	4	191.865982602079	202.79272
OG0013112	1.14145046743453	2	2	115.73892251816	101.39636
OG0005538	0.737124922803527	2	3	112.112676056338	152.09454
OG0005531	1.12894590734856	2	2	114.471005642041	101.39636
OG0005532	0.971388440460442	2	2	98.4952520087655	101.39636
OG0005533	0.933005840870067	3	3	141.905094184446	152.09454
OG0005534	1.15909100729594	2	2	117.527609048542	101.39636
OG0005535	0.699556684022174	2	3	106.398752060278	152.09454
OG0005537	0.901227267078116	2	2	91.3811644144688	101.39636
OG0005027	1.07362915556137	2	2	108.862088363797	101.39636
OG0005024	1.04713985913791	2	2	106.176170127497	101.39636
OG0001822	0.995361887683847	4	4	201.852144587742	202.79272
OG0001823	1.16232382702691	5	4	235.710810403596	202.79272
OG0001820	0.842203162412839	3	4	170.792670098301	202.79272
OG0001821	0.605343156260783	3	5	153.448981489387	253.4909
OG0001826	0.668584859369656	2	3	101.688106636792	152.09454
OG0001827	0.944441433030103	5	5	239.40730885609	253.4909
OG0001824	0.909643400953239	4	4	184.469059509358	202.79272
OG0001825	1.13730317574088	6	5	288.296005591413	253.4909
OG0002324	1.06926006470368	2	2	108.419078454318	101.39636
OG0001798	0.322679074133205	2	5	81.7962089131928	253.4909
OG0001790	1.13089961172792	2	2	114.669104154625	101.39636
OG0001791	0.606003240634208	3	5	153.616306871282	253.4909
OG0001792	0.521998511084519	1	2	52.9287489493898	101.39636
OG0001793	1.20343491497682	2	2	122.023919875559	101.39636
OG0001797	1.14329031514377	2	2	115.925476378831	101.39636
OG0002228	1.03578160374395	2	2	105.024484374599	101.39636
OG0000849	0.958714228328933	5	5	243.025332581907	253.4909
OG0000842	0.611472342011233	1	2	62.0010697206141	101.39636
OG0000840	0.817148060717963	2	2	82.8558389378605	101.39636
OG0000847	0.72616224346065	2	3	110.445312384516	152.09454
OG0000846	0.91258351850371	4	4	185.065293944538	202.79272
OG0000845	0.61673883133879	2	4	125.070145136814	202.79272
OG0000844	0.92133921542588	2	2	93.4204427694401	101.39636
OG0016349	0.929292521335496	2	2	94.2268790386416	101.39636
OG0016341	0.824707782175008	2	2	83.6223671762187	101.39636
OG0004015	1.09778310003987	2	2	111.311210413558	101.39636
OG0005497	0.960304115724059	3	3	146.057012741158	152.09454
OG0005496	1.00451445934539	2	2	101.854109744991	101.39636
OG0005493	1.02933928007696	3	3	156.556884307236	152.09454
OG0002803	0.708154074050967	3	4	143.608490855877	202.79272
OG0002805	1.15878187509361	5	4	234.992528336934	202.79272
OG0002806	1.49869198891838	3	2	151.961912437484	101.39636
OG0000200	0.838605173953619	7	8	340.126048464255	405.58544
OG0000209	0.875106760268558	4	5	221.831600256561	253.4909
OG0001075	0.777005837672085	2	2	78.7855636387003	101.39636
OG0001074	0.723532521578925	1	2	73.3635640297245	101.39636
OG0001077	0.853067171002424	2	2	86.4979059751433	101.39636
OG0001073	0.994762524062967	2	2	100.865299004397	101.39636
OG0001072	1.02922654956278	2	2	104.359825741026	101.39636
OG0001078	0.73179043799492	3	4	148.401773390981	202.79272
OG0000674	1.05978887131165	6	6	322.376201758529	304.18908
OG0000670	2.16325268479126	17	8	877.383791992243	405.58544
OG0000671	1.06122479276958	5	5	269.010827821474	253.4909
OG0000672	1.39266040090808	11	8	564.84278147288	405.58544
OG0000673	0.866275459563597	6	7	307.430124249766	354.88726
OG0000678	1.05722209044723	5	5	267.99617920735	253.4909
OG0003329	1.0652062715402	2	2	108.008038583348	101.39636
OG0000079	0.891795168119159	3	3	135.637175869306	152.09454
OG0005003	0.923596542128789	2	2	93.6493274804459	101.39636
OG0001248	0.881306478318927	2	2	89.3612689459581	101.39636
OG0001242	1.00972982519834	2	2	102.382928858548	101.39636
OG0002692	1.30854140810419	3	2	132.681335691039	101.39636
OG0002693	0.925265380992638	2	2	93.8185416666667	101.39636
OG0002696	0.546156099009112	2	3	83.0673606469853	152.09454
OG0002698	0.928631734412792	2	2	94.1598776499439	101.39636
OG0001809	0.884454588293411	4	4	179.360951676501	202.79272
OG0001800	1.12393689947453	4	4	227.926220952807	202.79272
OG0001801	0.57207081999899	2	4	116.011797620226	202.79272
OG0001805	0.658137330109931	2	3	100.099094479898	152.09454
OG0001807	0.812083563400843	3	4	164.684634689349	202.79272
OG0002342	0.405134525759312	1	3	61.6187493334806	152.09454
OG0002343	0.980779495763784	2	2	99.4474708330831	101.39636
OG0002341	1.18235074077423	2	2	119.88606135781	101.39636
OG0002348	0.934292924892003	2	2	94.7339017578025	101.39636
OG0002204	1.02004446344047	2	2	103.428795631016	101.39636
OG0016325	0.911441817316879	2	2	92.4168826277165	101.39636
OG0000141	1.01748972078347	2	2	103.169754024861	101.39636
OG0005424	1.0585693426675	2	2	107.335078154077	101.39636
OG0000148	1.32095350454103	18	14	937.579139627929	709.77452
OG0000149	1.00047638975129	8	8	405.77865674689	405.58544
OG0000195	0.918137064694813	6	7	325.835147193985	354.88726
OG0000194	1.04150188560189	4	4	211.209000266335	202.79272
OG0000191	0.826868215466165	3	4	167.68285449593	202.79272
OG0000193	0.934171863507434	7	7	331.525693009247	354.88726
OG0000199	0.977281513636301	3	3	148.639182267017	152.09454
OG0001585	0.974776271490626	3	3	148.258148615282	152.09454
OG0000228	0.932721342577415	2	2	94.5745490316629	101.39636
OG0000221	1.06872880455203	11	10	541.826053043635	506.9818
OG0000220	0.741063180671957	5	7	262.993881675556	354.88726
OG0000224	0.864112341385869	6	7	306.662461166616	354.88726
OG0001059	0.759694384579815	2	3	115.54536796325	152.09454
OG0001058	0.958973598315374	2	2	97.236432205281	101.39636
OG0001053	0.866677683152017	2	2	87.8779623648478	101.39636
OG0001052	4.05721793076615	8	2	411.387129906419	101.39636
OG0001051	0.975989417280871	2	2	98.9617743108014	101.39636
OG0001050	0.634447415526718	2	3	96.495987818725	152.09454
OG0001056	0.912484283693553	3	3	138.7838773856	152.09454
OG0001055	0.810017796619083	2	2	82.1328561123953	101.39636
OG0004695	0.69273978564386	1	2	70.2412926914677	101.39636
OG0002591	1.27679196045075	3	2	129.46205726697	101.39636
OG0004812	0.871778050173049	2	2	88.3951210154445	101.39636
OG0001088	0.973002011657335	3	3	147.988293382097	152.09454
OG0003755	0.529075074647247	1	2	53.6462867359591	101.39636
OG0003349	1.07882111327227	2	2	109.388533976956	101.39636
OG0003344	0.563842826009647	1	2	57.1716101694915	101.39636
OG0003340	1.22920939960945	2	2	124.637358798183	101.39636
OG0005576	0.596558092016485	1	2	60.4888190590166	101.39636
OG0000050	1.05141506168508	2	2	106.609660104042	101.39636
OG0000051	2.43608064764765	56	23	2840.61166888601	1166.05814
OG0005572	1.11337853861804	3	3	169.338796676982	152.09454
OG0001269	0.799009708088954	3	4	162.033352009765	202.79272
OG0015622	0.955414697683931	2	2	96.875572635651	101.39636
OG0001868	0.845229916851492	2	2	85.7032369318439	101.39636
OG0002366	1.0188505043826	3	3	154.96159879284	152.09454
OG0000730	1.73544835483152	3	2	175.968146147905	101.39636
OG0000732	0.973020176170529	2	2	98.6607040702504	101.39636
OG0000734	0.461254656531231	1	3	70.1543148079756	152.09454
OG0000737	0.550495844450885	2	4	111.636549644892	202.79272
OG0000736	1.0187859218264	2	2	103.301184092442	101.39636
OG0000738	1.02264876016355	2	2	103.692861839097	101.39636
OG0000887	0.653577528190429	5	7	231.946338177074	354.88726
OG0000886	0.797131221677586	4	5	202.065510801151	253.4909
OG0000885	1.08414788268027	2	2	109.928649005487	101.39636
OG0000884	0.963741809852797	7	7	342.0196902461	354.88726
OG0000883	0.89764421162942	6	7	318.562494720025	354.88726
OG0000881	0.587100845654406	1	2	59.5298887022786	101.39636
OG0000880	1.18983120494441	4	3	180.966829793666	152.09454
OG0000889	0.995999383748129	6	6	302.97213622291	304.18908
OG0000888	1.30481916320307	4	3	198.455870410555	152.09454
OG0016301	0.881591345099359	2	2	89.3901534005789	101.39636
OG0016305	1.04547333085133	2	2	106.0071902254	101.39636
OG0004112	0.482609016639129	1	2	48.9347975903872	101.39636
OG0002932	1.98091626895461	4	2	200.857699136778	101.39636
OG0005525	0.956128162451726	3	3	145.421873049141	152.09454
OG0016411	1.02746423874118	2	2	104.181133838527	101.39636
OG0014696	0.996108611188207	2	2	101.001787339139	101.39636
OG0002958	0.640213625101407	1	2	64.9153312076873	101.39636
