Category	ID	Term	adj_pval	Orthogroups	Genes
BP	GO:0016310	phosphorylation	3.4e-21	OG0000342, OG0002345, OG0000469, OG0000876, OG0003076, OG0000843, OG0003109, OG0000313, OG0005426, OG0000858, OG0016168, OG0000179, OG0000558, OG0000250, OG0002838, OG0005561, OG0002771, OG0002772, OG0000149, OG0005447, OG0000780, OG0002423, OG0001440, OG0000423, OG0002565, OG0001774, OG0004651, OG0016244, OG0005421, OG0000718, OG0001265, OG0000663, OG0000580, OG0001787, OG0002257, OG0004502, OG0000555, OG0003991, OG0003982, OG0001795, OG0002843, OG0000608, OG0003467, OG0016131, OG0004802, OG0016141, OG0002529, OG0005592, OG0004096, OG0000224, OG0000892, OG0005574, OG0004969, OG0004338, OG0016420, OG0004713, OG0001751, OG0003547, OG0003131, OG0001180, OG0002912, OG0000483, OG0002945, OG0002190, OG0001389, OG0002058, OG0000116, OG0000987, OG0000787, OG0001090, OG0003780, OG0002116, OG0001002, OG0000418, OG0000168, OG0000260, OG0001535, OG0001704, OG0000666, OG0002711, OG0004975, OG0000105, OG0000102, OG0004183, OG0000101, OG0002826, OG0002827, OG0001815, OG0001209, OG0016272, OG0016184, OG0000364, OG0003704, OG0001745, OG0005391, OG0005087, OG0002111, OG0003752, OG0000457, OG0000069, OG0001525, OG0005389, OG0000211, OG0001748, OG0005503, OG0000826, OG0016235, OG0001500, OG0000095, OG0016275, OG0001786, OG0000738	Tfasc_v1.00333-RA, Tfasc_v1.00613-RA, Tfasc_v1.00625-RA, Tfasc_v1.00777-RA, Tfasc_v1.01251-RA, Tfasc_v1.01297-RA, Tfasc_v1.01490-RA, Tfasc_v1.01491-RA, Tfasc_v1.01631-RA, Tfasc_v1.01651-RA, Tfasc_v1.01652-RA, Tfasc_v1.02163-RA, Tfasc_v1.02470-RA, Tfasc_v1.02487-RA, Tfasc_v1.02488-RA, Tfasc_v1.02489-RA, Tfasc_v1.02492-RA, Tfasc_v1.02497-RA, Tfasc_v1.02907-RA, Tfasc_v1.02936-RA, Tfasc_v1.02938-RA, Tfasc_v1.03118-RA, Tfasc_v1.03119-RA, Tfasc_v1.03121-RA, Tfasc_v1.03124-RA, Tfasc_v1.03289-RA, Tfasc_v1.03637-RA, Tfasc_v1.03638-RA, Tfasc_v1.03641-RA, Tfasc_v1.03642-RA, Tfasc_v1.03644-RA, Tfasc_v1.03645-RA, Tfasc_v1.03647-RA, Tfasc_v1.03648-RA, Tfasc_v1.03649-RA, Tfasc_v1.03651-RA, Tfasc_v1.03653-RA, Tfasc_v1.03654-RA, Tfasc_v1.03656-RA, Tfasc_v1.03657-RA, Tfasc_v1.03659-RA, Tfasc_v1.03660-RA, Tfasc_v1.03663-RA, Tfasc_v1.03664-RA, Tfasc_v1.03665-RA, Tfasc_v1.03666-RA, Tfasc_v1.03668-RA, Tfasc_v1.03673-RA, Tfasc_v1.03674-RA, Tfasc_v1.03675-RA, Tfasc_v1.03676-RA, Tfasc_v1.03677-RA, Tfasc_v1.03679-RA, Tfasc_v1.03680-RA, Tfasc_v1.03681-RA, Tfasc_v1.03683-RA, Tfasc_v1.03686-RA, Tfasc_v1.03688-RA, Tfasc_v1.03689-RA, Tfasc_v1.03690-RA, Tfasc_v1.03745-RA, Tfasc_v1.03974-RA, Tfasc_v1.04517-RA, Tfasc_v1.04522-RA, Tfasc_v1.04753-RA, Tfasc_v1.04834-RA, Tfasc_v1.04835-RA, Tfasc_v1.04836-RA, Tfasc_v1.05152-RA, Tfasc_v1.05155-RA, Tfasc_v1.05198-RA, Tfasc_v1.05199-RA, Tfasc_v1.05290-RA, Tfasc_v1.05340-RA, Tfasc_v1.05495-RA, Tfasc_v1.05497-RA, Tfasc_v1.05893-RA, Tfasc_v1.05896-RA, Tfasc_v1.06055-RA, Tfasc_v1.06057-RA, Tfasc_v1.06090-RA, Tfasc_v1.06091-RA, Tfasc_v1.06094-RA, Tfasc_v1.06096-RA, Tfasc_v1.06097-RA, Tfasc_v1.06440-RA, Tfasc_v1.06610-RA, Tfasc_v1.06611-RA, Tfasc_v1.06824-RA, Tfasc_v1.06838-RA, Tfasc_v1.06842-RA, Tfasc_v1.06963-RA, Tfasc_v1.07209-RA, Tfasc_v1.07372-RA, Tfasc_v1.07380-RA, Tfasc_v1.07616-RA, Tfasc_v1.07702-RA, Tfasc_v1.07703-RA, Tfasc_v1.08197-RA, Tfasc_v1.08264-RA, Tfasc_v1.08523-RA, Tfasc_v1.09221-RA, Tfasc_v1.09318-RA, Tfasc_v1.09567-RA, Tfasc_v1.09568-RA, Tfasc_v1.09571-RA, Tfasc_v1.09575-RA, Tfasc_v1.09576-RA, Tfasc_v1.09577-RA, Tfasc_v1.09578-RA, Tfasc_v1.09582-RA, Tfasc_v1.10024-RB, Tfasc_v1.10245-RA, Tfasc_v1.10262-RA, Tfasc_v1.10266-RA, Tfasc_v1.10692-RA, Tfasc_v1.10701-RA, Tfasc_v1.10814-RA, Tfasc_v1.10816-RA, Tfasc_v1.10817-RA, Tfasc_v1.11054-RA, Tfasc_v1.11055-RA, Tfasc_v1.11167-RA, Tfasc_v1.11177-RA, Tfasc_v1.11179-RA, Tfasc_v1.11181-RA, Tfasc_v1.11183-RA, Tfasc_v1.11184-RA, Tfasc_v1.11188-RA, Tfasc_v1.11333-RA, Tfasc_v1.11334-RA, Tfasc_v1.11498-RA, Tfasc_v1.11717-RA, Tfasc_v1.11978-RA, Tfasc_v1.11979-RA, Tfasc_v1.11981-RA, Tfasc_v1.11982-RA, Tfasc_v1.11983-RA, Tfasc_v1.11984-RA, Tfasc_v1.11985-RA, Tfasc_v1.12218-RA, Tfasc_v1.12237-RA, Tfasc_v1.12240-RA, Tfasc_v1.12353-RA, Tfasc_v1.12358-RA, Tfasc_v1.12573-RA, Tfasc_v1.12586-RA, Tfasc_v1.12602-RA, Tfasc_v1.12959-RA, Tfasc_v1.13092-RA, Tfasc_v1.13094-RA, Tfasc_v1.13365-RA, Tfasc_v1.13368-RA, Tfasc_v1.13369-RA, Tfasc_v1.13370-RA, Tfasc_v1.13404-RA, Tfasc_v1.13467-RA, Tfasc_v1.13662-RA, Tfasc_v1.13721-RA, Tfasc_v1.13747-RA, Tfasc_v1.13853-RA, Tfasc_v1.13855-RA, Tfasc_v1.14135-RA, Tfasc_v1.14139-RA, Tfasc_v1.14140-RA, Tfasc_v1.14302-RA, Tfasc_v1.14404-RB, Tfasc_v1.14507-RA, Tfasc_v1.14663-RA, Tfasc_v1.14838-RA, Tfasc_v1.14845-RA, Tfasc_v1.14847-RA, Tfasc_v1.14854-RA, Tfasc_v1.15060-RA, Tfasc_v1.15302-RA, Tfasc_v1.15305-RA, Tfasc_v1.15306-RA, Tfasc_v1.15307-RA, Tfasc_v1.15308-RA, Tfasc_v1.15310-RA, Tfasc_v1.15312-RA, Tfasc_v1.15314-RA, Tfasc_v1.15315-RA, Tfasc_v1.15316-RA, Tfasc_v1.15319-RA, Tfasc_v1.15320-RA, Tfasc_v1.15323-RA, Tfasc_v1.15324-RA, Tfasc_v1.15326-RA, Tfasc_v1.15327-RA, Tfasc_v1.15330-RA, Tfasc_v1.15331-RA, Tfasc_v1.15332-RA, Tfasc_v1.15333-RA, Tfasc_v1.15334-RA, Tfasc_v1.15335-RA, Tfasc_v1.15976-RA, Tfasc_v1.15977-RA, Tfasc_v1.16020-RA, Tfasc_v1.16021-RA, Tfasc_v1.16025-RA, Tfasc_v1.16058-RA, Tfasc_v1.16133-RA, Tfasc_v1.16149-RA, Tfasc_v1.16159-RA, Tfasc_v1.16289-RA, Tfasc_v1.16502-RA, Tfasc_v1.16608-RA, Tfasc_v1.16895-RA, Tfasc_v1.16897-RA, Tfasc_v1.16932-RA, Tfasc_v1.16933-RA, Tfasc_v1.16938-RA, Tfasc_v1.16939-RA, Tfasc_v1.16940-RA, Tfasc_v1.16945-RA, Tfasc_v1.16948-RA, Tfasc_v1.16949-RA, Tfasc_v1.16950-RA, Tfasc_v1.16952-RA, Tfasc_v1.16957-RA, Tfasc_v1.16958-RA, Tfasc_v1.16959-RA, Tfasc_v1.16960-RA, Tfasc_v1.16968-RA, Tfasc_v1.16970-RA, Tfasc_v1.16971-RA, Tfasc_v1.16972-RA, Tfasc_v1.16974-RA, Tfasc_v1.16977-RA, Tfasc_v1.16982-RA, Tfasc_v1.16983-RA, Tfasc_v1.16992-RA, Tfasc_v1.16995-RA, Tfasc_v1.16997-RA, Tfasc_v1.16998-RA, Tfasc_v1.17060-RA, Tfasc_v1.17312-RA, Tfasc_v1.17727-RA, Tfasc_v1.17833-RA, Tfasc_v1.17835-RA, Tfasc_v1.17836-RA, Tfasc_v1.17845-RA, Tfasc_v1.17939-RA, Tfasc_v1.17984-RA, Tfasc_v1.18071-RA, Tfasc_v1.18356-RA, Tfasc_v1.18357-RA, Tfasc_v1.18358-RA, Tfasc_v1.18359-RA, Tfasc_v1.18880-RA, Tfasc_v1.18972-RA, Tfasc_v1.18974-RA, Tfasc_v1.18987-RA, Tfasc_v1.18990-RA, Tfasc_v1.18994-RA, Tfasc_v1.18997-RA, Tfasc_v1.19006-RA, Tfasc_v1.19010-RA, Tfasc_v1.19208-RA, Tfasc_v1.19311-RA, Tfasc_v1.19312-RA, Tfasc_v1.19318-RA, Tfasc_v1.19319-RA, Tfasc_v1.19320-RA, Tfasc_v1.19322-RA, Tfasc_v1.19323-RA, Tfasc_v1.19324-RA, Tfasc_v1.19325-RA, Tfasc_v1.19328-RA, Tfasc_v1.19332-RA, Tfasc_v1.19333-RA, Tfasc_v1.19360-RA, Tfasc_v1.19361-RA, Tfasc_v1.19486-RA, Tfasc_v1.19497-RA, Tfasc_v1.20035-RA, Tfasc_v1.20038-RA, Tfasc_v1.20330-RA, Tfasc_v1.20339-RA, Tfasc_v1.20798-RA, Tfasc_v1.20802-RA, Tfasc_v1.20820-RA, Tfasc_v1.20960-RA, Tfasc_v1.21064-RA, Tfasc_v1.21089-RA, Tfasc_v1.21293-RA, Tfasc_v1.21341-RA, Tfasc_v1.21387-RA, Tfasc_v1.21389-RA, Tfasc_v1.21390-RA, Tfasc_v1.21391-RA, Tfasc_v1.21392-RA, Tfasc_v1.21394-RA, Tfasc_v1.21405-RA, Tfasc_v1.21406-RA, Tfasc_v1.21407-RA, Tfasc_v1.21540-RA, Tfasc_v1.22000-RA, Tfasc_v1.22043-RA, Tfasc_v1.22296-RA, Tfasc_v1.22530-RA, Tfasc_v1.22595-RA, Tfasc_v1.22864-RA, Tfasc_v1.23045-RA, Tfasc_v1.23400-RA, Tfasc_v1.23402-RA, Tfasc_v1.23860-RA, Tfasc_v1.23923-RA, Tfasc_v1.23968-RA, Tfasc_v1.24009-RA, Tfasc_v1.24010-RA, Tfasc_v1.24012-RA, Tfasc_v1.24084-RA, Tfasc_v1.24085-RA, Tfasc_v1.24492-RA, Tfasc_v1.24495-RA, Tfasc_v1.24543-RA, Tfasc_v1.24578-RA, Tfasc_v1.24579-RA, Tfasc_v1.24626-RA, Tfasc_v1.24634-RA, Tfasc_v1.24637-RA, Tfasc_v1.24719-RA, Tfasc_v1.25118-RA, Tfasc_v1.25119-RA, Tfasc_v1.25121-RA, Tfasc_v1.25814-RA, Tfasc_v1.25815-RA, Tfasc_v1.25817-RA, Tfasc_v1.25819-RA, Tfasc_v1.25820-RA, Tfasc_v1.25891-RA, Tfasc_v1.25994-RA, Tfasc_v1.25995-RA, Tfasc_v1.25997-RA, Tfasc_v1.25998-RA, Tfasc_v1.25999-RA, Tfasc_v1.26003-RA, Tfasc_v1.26004-RA, Tfasc_v1.26009-RA, Tfasc_v1.26011-RA, Tfasc_v1.26013-RA, Tfasc_v1.26014-RA, Tfasc_v1.26015-RA, Tfasc_v1.26018-RA, Tfasc_v1.26020-RA, Tfasc_v1.26021-RA, Tfasc_v1.26024-RA, Tfasc_v1.26489-RA, Tfasc_v1.26610-RA, Tfasc_v1.26860-RA, Tfasc_v1.26944-RA, Tfasc_v1.26976-RA, Tfasc_v1.26979-RA, Tfasc_v1.27078-RA, Tfasc_v1.27190-RA, Tfasc_v1.27351-RA, Tfasc_v1.27455-RA, Tfasc_v1.27618-RA, Tfasc_v1.27619-RA, Tfasc_v1.28031-RA, Tfasc_v1.28485-RA, Tfasc_v1.28652-RA, Tfasc_v1.28706-RA, Tfasc_v1.28859-RA, Tfasc_v1.28984-RA, Tfasc_v1.29018-RB, Tfasc_v1.29137-RA, Tfasc_v1.29272-RA, Tfasc_v1.29273-RA, Tfasc_v1.29342-RA, Tfasc_v1.29344-RA, Tfasc_v1.29346-RA, Tfasc_v1.29548-RA, Tfasc_v1.29567-RA, Tfasc_v1.30112-RA, Tfasc_v1.30382-RA, Tfasc_v1.30388-RA, Tfasc_v1.30443-RA, Tfasc_v1.30445-RA, Tlei_v1.00300-RA, Tlei_v1.00336-RA, Tlei_v1.00923-RA, Tlei_v1.01293-RA, Tlei_v1.01806-RA, Tlei_v1.01936-RA, Tlei_v1.01965-RA, Tlei_v1.02206-RA, Tlei_v1.03284-RA, Tlei_v1.03838-RA, Tlei_v1.03841-RA, Tlei_v1.03843-RA, Tlei_v1.03996-RA, Tlei_v1.04030-RA, Tlei_v1.04344-RA, Tlei_v1.04455-RA, Tlei_v1.04691-RA, Tlei_v1.04772-RA, Tlei_v1.05606-RA, Tlei_v1.06488-RA, Tlei_v1.06616-RA, Tlei_v1.06688-RA, Tlei_v1.06704-RA, Tlei_v1.06713-RA, Tlei_v1.07078-RA, Tlei_v1.07822-RA, Tlei_v1.07851-RA, Tlei_v1.07854-RA, Tlei_v1.07855-RA, Tlei_v1.07856-RA, Tlei_v1.07857-RA, Tlei_v1.07858-RA, Tlei_v1.07860-RA, Tlei_v1.07861-RA, Tlei_v1.07870-RA, Tlei_v1.07877-RA, Tlei_v1.07878-RA, Tlei_v1.08035-RA, Tlei_v1.09624-RA, Tlei_v1.09658-RA, Tlei_v1.09666-RA, Tlei_v1.09667-RA, Tlei_v1.09669-RA, Tlei_v1.09670-RA, Tlei_v1.09674-RA, Tlei_v1.09678-RA, Tlei_v1.09679-RA, Tlei_v1.09681-RA, Tlei_v1.09682-RA, Tlei_v1.09686-RA, Tlei_v1.09688-RA, Tlei_v1.09824-RA, Tlei_v1.09837-RA, Tlei_v1.09945-RA, Tlei_v1.10922-RA, Tlei_v1.11173-RA, Tlei_v1.11401-RA, Tlei_v1.11428-RA, Tlei_v1.11580-RA, Tlei_v1.11912-RA, Tlei_v1.12034-RA, Tlei_v1.12305-RA, Tlei_v1.12309-RA, Tlei_v1.12311-RA, Tlei_v1.12315-RA, Tlei_v1.12335-RA, Tlei_v1.12446-RA, Tlei_v1.12448-RB, Tlei_v1.12714-RA, Tlei_v1.12827-RA, Tlei_v1.14701-RA, Tlei_v1.15621-RA, Tlei_v1.15709-RA, Tlei_v1.16067-RA, Tlei_v1.16069-RA, Tlei_v1.16070-RA, Tlei_v1.16073-RA, Tlei_v1.16076-RA, Tlei_v1.16383-RA, Tlei_v1.16629-RA, Tlei_v1.16630-RA, Tlei_v1.16635-RA, Tlei_v1.16641-RA, Tlei_v1.17325-RA, Tlei_v1.17326-RA, Tlei_v1.17327-RA, Tlei_v1.17329-RA, Tlei_v1.17435-RA, Tlei_v1.17705-RA, Tlei_v1.17706-RA, Tlei_v1.17797-RA, Tlei_v1.18138-RA, Tlei_v1.18139-RA, Tlei_v1.18145-RA, Tlei_v1.18146-RA, Tlei_v1.18527-RA, Tlei_v1.19148-RA, Tlei_v1.19993-RA, Tlei_v1.20383-RA, Tlei_v1.20809-RA, Tlei_v1.21011-RA, Tlei_v1.21582-RA, Tlei_v1.21591-RA, Tlei_v1.21798-RA, Tlei_v1.22039-RA, Tlei_v1.22042-RA, Tlei_v1.22043-RA, Tlei_v1.22045-RA, Tlei_v1.22048-RA, Tlei_v1.22053-RA, Tlei_v1.22056-RA, Tlei_v1.22061-RA, Tlei_v1.22064-RA, Tlei_v1.22067-RA, Tlei_v1.22068-RA, Tlei_v1.22671-RA, Tlei_v1.22680-RA, Tlei_v1.23353-RA, Tlei_v1.23732-RA, Tlei_v1.24204-RA, Tlei_v1.24209-RA, Tlei_v1.24677-RA, Tlei_v1.24954-RA, Tlei_v1.25229-RA, Tlei_v1.25335-RA, Tlei_v1.25371-RA, Tlei_v1.25373-RA, Tlei_v1.25438-RB, Tlei_v1.25439-RA, Tlei_v1.25862-RA, Tlei_v1.25960-RA, Tlei_v1.25987-RA, Tlei_v1.26011-RA, Tlei_v1.26235-RA, Tlei_v1.26765-RB, Tlei_v1.26771-RA, Tlei_v1.26830-RB, Tlei_v1.27541-RA, Tlei_v1.27678-RA, Tlei_v1.27686-RA, Tlei_v1.27695-RA, Tlei_v1.27703-RA, Tlei_v1.27706-RA, Tlei_v1.27710-RA, Tlei_v1.27711-RA, Tlei_v1.27714-RA, Tlei_v1.27715-RA, Tlei_v1.27717-RA, Tlei_v1.27721-RA, Tlei_v1.28155-RA, Tlei_v1.28255-RA, Tlei_v1.28613-RA, Tlei_v1.28831-RA, Tlei_v1.28970-RA, Tlei_v1.29567-RA, Tlei_v1.29698-RA, Tlei_v1.30349-RB, Tlei_v1.30449-RA, Tlei_v1.30698-RA, Tlei_v1.30878-RA, Tlei_v1.31259-RA, Tlei_v1.31445-RA, Tlei_v1.31916-RA, Tlei_v1.31917-RA, Tlei_v1.31918-RA
BP	GO:2000300	regulation of synaptic vesicle exocytosis	8.1e-18	OG0000153	Tfasc_v1.00626-RA, Tfasc_v1.00933-RA, Tfasc_v1.00963-RA, Tfasc_v1.00965-RA, Tfasc_v1.10242-RA, Tfasc_v1.13239-RA, Tfasc_v1.13502-RA, Tfasc_v1.13606-RA, Tfasc_v1.15591-RA, Tfasc_v1.18879-RA, Tfasc_v1.19278-RA, Tfasc_v1.21739-RA, Tfasc_v1.23873-RA, Tfasc_v1.25592-RA, Tfasc_v1.26311-RA, Tfasc_v1.29136-RA, Tfasc_v1.30444-RA, Tlei_v1.18403-RA
BP	GO:0007040	lysosome organization	8.1e-18	OG0000153	Tfasc_v1.00626-RA, Tfasc_v1.00933-RA, Tfasc_v1.00963-RA, Tfasc_v1.00965-RA, Tfasc_v1.10242-RA, Tfasc_v1.13239-RA, Tfasc_v1.13502-RA, Tfasc_v1.13606-RA, Tfasc_v1.15591-RA, Tfasc_v1.18879-RA, Tfasc_v1.19278-RA, Tfasc_v1.21739-RA, Tfasc_v1.23873-RA, Tfasc_v1.25592-RA, Tfasc_v1.26311-RA, Tfasc_v1.29136-RA, Tfasc_v1.30444-RA, Tlei_v1.18403-RA
BP	GO:0006952	defense response	1.2e-16	OG0000086, OG0005505, OG0002601, OG0001603, OG0000876, OG0004781, OG0000204, OG0000489, OG0002794, OG0000340, OG0000654, OG0000085, OG0000146, OG0016148, OG0000094, OG0005474, OG0000224, OG0005574, OG0000610, OG0000952, OG0003762, OG0000718, OG0002048, OG0001092, OG0003704, OG0005391, OG0001496, OG0005053, OG0003649, OG0016420, OG0001148	Tfasc_v1.00417-RA, Tfasc_v1.00420-RA, Tfasc_v1.00422-RA, Tfasc_v1.00423-RA, Tfasc_v1.00552-RA, Tfasc_v1.00644-RA, Tfasc_v1.00652-RA, Tfasc_v1.00663-RA, Tfasc_v1.00665-RA, Tfasc_v1.00667-RA, Tfasc_v1.00670-RA, Tfasc_v1.00671-RA, Tfasc_v1.00675-RA, Tfasc_v1.00679-RA, Tfasc_v1.00682-RA, Tfasc_v1.00697-RA, Tfasc_v1.00777-RA, Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.03152-RA, Tfasc_v1.03157-RA, Tfasc_v1.03158-RA, Tfasc_v1.03159-RA, Tfasc_v1.03161-RA, Tfasc_v1.03163-RA, Tfasc_v1.03164-RA, Tfasc_v1.03165-RA, Tfasc_v1.03169-RA, Tfasc_v1.03175-RA, Tfasc_v1.03176-RA, Tfasc_v1.03178-RA, Tfasc_v1.03179-RA, Tfasc_v1.03181-RA, Tfasc_v1.03182-RA, Tfasc_v1.03185-RA, Tfasc_v1.03188-RA, Tfasc_v1.03304-RA, Tfasc_v1.03344-RA, Tfasc_v1.04179-RA, Tfasc_v1.04180-RA, Tfasc_v1.04182-RA, Tfasc_v1.04186-RA, Tfasc_v1.04187-RA, Tfasc_v1.04189-RA, Tfasc_v1.04190-RA, Tfasc_v1.06588-RA, Tfasc_v1.06606-RA, Tfasc_v1.10378-RA, Tfasc_v1.10405-RA, Tfasc_v1.10409-RA, Tfasc_v1.10415-RA, Tfasc_v1.10418-RA, Tfasc_v1.10419-RA, Tfasc_v1.10422-RA, Tfasc_v1.10424-RA, Tfasc_v1.10427-RA, Tfasc_v1.10429-RA, Tfasc_v1.10435-RB, Tfasc_v1.10441-RA, Tfasc_v1.10449-RA, Tfasc_v1.10451-RA, Tfasc_v1.10454-RA, Tfasc_v1.10457-RA, Tfasc_v1.10458-RA, Tfasc_v1.10461-RA, Tfasc_v1.10465-RA, Tfasc_v1.10471-RA, Tfasc_v1.10481-RA, Tfasc_v1.10487-RA, Tfasc_v1.10495-RA, Tfasc_v1.10500-RA, Tfasc_v1.10503-RA, Tfasc_v1.10505-RA, Tfasc_v1.10507-RA, Tfasc_v1.10509-RA, Tfasc_v1.10517-RA, Tfasc_v1.10527-RA, Tfasc_v1.10529-RA, Tfasc_v1.10546-RA, Tfasc_v1.11167-RA, Tfasc_v1.11177-RA, Tfasc_v1.11179-RA, Tfasc_v1.11181-RA, Tfasc_v1.11183-RA, Tfasc_v1.11184-RA, Tfasc_v1.11188-RA, Tfasc_v1.11333-RA, Tfasc_v1.11334-RA, Tfasc_v1.11624-RA, Tfasc_v1.12218-RA, Tfasc_v1.13216-RA, Tfasc_v1.13662-RA, Tfasc_v1.16293-RA, Tfasc_v1.16608-RA, Tfasc_v1.17845-RA, Tfasc_v1.19063-RA, Tfasc_v1.19342-RA, Tfasc_v1.19344-RA, Tfasc_v1.19347-RB, Tfasc_v1.19348-RA, Tfasc_v1.19349-RA, Tfasc_v1.19486-RA, Tfasc_v1.20330-RA, Tfasc_v1.20446-RA, Tfasc_v1.20448-RA, Tfasc_v1.20449-RA, Tfasc_v1.21302-RA, Tfasc_v1.21308-RA, Tfasc_v1.22595-RA, Tfasc_v1.23860-RA, Tfasc_v1.24998-RA, Tfasc_v1.25558-RA, Tfasc_v1.25840-RA, Tfasc_v1.26979-RA, Tfasc_v1.27618-RA, Tfasc_v1.27619-RA, Tfasc_v1.29759-RA, Tfasc_v1.30112-RA, Tfasc_v1.30382-RA, Tfasc_v1.30388-RA, Tlei_v1.03049-RA, Tlei_v1.03073-RA, Tlei_v1.03249-RA, Tlei_v1.03811-RA, Tlei_v1.04030-RA, Tlei_v1.05241-RA, Tlei_v1.06863-RA, Tlei_v1.08672-RA, Tlei_v1.08679-RA, Tlei_v1.08680-RA, Tlei_v1.09824-RA, Tlei_v1.10754-RA, Tlei_v1.11428-RA, Tlei_v1.11580-RA, Tlei_v1.12305-RA, Tlei_v1.12309-RA, Tlei_v1.12311-RA, Tlei_v1.12315-RA, Tlei_v1.12335-RA, Tlei_v1.14466-RA, Tlei_v1.17419-RA, Tlei_v1.18381-RA, Tlei_v1.18546-RA, Tlei_v1.20809-RA, Tlei_v1.21011-RA, Tlei_v1.25035-RA, Tlei_v1.25040-RA, Tlei_v1.25042-RA, Tlei_v1.25053-RA, Tlei_v1.25093-RA, Tlei_v1.25095-RA, Tlei_v1.25097-RA, Tlei_v1.25098-RA, Tlei_v1.27003-RA, Tlei_v1.28613-RA, Tlei_v1.31336-RA, Tlei_v1.31941-RA
