"gene_id" "time" "count"
"1" "Tfasc_v1.00221-RA" "0100" 1.11957588905553
"2" "Tfasc_v1.00228-RA" "0100" 0.339146886418349
"3" "Tfasc_v1.00287-RA" "0100" 0.815805304314434
"4" "Tfasc_v1.00558-RA" "0100" 0.814374200021992
"5" "Tfasc_v1.00747-RA" "0100" 1.69430661850549
"6" "Tfasc_v1.00957-RA" "0100" 1.45577178286284
"7" "Tfasc_v1.01496-RA" "0100" 1.33234790636093
"8" "Tfasc_v1.01748-RA" "0100" 0.958595736384863
"9" "Tfasc_v1.01790-RA" "0100" 0.78565627358602
"10" "Tfasc_v1.01949-RA" "0100" 1.68914484721719
"11" "Tfasc_v1.02087-RA" "0100" 1.00287313619703
"12" "Tfasc_v1.02618-RA" "0100" 1.35873421117366
"13" "Tfasc_v1.02909-RA" "0100" 1.86110844830869
"14" "Tfasc_v1.03113-RA" "0100" 3.90946765472201
"15" "Tfasc_v1.03457-RA" "0100" 3.63005612616963
"16" "Tfasc_v1.03863-RA" "0100" 2.81203846206792
"17" "Tfasc_v1.04390-RA" "0100" 0.505440309924377
"18" "Tfasc_v1.04652-RA" "0100" 0.551938120780464
"19" "Tfasc_v1.04996-RA" "0100" 2.62915504901521
"20" "Tfasc_v1.05045-RA" "0100" 3.39828547934389
"21" "Tfasc_v1.05070-RA" "0100" 0.596592337852977
"22" "Tfasc_v1.05249-RA" "0100" 0.85261010981575
"23" "Tfasc_v1.05269-RB" "0100" 1.00147573057043
"24" "Tfasc_v1.05279-RA" "0100" 1.13052350235772
"25" "Tfasc_v1.05714-RA" "0100" 3.3192730675391
"26" "Tfasc_v1.05908-RA" "0100" 1.2565627375993
"27" "Tfasc_v1.06094-RA" "0100" 1.0869883046823
"28" "Tfasc_v1.06152-RA" "0100" 1.20111115990825
"29" "Tfasc_v1.06225-RA" "0100" 4.66277266934754
"30" "Tfasc_v1.06541-RA" "0100" 0.34485123277875
"31" "Tfasc_v1.06873-RA" "0100" 1.63522999722105
