"chrom" "V2" "V3" "V4"
"477" "Scaffold_2321" "5000001" "6e+06" "14"
"478" "Scaffold_2321" "6000001" "7e+06" "7"
"479" "Scaffold_2321" "7000001" "8e+06" "3"
"480" "Scaffold_2321" "8000001" "9e+06" "6"
"481" "Scaffold_2321" "9000001" "1e+07" "4"
"482" "Scaffold_2321" "10000001" "1.1e+07" "2"
"483" "Scaffold_2321" "11000001" "1.2e+07" "10"
"484" "Scaffold_2321" "12000001" "1.3e+07" "4"
"485" "Scaffold_2321" "13000001" "1.4e+07" "3"
"486" "Scaffold_2321" "14000001" "1.5e+07" "7"
"487" "Scaffold_2321" "15000001" "1.6e+07" "12"
"488" "Scaffold_2321" "16000001" "1.7e+07" "23"
"489" "Scaffold_2321" "17000001" "1.8e+07" "12"
"490" "Scaffold_2321" "18000001" "1.9e+07" "2"
"491" "Scaffold_2321" "19000001" "2e+07" "9"
"492" "Scaffold_2321" "20000001" "2.1e+07" "8"
"493" "Scaffold_2321" "21000001" "2.2e+07" "3"
"494" "Scaffold_2320" "1" "1e+06" "73"
"495" "Scaffold_2320" "1000001" "2e+06" "76"
"496" "Scaffold_2320" "2000001" "3e+06" "73"
"497" "Scaffold_2320" "3000001" "4e+06" "56"
"498" "Scaffold_2320" "4000001" "5e+06" "21"
"499" "Scaffold_2320" "5000001" "6e+06" "10"
"500" "Scaffold_2320" "6000001" "7e+06" "15"
"501" "Scaffold_2320" "7000001" "8e+06" "3"
"502" "Scaffold_2320" "8000001" "9e+06" "6"
"503" "Scaffold_2320" "9000001" "1e+07" "11"
"504" "Scaffold_2320" "10000001" "1.1e+07" "4"
"505" "Scaffold_2320" "11000001" "1.2e+07" "6"
"506" "Scaffold_2320" "12000001" "1.3e+07" "2"
"507" "Scaffold_2320" "13000001" "1.4e+07" "4"
"508" "Scaffold_2320" "14000001" "1.5e+07" "6"
"509" "Scaffold_2320" "15000001" "1.6e+07" "9"
"510" "Scaffold_2320" "16000001" "1.7e+07" "6"
"511" "Scaffold_2320" "17000001" "1.8e+07" "11"
"512" "Scaffold_2320" "18000001" "1.9e+07" "4"
"513" "Scaffold_2320" "19000001" "2e+07" "2"
"514" "Scaffold_346" "1" "1e+06" "65"
"515" "Scaffold_346" "1000001" "2e+06" "68"
"516" "Scaffold_346" "2000001" "3e+06" "50"
"517" "Scaffold_346" "3000001" "4e+06" "15"
"518" "Scaffold_346" "4000001" "5e+06" "18"
"519" "Scaffold_346" "5000001" "6e+06" "3"
"520" "Scaffold_346" "6000001" "7e+06" "7"
"521" "Scaffold_346" "7000001" "8e+06" "7"
"522" "Scaffold_346" "8000001" "9e+06" "3"
"523" "Scaffold_346" "9000001" "1e+07" "5"
"524" "Scaffold_346" "10000001" "1.1e+07" "1"
"525" "Scaffold_346" "11000001" "1.2e+07" "8"
"526" "Scaffold_346" "12000001" "1.3e+07" "2"
"527" "Scaffold_346" "13000001" "1.4e+07" "4"
"528" "Scaffold_346" "14000001" "1.5e+07" "12"
"529" "Scaffold_346" "15000001" "1.6e+07" "10"
"530" "Scaffold_346" "16000001" "1.7e+07" "15"
"531" "Scaffold_346" "17000001" "1.8e+07" "25"
"532" "Scaffold_346" "18000001" "1.9e+07" "48"
"533" "Scaffold_346" "19000001" "2e+07" "8"
"534" "Scaffold_845" "1" "1e+06" "40"
"535" "Scaffold_845" "1000001" "2e+06" "25"
"536" "Scaffold_845" "2000001" "3e+06" "38"
"537" "Scaffold_845" "3000001" "4e+06" "14"
"538" "Scaffold_845" "4000001" "5e+06" "16"
"539" "Scaffold_845" "5000001" "6e+06" "11"
"540" "Scaffold_845" "6000001" "7e+06" "11"
"541" "Scaffold_845" "7000001" "8e+06" "11"
"542" "Scaffold_845" "8000001" "9e+06" "7"
"543" "Scaffold_845" "9000001" "1e+07" "3"
"544" "Scaffold_845" "10000001" "1.1e+07" "0"
"545" "Scaffold_845" "11000001" "1.2e+07" "8"
"546" "Scaffold_845" "12000001" "1.3e+07" "16"
"547" "Scaffold_845" "13000001" "1.4e+07" "33"
"548" "Scaffold_845" "14000001" "1.5e+07" "49"
"549" "Scaffold_845" "15000001" "1.6e+07" "80"
"550" "Scaffold_845" "16000001" "1.7e+07" "85"
"551" "Scaffold_845" "17000001" "1.8e+07" "68"
"552" "Scaffold_845" "18000001" "1.9e+07" "0"
"553" "Scaffold_2316" "1" "1e+06" "31"
"554" "Scaffold_2316" "1000001" "2e+06" "26"
"555" "Scaffold_2316" "2000001" "3e+06" "14"
"556" "Scaffold_2316" "3000001" "4e+06" "5"
"557" "Scaffold_2316" "4000001" "5e+06" "6"
"558" "Scaffold_2316" "5000001" "6e+06" "2"
"559" "Scaffold_2316" "6000001" "7e+06" "6"
"560" "Scaffold_2316" "7000001" "8e+06" "10"
"561" "Scaffold_2316" "8000001" "9e+06" "6"
"562" "Scaffold_2316" "9000001" "1e+07" "11"
"563" "Scaffold_2316" "10000001" "1.1e+07" "11"
"564" "Scaffold_2316" "11000001" "1.2e+07" "12"
"565" "Scaffold_2316" "12000001" "1.3e+07" "37"
"566" "Scaffold_2316" "13000001" "1.4e+07" "46"
"567" "Scaffold_2316" "14000001" "1.5e+07" "78"
"568" "Scaffold_2316" "15000001" "1.6e+07" "92"
"569" "Scaffold_2316" "16000001" "1.7e+07" "75"
"570" "Scaffold_2316" "17000001" "1.8e+07" "4"
"571" "Scaffold_2312" "1" "1e+06" "44"
"572" "Scaffold_2312" "1000001" "2e+06" "27"
"573" "Scaffold_2312" "2000001" "3e+06" "28"
"574" "Scaffold_2312" "3000001" "4e+06" "30"
"575" "Scaffold_2312" "4000001" "5e+06" "19"
"576" "Scaffold_2312" "5000001" "6e+06" "8"
"577" "Scaffold_2312" "6000001" "7e+06" "7"
"578" "Scaffold_2312" "7000001" "8e+06" "4"
"579" "Scaffold_2312" "8000001" "9e+06" "5"
"580" "Scaffold_2312" "9000001" "1e+07" "7"
"581" "Scaffold_2312" "10000001" "1.1e+07" "5"
"582" "Scaffold_2312" "11000001" "1.2e+07" "7"
"583" "Scaffold_2312" "12000001" "1.3e+07" "13"
"584" "Scaffold_2312" "13000001" "1.4e+07" "26"
"585" "Scaffold_2312" "14000001" "1.5e+07" "54"
"586" "Scaffold_2312" "15000001" "1.6e+07" "94"
"587" "Scaffold_2312" "16000001" "1.7e+07" "50"
"588" "Scaffold_53" "1" "1e+06" "2"
"589" "Scaffold_53" "1000001" "2e+06" "10"
"590" "Scaffold_53" "2000001" "3e+06" "5"
"591" "Scaffold_53" "3000001" "4e+06" "4"
"592" "Scaffold_53" "4000001" "5e+06" "4"
"593" "Scaffold_53" "5000001" "6e+06" "14"
"594" "Scaffold_53" "6000001" "7e+06" "15"
"595" "Scaffold_53" "7000001" "8e+06" "16"
"596" "Scaffold_53" "8000001" "9e+06" "32"
"597" "Scaffold_53" "9000001" "1e+07" "51"
"598" "Scaffold_53" "10000001" "1.1e+07" "37"
"599" "Scaffold_53" "11000001" "1.2e+07" "83"
"600" "Scaffold_53" "12000001" "1.3e+07" "59"
"601" "Scaffold_53" "13000001" "1.4e+07" "29"
"602" "Scaffold_2319" "1" "1e+06" "76"
"603" "Scaffold_2319" "1000001" "2e+06" "64"
"604" "Scaffold_2319" "2000001" "3e+06" "45"
"605" "Scaffold_2319" "3000001" "4e+06" "16"
"606" "Scaffold_2319" "4000001" "5e+06" "7"
"607" "Scaffold_2319" "5000001" "6e+06" "19"
"608" "Scaffold_2319" "6000001" "7e+06" "16"
"609" "Scaffold_2319" "7000001" "8e+06" "17"
"610" "Scaffold_2319" "8000001" "9e+06" "4"
"611" "Scaffold_2319" "9000001" "1e+07" "23"
"612" "Scaffold_2319" "10000001" "1.1e+07" "31"
"613" "Scaffold_2319" "11000001" "1.2e+07" "43"
"614" "Scaffold_2319" "12000001" "1.3e+07" "18"
