"chrom" "V2" "V3" "V4"
"475" "Scaffold_2321" "3000001" "4e+06" "26"
"476" "Scaffold_2321" "4000001" "5e+06" "7"
"477" "Scaffold_2321" "5000001" "6e+06" "13"
"478" "Scaffold_2321" "6000001" "7e+06" "12"
"479" "Scaffold_2321" "7000001" "8e+06" "8"
"480" "Scaffold_2321" "8000001" "9e+06" "4"
"481" "Scaffold_2321" "9000001" "1e+07" "0"
"482" "Scaffold_2321" "10000001" "1.1e+07" "8"
"483" "Scaffold_2321" "11000001" "1.2e+07" "5"
"484" "Scaffold_2321" "12000001" "1.3e+07" "7"
"485" "Scaffold_2321" "13000001" "1.4e+07" "15"
"486" "Scaffold_2321" "14000001" "1.5e+07" "23"
"487" "Scaffold_2321" "15000001" "1.6e+07" "29"
"488" "Scaffold_2321" "16000001" "1.7e+07" "17"
"489" "Scaffold_2321" "17000001" "1.8e+07" "15"
"490" "Scaffold_2321" "18000001" "1.9e+07" "1"
"491" "Scaffold_2321" "19000001" "2e+07" "8"
"492" "Scaffold_2321" "20000001" "2.1e+07" "10"
"493" "Scaffold_2321" "21000001" "2.2e+07" "10"
"494" "Scaffold_2320" "1" "1e+06" "25"
"495" "Scaffold_2320" "1000001" "2e+06" "35"
"496" "Scaffold_2320" "2000001" "3e+06" "37"
"497" "Scaffold_2320" "3000001" "4e+06" "15"
"498" "Scaffold_2320" "4000001" "5e+06" "21"
"499" "Scaffold_2320" "5000001" "6e+06" "21"
"500" "Scaffold_2320" "6000001" "7e+06" "12"
"501" "Scaffold_2320" "7000001" "8e+06" "18"
"502" "Scaffold_2320" "8000001" "9e+06" "7"
"503" "Scaffold_2320" "9000001" "1e+07" "7"
"504" "Scaffold_2320" "10000001" "1.1e+07" "10"
"505" "Scaffold_2320" "11000001" "1.2e+07" "2"
"506" "Scaffold_2320" "12000001" "1.3e+07" "23"
"507" "Scaffold_2320" "13000001" "1.4e+07" "19"
"508" "Scaffold_2320" "14000001" "1.5e+07" "10"
"509" "Scaffold_2320" "15000001" "1.6e+07" "9"
"510" "Scaffold_2320" "16000001" "1.7e+07" "8"
"511" "Scaffold_2320" "17000001" "1.8e+07" "17"
"512" "Scaffold_2320" "18000001" "1.9e+07" "9"
"513" "Scaffold_2320" "19000001" "2e+07" "5"
"514" "Scaffold_346" "1" "1e+06" "29"
"515" "Scaffold_346" "1000001" "2e+06" "32"
"516" "Scaffold_346" "2000001" "3e+06" "16"
"517" "Scaffold_346" "3000001" "4e+06" "21"
"518" "Scaffold_346" "4000001" "5e+06" "16"
"519" "Scaffold_346" "5000001" "6e+06" "7"
"520" "Scaffold_346" "6000001" "7e+06" "5"
"521" "Scaffold_346" "7000001" "8e+06" "1"
"522" "Scaffold_346" "8000001" "9e+06" "4"
"523" "Scaffold_346" "9000001" "1e+07" "2"
"524" "Scaffold_346" "10000001" "1.1e+07" "4"
"525" "Scaffold_346" "11000001" "1.2e+07" "7"
"526" "Scaffold_346" "12000001" "1.3e+07" "14"
"527" "Scaffold_346" "13000001" "1.4e+07" "9"
"528" "Scaffold_346" "14000001" "1.5e+07" "12"
"529" "Scaffold_346" "15000001" "1.6e+07" "22"
"530" "Scaffold_346" "16000001" "1.7e+07" "18"
"531" "Scaffold_346" "17000001" "1.8e+07" "35"
"532" "Scaffold_346" "18000001" "1.9e+07" "30"
"533" "Scaffold_346" "19000001" "2e+07" "16"
"534" "Scaffold_845" "1" "1e+06" "6"
"535" "Scaffold_845" "1000001" "2e+06" "32"
"536" "Scaffold_845" "2000001" "3e+06" "13"
"537" "Scaffold_845" "3000001" "4e+06" "14"
"538" "Scaffold_845" "4000001" "5e+06" "14"
"539" "Scaffold_845" "5000001" "6e+06" "15"
"540" "Scaffold_845" "6000001" "7e+06" "10"
"541" "Scaffold_845" "7000001" "8e+06" "5"
"542" "Scaffold_845" "8000001" "9e+06" "9"
"543" "Scaffold_845" "9000001" "1e+07" "7"
"544" "Scaffold_845" "10000001" "1.1e+07" "7"
"545" "Scaffold_845" "11000001" "1.2e+07" "14"
"546" "Scaffold_845" "12000001" "1.3e+07" "17"
"547" "Scaffold_845" "13000001" "1.4e+07" "22"
"548" "Scaffold_845" "14000001" "1.5e+07" "22"
"549" "Scaffold_845" "15000001" "1.6e+07" "13"
"550" "Scaffold_845" "16000001" "1.7e+07" "29"
"551" "Scaffold_845" "17000001" "1.8e+07" "26"
"552" "Scaffold_845" "18000001" "1.9e+07" "0"
"553" "Scaffold_2316" "1" "1e+06" "26"
"554" "Scaffold_2316" "1000001" "2e+06" "10"
"555" "Scaffold_2316" "2000001" "3e+06" "21"
"556" "Scaffold_2316" "3000001" "4e+06" "5"
"557" "Scaffold_2316" "4000001" "5e+06" "5"
"558" "Scaffold_2316" "5000001" "6e+06" "2"
"559" "Scaffold_2316" "6000001" "7e+06" "14"
"560" "Scaffold_2316" "7000001" "8e+06" "10"
"561" "Scaffold_2316" "8000001" "9e+06" "24"
"562" "Scaffold_2316" "9000001" "1e+07" "27"
"563" "Scaffold_2316" "10000001" "1.1e+07" "22"
"564" "Scaffold_2316" "11000001" "1.2e+07" "9"
"565" "Scaffold_2316" "12000001" "1.3e+07" "16"
"566" "Scaffold_2316" "13000001" "1.4e+07" "38"
"567" "Scaffold_2316" "14000001" "1.5e+07" "18"
"568" "Scaffold_2316" "15000001" "1.6e+07" "18"
"569" "Scaffold_2316" "16000001" "1.7e+07" "37"
"570" "Scaffold_2316" "17000001" "1.8e+07" "1"
"571" "Scaffold_2312" "1" "1e+06" "26"
"572" "Scaffold_2312" "1000001" "2e+06" "27"
"573" "Scaffold_2312" "2000001" "3e+06" "26"
"574" "Scaffold_2312" "3000001" "4e+06" "23"
"575" "Scaffold_2312" "4000001" "5e+06" "17"
"576" "Scaffold_2312" "5000001" "6e+06" "16"
"577" "Scaffold_2312" "6000001" "7e+06" "9"
"578" "Scaffold_2312" "7000001" "8e+06" "10"
"579" "Scaffold_2312" "8000001" "9e+06" "7"
"580" "Scaffold_2312" "9000001" "1e+07" "6"
"581" "Scaffold_2312" "10000001" "1.1e+07" "13"
"582" "Scaffold_2312" "11000001" "1.2e+07" "7"
"583" "Scaffold_2312" "12000001" "1.3e+07" "18"
"584" "Scaffold_2312" "13000001" "1.4e+07" "12"
"585" "Scaffold_2312" "14000001" "1.5e+07" "48"
"586" "Scaffold_2312" "15000001" "1.6e+07" "21"
"587" "Scaffold_2312" "16000001" "1.7e+07" "20"
"588" "Scaffold_53" "1" "1e+06" "11"
"589" "Scaffold_53" "1000001" "2e+06" "15"
"590" "Scaffold_53" "2000001" "3e+06" "25"
"591" "Scaffold_53" "3000001" "4e+06" "17"
"592" "Scaffold_53" "4000001" "5e+06" "6"
"593" "Scaffold_53" "5000001" "6e+06" "12"
"594" "Scaffold_53" "6000001" "7e+06" "12"
"595" "Scaffold_53" "7000001" "8e+06" "4"
"596" "Scaffold_53" "8000001" "9e+06" "22"
"597" "Scaffold_53" "9000001" "1e+07" "26"
"598" "Scaffold_53" "10000001" "1.1e+07" "55"
"599" "Scaffold_53" "11000001" "1.2e+07" "18"
"600" "Scaffold_53" "12000001" "1.3e+07" "33"
"601" "Scaffold_53" "13000001" "1.4e+07" "16"
"602" "Scaffold_2319" "1" "1e+06" "33"
"603" "Scaffold_2319" "1000001" "2e+06" "41"
"604" "Scaffold_2319" "2000001" "3e+06" "17"
"605" "Scaffold_2319" "3000001" "4e+06" "27"
"606" "Scaffold_2319" "4000001" "5e+06" "8"
"607" "Scaffold_2319" "5000001" "6e+06" "6"
"608" "Scaffold_2319" "6000001" "7e+06" "11"
"609" "Scaffold_2319" "7000001" "8e+06" "25"
"610" "Scaffold_2319" "8000001" "9e+06" "18"
"611" "Scaffold_2319" "9000001" "1e+07" "23"
"612" "Scaffold_2319" "10000001" "1.1e+07" "25"
"613" "Scaffold_2319" "11000001" "1.2e+07" "40"
"614" "Scaffold_2319" "12000001" "1.3e+07" "12"
