"chrom" "V2" "V3" "counts"
"306" "Scaffold_10429" "19000001" "2e+07" "9"
"307" "Scaffold_10429" "20000001" "2.1e+07" "11"
"308" "Scaffold_10429" "21000001" "2.2e+07" "12"
"309" "Scaffold_10429" "22000001" "2.3e+07" "8"
"310" "Scaffold_10429" "23000001" "2.4e+07" "11"
"311" "Scaffold_10429" "24000001" "2.5e+07" "5"
"312" "Scaffold_10429" "25000001" "2.6e+07" "22"
"313" "Scaffold_10429" "26000001" "2.7e+07" "14"
"314" "Scaffold_10429" "27000001" "2.8e+07" "8"
"315" "Scaffold_10429" "28000001" "2.9e+07" "5"
"316" "Scaffold_10429" "29000001" "3e+07" "20"
"317" "Scaffold_10429" "30000001" "3.1e+07" "9"
"318" "Scaffold_10429" "31000001" "3.2e+07" "9"
"319" "Scaffold_10429" "32000001" "3.3e+07" "11"
"320" "Scaffold_10429" "33000001" "3.4e+07" "8"
"321" "Scaffold_10429" "34000001" "3.5e+07" "11"
"322" "Scaffold_10429" "35000001" "3.6e+07" "16"
"323" "Scaffold_10429" "36000001" "3.7e+07" "6"
"324" "Scaffold_10429" "37000001" "3.8e+07" "3"
"325" "Scaffold_10429" "38000001" "3.9e+07" "12"
"326" "Scaffold_10429" "39000001" "4e+07" "17"
"327" "Scaffold_10429" "40000001" "4.1e+07" "11"
"328" "Scaffold_10429" "41000001" "4.2e+07" "8"
"329" "Scaffold_10429" "42000001" "4.3e+07" "9"
"330" "Scaffold_10429" "43000001" "4.4e+07" "16"
"331" "Scaffold_10429" "44000001" "4.5e+07" "23"
"332" "Scaffold_10429" "45000001" "4.6e+07" "6"
"333" "Scaffold_10429" "46000001" "4.7e+07" "33"
"334" "Scaffold_10429" "47000001" "4.8e+07" "31"
"335" "Scaffold_10429" "48000001" "4.9e+07" "63"
"336" "Scaffold_10429" "49000001" "5e+07" "82"
"337" "Scaffold_10429" "50000001" "5.1e+07" "116"
"338" "Scaffold_10429" "51000001" "5.2e+07" "119"
"339" "Scaffold_10429" "52000001" "5.3e+07" "43"
"340" "Scaffold_5555" "1" "1e+06" "123"
"341" "Scaffold_5555" "1000001" "2e+06" "98"
"342" "Scaffold_5555" "2000001" "3e+06" "74"
"343" "Scaffold_5555" "3000001" "4e+06" "49"
"344" "Scaffold_5555" "4000001" "5e+06" "36"
"345" "Scaffold_5555" "5000001" "6e+06" "16"
"346" "Scaffold_5555" "6000001" "7e+06" "23"
