"chrom" "V2" "V3" "counts"
"429" "Scaffold_15" "3000001" "4e+06" 38
"430" "Scaffold_15" "4000001" "5e+06" 29
"431" "Scaffold_15" "5000001" "6e+06" 17
"432" "Scaffold_15" "6000001" "7e+06" 14
"433" "Scaffold_15" "7000001" "8e+06" 11
"434" "Scaffold_15" "8000001" "9e+06" 18
"435" "Scaffold_15" "9000001" "1e+07" 22
"436" "Scaffold_15" "10000001" "1.1e+07" 26
"437" "Scaffold_15" "11000001" "1.2e+07" 26
"438" "Scaffold_15" "12000001" "1.3e+07" 29
"439" "Scaffold_15" "13000001" "1.4e+07" 14
"440" "Scaffold_15" "14000001" "1.5e+07" 26
"441" "Scaffold_15" "15000001" "1.6e+07" 14
"442" "Scaffold_15" "16000001" "1.7e+07" 21
"443" "Scaffold_15" "17000001" "1.8e+07" 20
"444" "Scaffold_15" "18000001" "1.9e+07" 43
"445" "Scaffold_15" "19000001" "2e+07" 70
"446" "Scaffold_15" "20000001" "2.1e+07" 88
"447" "Scaffold_15" "21000001" "2.2e+07" 105
"448" "Scaffold_15" "22000001" "2.3e+07" 132
"449" "Scaffold_15" "23000001" "2.4e+07" 82
"450" "Scaffold_2073" "1" "1e+06" 15
"451" "Scaffold_2073" "1000001" "2e+06" 20
"452" "Scaffold_2073" "2000001" "3e+06" 31
"453" "Scaffold_2073" "3000001" "4e+06" 11
"454" "Scaffold_2073" "4000001" "5e+06" 13
"455" "Scaffold_2073" "5000001" "6e+06" 14
"456" "Scaffold_2073" "6000001" "7e+06" 20
"457" "Scaffold_2073" "7000001" "8e+06" 26
"458" "Scaffold_2073" "8000001" "9e+06" 39
"459" "Scaffold_2073" "9000001" "1e+07" 56
"460" "Scaffold_2073" "10000001" "1.1e+07" 49
"461" "Scaffold_2073" "11000001" "1.2e+07" 18
"462" "Scaffold_2073" "12000001" "1.3e+07" 25
"463" "Scaffold_2073" "13000001" "1.4e+07" 23
"464" "Scaffold_2073" "14000001" "1.5e+07" 43
"465" "Scaffold_2073" "15000001" "1.6e+07" 30
"466" "Scaffold_2073" "16000001" "1.7e+07" 67
"467" "Scaffold_2073" "17000001" "1.8e+07" 111
"468" "Scaffold_2073" "18000001" "1.9e+07" 117
"469" "Scaffold_2073" "19000001" "2e+07" 128
"470" "Scaffold_2073" "20000001" "2.1e+07" 123
"471" "Scaffold_2073" "21000001" "2.2e+07" 70
"472" "Scaffold_2321" "1" "1e+06" 129
"473" "Scaffold_2321" "1000001" "2e+06" 130
"474" "Scaffold_2321" "2000001" "3e+06" 105
"475" "Scaffold_2321" "3000001" "4e+06" 77
"476" "Scaffold_2321" "4000001" "5e+06" 43
"477" "Scaffold_2321" "5000001" "6e+06" 48
"478" "Scaffold_2321" "6000001" "7e+06" 30
"479" "Scaffold_2321" "7000001" "8e+06" 15
"480" "Scaffold_2321" "8000001" "9e+06" 19
"481" "Scaffold_2321" "9000001" "1e+07" 16
"482" "Scaffold_2321" "10000001" "1.1e+07" 24
"483" "Scaffold_2321" "11000001" "1.2e+07" 27
"484" "Scaffold_2321" "12000001" "1.3e+07" 18
"485" "Scaffold_2321" "13000001" "1.4e+07" 27
"486" "Scaffold_2321" "14000001" "1.5e+07" 37
"487" "Scaffold_2321" "15000001" "1.6e+07" 58
"488" "Scaffold_2321" "16000001" "1.7e+07" 50
"489" "Scaffold_2321" "17000001" "1.8e+07" 38
"490" "Scaffold_2321" "18000001" "1.9e+07" 16
"491" "Scaffold_2321" "19000001" "2e+07" 29
"492" "Scaffold_2321" "20000001" "2.1e+07" 23
"493" "Scaffold_2321" "21000001" "2.2e+07" 11
"494" "Scaffold_2320" "1" "1e+06" 117
"495" "Scaffold_2320" "1000001" "2e+06" 119
"496" "Scaffold_2320" "2000001" "3e+06" 115
"497" "Scaffold_2320" "3000001" "4e+06" 76
