"chrom" "V2" "V3" "counts"
"498" "Scaffold_2320" "4000001" "5e+06" 51
"499" "Scaffold_2320" "5000001" "6e+06" 36
"500" "Scaffold_2320" "6000001" "7e+06" 36
"501" "Scaffold_2320" "7000001" "8e+06" 34
"502" "Scaffold_2320" "8000001" "9e+06" 25
"503" "Scaffold_2320" "9000001" "1e+07" 31
"504" "Scaffold_2320" "10000001" "1.1e+07" 18
"505" "Scaffold_2320" "11000001" "1.2e+07" 22
"506" "Scaffold_2320" "12000001" "1.3e+07" 32
"507" "Scaffold_2320" "13000001" "1.4e+07" 34
"508" "Scaffold_2320" "14000001" "1.5e+07" 32
"509" "Scaffold_2320" "15000001" "1.6e+07" 35
"510" "Scaffold_2320" "16000001" "1.7e+07" 30
"511" "Scaffold_2320" "17000001" "1.8e+07" 39
"512" "Scaffold_2320" "18000001" "1.9e+07" 21
"513" "Scaffold_2320" "19000001" "2e+07" 15
"514" "Scaffold_346" "1" "1e+06" 113
"515" "Scaffold_346" "1000001" "2e+06" 111
"516" "Scaffold_346" "2000001" "3e+06" 75
"517" "Scaffold_346" "3000001" "4e+06" 39
"518" "Scaffold_346" "4000001" "5e+06" 44
"519" "Scaffold_346" "5000001" "6e+06" 19
"520" "Scaffold_346" "6000001" "7e+06" 21
"521" "Scaffold_346" "7000001" "8e+06" 18
"522" "Scaffold_346" "8000001" "9e+06" 22
"523" "Scaffold_346" "9000001" "1e+07" 15
"524" "Scaffold_346" "10000001" "1.1e+07" 21
"525" "Scaffold_346" "11000001" "1.2e+07" 23
"526" "Scaffold_346" "12000001" "1.3e+07" 26
"527" "Scaffold_346" "13000001" "1.4e+07" 19
"528" "Scaffold_346" "14000001" "1.5e+07" 33
"529" "Scaffold_346" "15000001" "1.6e+07" 40
"530" "Scaffold_346" "16000001" "1.7e+07" 49
"531" "Scaffold_346" "17000001" "1.8e+07" 72
"532" "Scaffold_346" "18000001" "1.9e+07" 88
"533" "Scaffold_346" "19000001" "2e+07" 36
"534" "Scaffold_845" "1" "1e+06" 74
"535" "Scaffold_845" "1000001" "2e+06" 74
"536" "Scaffold_845" "2000001" "3e+06" 63
"537" "Scaffold_845" "3000001" "4e+06" 38
"538" "Scaffold_845" "4000001" "5e+06" 40
"539" "Scaffold_845" "5000001" "6e+06" 41
"540" "Scaffold_845" "6000001" "7e+06" 27
"541" "Scaffold_845" "7000001" "8e+06" 26
"542" "Scaffold_845" "8000001" "9e+06" 36
"543" "Scaffold_845" "9000001" "1e+07" 23
"544" "Scaffold_845" "10000001" "1.1e+07" 16
"545" "Scaffold_845" "11000001" "1.2e+07" 36
"546" "Scaffold_845" "12000001" "1.3e+07" 42
"547" "Scaffold_845" "13000001" "1.4e+07" 65
"548" "Scaffold_845" "14000001" "1.5e+07" 88
"549" "Scaffold_845" "15000001" "1.6e+07" 105
"550" "Scaffold_845" "16000001" "1.7e+07" 130
"551" "Scaffold_845" "17000001" "1.8e+07" 116
"552" "Scaffold_845" "18000001" "1.9e+07" 0
"553" "Scaffold_2316" "1" "1e+06" 63
"554" "Scaffold_2316" "1000001" "2e+06" 39
"555" "Scaffold_2316" "2000001" "3e+06" 50
"556" "Scaffold_2316" "3000001" "4e+06" 19
"557" "Scaffold_2316" "4000001" "5e+06" 21
"558" "Scaffold_2316" "5000001" "6e+06" 14
"559" "Scaffold_2316" "6000001" "7e+06" 31
"560" "Scaffold_2316" "7000001" "8e+06" 34
"561" "Scaffold_2316" "8000001" "9e+06" 39
"562" "Scaffold_2316" "9000001" "1e+07" 45
"563" "Scaffold_2316" "10000001" "1.1e+07" 46
"564" "Scaffold_2316" "11000001" "1.2e+07" 29
"565" "Scaffold_2316" "12000001" "1.3e+07" 68
"566" "Scaffold_2316" "13000001" "1.4e+07" 98
"567" "Scaffold_2316" "14000001" "1.5e+07" 103
"568" "Scaffold_2316" "15000001" "1.6e+07" 131
"569" "Scaffold_2316" "16000001" "1.7e+07" 125
"570" "Scaffold_2316" "17000001" "1.8e+07" 4
"571" "Scaffold_2312" "1" "1e+06" 77
"572" "Scaffold_2312" "1000001" "2e+06" 68
"573" "Scaffold_2312" "2000001" "3e+06" 58
"574" "Scaffold_2312" "3000001" "4e+06" 61
"575" "Scaffold_2312" "4000001" "5e+06" 48
"576" "Scaffold_2312" "5000001" "6e+06" 31
"577" "Scaffold_2312" "6000001" "7e+06" 24
"578" "Scaffold_2312" "7000001" "8e+06" 22
"579" "Scaffold_2312" "8000001" "9e+06" 21
"580" "Scaffold_2312" "9000001" "1e+07" 18
"581" "Scaffold_2312" "10000001" "1.1e+07" 22
"582" "Scaffold_2312" "11000001" "1.2e+07" 31
"583" "Scaffold_2312" "12000001" "1.3e+07" 39
"584" "Scaffold_2312" "13000001" "1.4e+07" 55
"585" "Scaffold_2312" "14000001" "1.5e+07" 112
"586" "Scaffold_2312" "15000001" "1.6e+07" 123
"587" "Scaffold_2312" "16000001" "1.7e+07" 81
"588" "Scaffold_53" "1" "1e+06" 19
"589" "Scaffold_53" "1000001" "2e+06" 34
"590" "Scaffold_53" "2000001" "3e+06" 37
"591" "Scaffold_53" "3000001" "4e+06" 26
"592" "Scaffold_53" "4000001" "5e+06" 18
"593" "Scaffold_53" "5000001" "6e+06" 47
"594" "Scaffold_53" "6000001" "7e+06" 38
"595" "Scaffold_53" "7000001" "8e+06" 32
"596" "Scaffold_53" "8000001" "9e+06" 65
"597" "Scaffold_53" "9000001" "1e+07" 93
"598" "Scaffold_53" "10000001" "1.1e+07" 117
"599" "Scaffold_53" "11000001" "1.2e+07" 111
"600" "Scaffold_53" "12000001" "1.3e+07" 101
"601" "Scaffold_53" "13000001" "1.4e+07" 67
"602" "Scaffold_2319" "1" "1e+06" 123
"603" "Scaffold_2319" "1000001" "2e+06" 115
"604" "Scaffold_2319" "2000001" "3e+06" 69
"605" "Scaffold_2319" "3000001" "4e+06" 58
"606" "Scaffold_2319" "4000001" "5e+06" 23
"607" "Scaffold_2319" "5000001" "6e+06" 34
"608" "Scaffold_2319" "6000001" "7e+06" 35
"609" "Scaffold_2319" "7000001" "8e+06" 52
"610" "Scaffold_2319" "8000001" "9e+06" 25
"611" "Scaffold_2319" "9000001" "1e+07" 56
"612" "Scaffold_2319" "10000001" "1.1e+07" 64
"613" "Scaffold_2319" "11000001" "1.2e+07" 94
"614" "Scaffold_2319" "12000001" "1.3e+07" 38
